	SRR6468503	SRR6468521	SRR6468522	SRR6468523	SRR6468525	SRR6468526	SRR6468527	SRR6468528	SRR6468534	SRR6468541	SRR6468542	SRR6468543	SRR6468544	SRR6468545	SRR6468546	SRR6468547	SRR6468548	SRR6468549	SRR6468550	SRR6468551	SRR6468552	SRR6468559	SRR6468560	SRR6468561	SRR6468563	SRR6468567	SRR6468568	SRR6468571	SRR6468572	SRR6468573	SRR6468574	SRR6468575	SRR6468577	SRR6468578	SRR6468579	SRR6468580	SRR6468581	SRR6468590	SRR6468591	SRR6468592	SRR6468595	SRR6468596	SRR6468597	SRR6468598	SRR6468599	SRR6468603	SRR6468604	SRR6468606	SRR6468607	SRR6468608	SRR6468609	SRR6468610	SRR6468612	SRR6468613	SRR6468614	SRR6468617	SRR6468618	SRR6468619	SRR6468620	SRR6468621	SRR6468622	SRR6468623	SRR6468626	SRR6468628	SRR6468629	SRR6468638	SRR6468639	SRR6468640	SRR6468641	SRR6468642	SRR6468643	SRR6468644	SRR6468645	SRR6468646	SRR6468647	SRR6468648	SRR6468649	SRR6468650	SRR6468653	SRR6468655	SRR6468656	SRR6468657	SRR6468660	SRR6468661	SRR6468665	SRR6468671	SRR6468672	SRR6468673	SRR6468674	SRR6468676	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468685	SRR6468686	SRR6468687	SRR6468689	SRR6468692	SRR6468694	SRR6468695	SRR6468700	SRR6468706	SRR6468709
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900753715	348	0	396	95	11056	2189	0	705	73	130	111	25	74	133	86	529	168	493	76	0	452	151	3120	63	0	89	10	50	0	88	395	0	702	135	1865	2638	125	274	0	15	0	0	66	337	41	26	215	67	132	16542	120	35	20	1710	358	81	0	12	62	452	163	256	229	18	0	0	283	25	112	42	876	279	159	214	76	53	99	103	0	31	67	104	50	0	70	71	0	1162	51	0	148	46	58	129	1052	58	1987	485	0	0	84	96	3264	1034
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900756925	128	0	1851	20	447	3264	0	68	32792	115	40	150	55	308	26	38	418	3194	78	0	121472	0	5985	1083	0	155	18746	103	0	188	50	0	436	179	608	81691	2289	122	0	0	0	0	171	43	341	127	110	0	289	23055	39	0	0	1121	789	225	0	0	214	2660	919	190	70	9170	0	0	20940	1164	460	4703	2530	20	504	109	78	150	54	97	32	7965	40	52	128	0	0	0	0	638	128	0	379	0	0	147	394	67	20637	58	0	0	123	0	2068	855
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_faecicola	81450	26	4159	185	5834	811	23	7095	27235	26572	285	14371	1076	27698	6582	2730	4554	38275	2015	6678	145	335	45	90	0	12711	36	44143	34	104581	1676	293	23959	249950	4664	898	246	336	14	10	0	82	8052	454	633	10069	3599	14126	12800	154247	37848	46	113	1781	29721	4596	0	15	95	65643	14326	108	12306	5038	51	13	3702	19	3021	308	887	3585	575	5168	7176	2992	16202	16631	36408	15592	5938	7063	29	19	1360	29	11	24236	11074	57	7183	3464	47	244	30825	2495	4042	7223	23	19	79738	32	77	355
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_sp000432335	119	57	43	16	783	368	921	41	1081	427	13	68	17	102	564	543	310	557	23	49	556	5442	264	228	64	41	288	348	1246	93	23	394	45	114	247	247	8673	68084	297	80	240	233	67	456962	1833	259	17	40	142	188	2155	149655	2341	224	733	69	896	25	705	60	214	53769	245	90	0	63	27	15567	26	138	201	68	233	47	63	54	61	30	2036	105	24	56	27	0	1413	54	44	125	130	6167	109	329	9516	77	44014	88	196	134	107	235	1247	703	145	263
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_sp003011855	8397	43	25359	1000	1879	756	1120	42031	155582	158590	586	89688	6168	169829	44429	15176	26964	254815	12616	475	398	562	254	499	47	78055	2037	312983	190	15162	9827	1215	138324	110488	26397	89	806	5032	59	96	79	93	52186	2996	353	69580	19953	92570	78706	13850	4068	113	886	8225	219141	27836	53	73	723	85123	41404	1902	84945	33422	321	52	2870	803	14468	287	168	19832	1167	32422	42652	18951	12111	106583	240997	86720	39257	49647	1376	150	22532	80	33	57004	74305	457	43244	22897	1391	2597	175620	14123	26622	42827	132	36	501951	421	738	780
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B_gnavus	2135	422	1877	23774	171120	617020	588316	595	190649	644	641	224	174	22069	9177	929589	338	426199	393	26824	3055	10866	22158	27174	332	7470	353547	189384	952	5804	672	300506	22367	1006	3920	37849	21993	113343	519758	15460	341	464304	1635	119884	20136	3331	1238	6938	3315	57978	481646	12613	926462	14138	2359	960	770594	128823	653257	1601	6476	12703	4228	4002	638	426	323	345581	336	285	12017	455	38588	167	880	546	104	1790	1151186	12970	1889	868	46217	878	1478099	16391	229	441	87006	29019	273	1503	82669	830714	99454	359	1568	2470	883	245452	35197	1124685	96803	7398
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B_sp900544395	60	15	62	978	7255	14977	25657	72	6359	216	559	165	71	406	146	33328	300	7182	73	324	319	399	626	495	13	386	10421	7778	18	342	57	13153	357	1804	140	2291	858	1182	18777	725	26	12300	66	21061	923	142	60	387	94	2245	5877	668	25977	183	145	72	30601	2610	6882	128	228	698	444	60	15	24	93	6493	49	61	668	68	711	49	60	45	25	324	57502	496	68	38	248	25	12976	558	13	276	1154	1139	88	714	4414	7431	2006	12	0	233	27	10309	1118	33443	1717	111
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_G|s__Ruminococcus_G_gauvreauii	60	0	19	149	1367	23	371	27	86	15	416	32	334	37	18	27	18	239	0	0	0	100	19	31	0	1802	16	995	0	1261	17	556	49	2792	28	57	0	1594	0	28	335	0	363	547	21	614	14	0	0	698	154	28	11379	42	198	366	0	410	11	107	0	211	87	0	0	0	12	1337	0	0	976	80	136	0	14	136	0	609	297	207	294	18	0	0	298	0	0	19	39	1845	0	351	13	23	17	17	0	36	0	0	4253	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__SFDP01|s__SFDP01_sp004558185	46	0	110	69	38	0	0	107	21	415	104	194	0	296	40	161	0	338	88	0	49	317	0	135	0	0	0	207	808	29	19	411	35	65	130	0	0	69	0	74	0	0	59	305	117	29	44	322	29	70	163	30	858	243	134	110	0	544	1368	0	46	0	41	102	0	0	18	0	50	53	127	49	213	70	24	172	33	21	462	32	20	26	153	0	0	0	0	43	0	1263	52	54	36	47	717	58	88	143	0	37	101	0	179	70
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__SFDP01|s__SFDP01_sp900770785	62	0	0	30	24	0	16	0	0	21	20	26	11	0	27	28	27	38	0	0	14	14	17	11	0	0	0	12	0	12	0	0	78	46	10	14	0	17	0	0	0	0	0	203	0	0	0	30	24	0	13	0	0	21	173	0	0	0	15	31	73	0	53	0	0	0	25	0	41	30	137	11	29	38	14	13	0	22	0	118	16	13	13	0	0	26	0	0	0	78	27	24	20	18	356	33	63	12	0	0	28	0	19	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__MGYG000001994	1259	0	3012	4518	2091	6275	1413	996	1179	917	2080	981	566	162	803	8958	263	44900	467	112	976	223	1027	725	0	1680	1378	2631	615	6798	408	77809	5691	1127	757	1237	2108	2032	1221	800	46	2873	379	1248	1185	536	635	2031	360	4167	5382	142	5619	615	3476	704	7325	75	5851	2531	957	32667	2677	734	0	0	1267	5628	162	1092	2323	653	1057	405	2634	2897	1383	621	3054	11060	606	1881	780	0	7243	253	0	369	946	3098	1032	410	1284	1492	586	307	441	1010	134	8248	7093	56934	9350	1700
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_glycyrrhizinilytica	2507	33	354	1896	30388	2033	816	104	4698	489	55	72	30	1696	1380	6131	53	443	70	1796	6031	13142	6038	2621	14	2685	1951	17391	71	521	1042	460	168	146	2488	46081	1676	15725	317	31	69	1081	110	2002	4566	1863	145	3505	31356	20708	15866	25179	218264	8755	359	607	253	1491	31391	2952	645	27897	387	110	19	30	117	283	83	32	146	82	14045	255	452	242	322	1017	48319	742	278	64	271	36	1967	32	16	827	8619	1362	233	2546	213	82829	14910	72	132	10160	81	350	87091	7435	7822	12365
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_sp900066545	2503	0	2933	1811	495	2193	5137	734	3028	2036	266	5851	360	871	499	2492	693	2816	883	890	958	1508	2161	669	0	722	3137	5545	21	810	424	993	8293	5380	421	221	8376	508	643	142	54	1528	1388	1324	341	4424	1032	534	9350	1854	952	290	5971	841	13956	1923	692	815	9709	1861	6386	3537	1167	1053	22	0	3561	1365	1109	899	815	1346	558	19522	7870	3431	356	420	653	11513	469	1769	385	23	3415	141	0	2622	483	794	1728	2854	3503	5857	1488	400	3252	2057	0	438	2567	6838	512	435
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_sp900765975	118	0	206	90	1098	606	510	61	172	101	106	133	111	54	244	3331	63	1976	133	11	254	145	60	111	0	214	1828	746	41	1322	56	1253	166	127	62	603	579	1109	210	23	495	499	52	2696	197	299	59	638	167	842	842	133	4442	218	128	34	73	248	1080	89	145	1809	98	273	0	0	17	790	48	21	1330	58	130	78	421	126	51	143	2976	843	335	51	304	0	1643	68	0	44	47	651	1870	44	127	463	195	106	42	1603	10	144	5903	941	35	178
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	16	37	74	1864	86284	188	401	115	3503	48	163	161	116	1255	29	581	1020	3150	261	948	15249	22496	6140	64	24	253	1231	190537	115	4749	5663	172	84	126	130	6300	5041	20653	39	1045	184	123697	264	21056	3830	434	167	29987	61	8386	109	94	39856	61	111	28	465911	7746	877	851	56	15788	2114	73	39	32	20	17480	19	1453	31996	533	17415	241	55	38	0	264	32406	1914	428	176	19275	45	659	20	11	80	385	6426	729	660	535	15211	276	19	31	108	112	39	7153	554	2282	221
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_sp002161525	62	13	225	218	284	104	15	132	1255	542	474	53	146	1014	80	170	205	6760	57	0	15724	73	43	87	0	2132	47	319	339	558	77	131	108	73	199	108	99	38	119	1374	21550	16	246	3622	49	33	87	2434	22	76	363	28	127	160	65	48	25	185	30	180	63	336	232	23	0	0	15	444	57	26	897	269	208	108	81	294	110	98	374	37	2372	126	143	37	82	0	149	91	92	73	63	217	98	500	197	2124	28	54	0	0	377	14	106	52
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__MGYG000002052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	39	0	0	0	0	0	0	0	0	0	0	34	0	10	0	0	0	0	17	0	0	0	72	44	0	0	0	0	0	0	0	20	0	13	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	49	0	0	14	38	81	0	34	17	19	236	69	134	12	169	35	116	0	32	28	35	49	21	0	0	47	0	117	11	180	0	0	95	520	0	0	0	0	1143	0	0	17	0	65	57	49	0	15	11	159	28	13	38	0	115	21	0	0	79	36	0	420	21	49	239	0	12	0	22	62	196	89	64	25	12	22	20	175	26	181	155	25	0	362	759	0	0	10	14	0	154	71	163	0	237	49	22	0	156	31	0	15	35	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_naviforme	28	0	280	72	45	77	40	74	224	49	109	35	77	61	20	803	56	784	136	0	17	92	103	147	0	43	27	136	14	310	137	0	86	118	202	10	215	172	17	0	11	0	50	20	32	25	49	94	49	0	0	0	103	37	47	51	0	0	0	467	180	22	458	73	0	0	23	17	131	14	0	368	149	35	53	243	14	52	24	69	51	98	29	0	0	0	0	20	234	0	198	19	98	196	30	27	87	83	0	0	28	0	0	192
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_sp002892395	13	0	10	0	0	0	0	19	0	21	39	51	11	0	45	18	0	0	11	0	0	0	25	0	0	0	0	0	0	0	0	0	14	70	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	35	0	0	13	0	0	0	28	0	25	0	0	14	53	101	14	11	0	413	11	0	0	0	0	0	90	0	0	0	0	0	32	0	0	0	36	0	16	12	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__MGYG000000398	191	0	113	12	36	0	20	249	33	218	19	51	53	14	26	22	33	27	67	0	19	15	74	95	0	129	20	0	0	61	33	0	15	69	44	0	17	0	0	0	0	0	25	44	0	52	29	12	72	125	29	0	51	29	118	175	0	0	60	95	91	19	221	150	0	0	49	92	68	26	64	13	63	101	248	40	38	109	0	24	31	189	23	0	0	0	0	249	148	0	281	24	31	10	20	252	38	0	0	0	24	0	0	37
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__MGYG000000586	31	0	40	0	34	0	0	13	253	223	0	128	11	279	37	35	19	0	23	0	14	0	0	0	0	100	0	10	0	27	0	0	198	176	44	0	32	0	0	0	0	0	22	0	18	0	10	124	10	14	0	0	0	0	37	0	0	0	0	12	56	0	0	59	0	0	0	0	11	26	0	0	0	19	76	10	0	12	0	117	0	85	0	0	0	0	0	49	0	61	0	0	0	0	160	0	15	21	0	0	533	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp000436755	7792	0	2287	2887	5258	4826	54	3594	13192	3435	16089	3872	2824	15126	5588	2243	1763	43346	608	1008	1944	390	2766	1028	0	1289	173	8108	29	2655	320	188	2413	1275	2688	2326	1121	11860	1185	98	54	594	4152	1048	9390	21930	4705	859	1313	2163	646	47	2754	8558	8661	3272	10	13	6931	21652	15472	1076	14781	11229	16	0	1381	214	1797	3034	245	2584	1505	8495	1447	1105	570	4644	439	1190	4275	11640	68771	27	51927	92	11	3099	12005	275	6174	3604	1930	14982	15932	1859	5508	4088	16	0	14620	67	1565	4921
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp001414325	4101	0	2584	1163	267	52	0	49602	861	319	2422	100	130	358	77	2469	167	235	34	1313	22045	97	1397	535	0	141	54	25	42	104	2819	137	100	178	358	58	18723	778	0	65	0	0	196	193	243	18575	774	52	148	628	16	0	208	272	24695	13975	14	28	220	203941	437	405	352	340	36	0	355	13	15065	58	32	436	213	404	1262	75	54	853	62	669	5681	338	1055	51	725	935	0	1790	123	0	92317	720	77	287	639816	116	147	1010	16	0	152	19	61	30798
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp001916135	64	0	199	162	1028	28	0	426	258	184	102	36	77	53	107	1676	561	384	268	0	48	27	514	153	0	65	44	74	0	193	61	109	575	109	639	21	51	88	0	0	0	39	132	73	53	43	17	61	23	211	18	0	22	47	1170	195	0	0	274	339	221	108	122	137	0	0	224	11	235	76	94	833	64	159	347	1131	119	149	129	21	83	267	128	0	47	34	0	258	61	181	281	16	30	104	930	20366	182	319	0	0	22	0	35	83
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003149875	605	0	158	267	212	12	0	378	720	169	183	94	7434	132	208	421	194	387	105	22	128	55	2717	471	0	263	1339	63	0	350	73	0	1848	20597	222	1776	295	271	0	14	0	0	194	51	818	217	31	16	937	1192	10	0	47	238	2621	225	0	0	169	773	3339	3027	39	150	0	0	268	0	105	74	204	305	641	636	169	22	1777	104	0	0	49	29	5087	0	1118	28	0	645	33	95	372	17	54	118	312	40	704	1139	0	0	314	0	629	1107
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003524945	1038	0	1487	252	786	1798	392	59811	223	1917	1336	2012	652	704	432	12882	424	1012	1139	98	1685	140	806	1629	0	1754	291	126	29843	613	632	11737	1169	1016	2208	252	1438	43598	2019	0	1972	0	742	1547	115	871	439	1159	296	2084	716	66	405	10393	1468	1776	300	30	391	8301	579	10412	3253	816	223	0	120	2097	9221	33175	229536	363	545	2685	9953	893	2024	36763	264	731	832	2647	9191	27	1331	342	0	97824	1163	251	6600	542	319	214	18827	7584	701	490	0	355	2047	0	2121	1720
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003529475	33430	17	42616	5931	3610	180	25	47201	419	46002	733	4417	7255	168	6560	4253	247	218	21368	15	4721	553	28685	44576	41	25023	110	233	61	7115	8203	130	156	1808	136152	47	238	642	43	15	18	97	6715	32971	222	403	4629	66	64	63320	85	35	149	119	493	36701	12	32	209	24302	4852	73	79573	33023	100	15	1867	8218	341	96	154	2793	18892	40551	97449	495	22565	14054	431	1330	14518	89691	359	52	256	24	0	705	32205	37	122104	1302	182	346	6243	16373	17252	265	37	23	134	25	12	13181
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp900759665	27	0	123	12	1088	0	11	259	31	132	45	240	13	69	43	90	10	161	12	20	58	27	177	23	0	0	0	0	0	12	24	0	27	100	73	0	0	0	0	0	0	0	41	0	66	37	31	120	13	30	0	0	0	57	123	56	0	0	60	154	115	0	87	83	0	0	72	0	61	16	45	68	25	70	28	48	150	126	12	0	12	41	58	0	35	0	0	146	11	229	168	74	0	0	64	411	56	11	0	0	83	0	0	171
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TWA4|s__MGYG000004519	0	0	0	0	338	0	124	32	0	481	32	0	0	0	0	16	16	15	0	15	0	0	0	0	0	0	0	0	0	0	17	0	10	0	12	0	0	0	0	0	0	0	0	0	0	13	0	17	0	0	13	22	29	0	0	12	0	0	0	0	0	106	11	133	0	0	0	0	0	13	0	0	0	0	0	24	0	0	0	0	0	0	0	0	36	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	262	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA11774|s__MGYG000001811	1180	0	670	444	676	152	10	782	408	641	532	439	518	289	546	298	355	106	215	40	319	205	542	64	0	258	54	512	0	857	240	24	998	2231	1307	19	55	10	0	56	28	0	573	66	238	113	213	74	927	208	13	0	865	1306	3152	1178	0	0	43	145	1571	596	150	617	0	0	926	78	1493	142	2987	263	736	408	1071	1395	534	324	423	28	570	803	339	0	320	0	0	411	434	26	962	1337	120	123	2431	1042	1248	165	0	0	326	0	101	215
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA11774|s__UBA11774_sp003507655	4571	94	28830	44765	3774	14725	16	83056	768	3407	36935	10335	81030	1122	5911	1717	15062	2709	157	233	5959	182	789	207	30	149739	54116	622	333	84106	7774	72	48257	53971	214827	15248	276	3542	292	484	0	0	22981	3223	577	1339	16088	2270	59	1096	1205	22	288	5350	140945	25532	137	30	292	41041	16589	1595	51803	26679	63	0	355833	6255	119886	391	132	4100	11085	17180	196062	36308	13663	36917	798	96	34435	122496	18454	54	215	47	0	4209	11205	82	4326	4041	8156	4022	120	46361	5451	23727	94	0	17512	191	5277	1912
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA1712|s__UBA1712_sp900766815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2821|s__UBA2821_sp902763335	210	0	33	0	51	98	0	24	19	226	33	29	12	79	54	84	68	97	12	19	57	15	190	24	0	15	11	14	56	33	0	0	144	40	23	0	76	23	0	0	0	0	15	32	49	12	0	0	41	78	15	0	25	42	255	10	0	0	33	64	58	35	23	77	0	0	24	0	95	10	14	67	43	52	53	27	46	29	0	52	0	15	32	0	13	0	0	83	19	19	40	65	14	100	1124	91	75	58	0	0	0	0	39	180
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2856|s__UBA2856_sp009696445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2856|s__UBA2856_sp900555005	53	0	138	30	74	0	0	61	11	18	39	10	24	17	36	1222	14	46	0	0	0	13	31	15	0	24	31	10	147	21	24	22	44	36	47	0	0	36	0	0	0	0	13	0	93	0	24	40	120	22	46	26	175	118	281	11	0	0	50	0	22	16	16	62	0	0	0	0	28	60	62	40	11	31	33	24	0	16	52	0	26	26	44	0	19	0	0	12	13	24	21	43	0	0	87	24	18	92	0	0	168	0	14	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp002362385	57	0	0	219	0	0	0	0	0	0	212	0	0	0	0	0	99	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	254	24	0	0	0	0	0	11	532	0	0	0	0	0	0	11	0	0	0	0	12	0	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	43	83	0	0	328	0	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	161	0	0	0	0	0	0	13	13	0	16	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp900542015	0	0	60	11	21	0	0	27	33	25	15	16	0	0	13	18	0	0	0	0	31	15	47	56	0	0	372	0	0	0	12	0	0	28	22	0	15	13	0	0	0	0	0	10	10	25	0	0	20	295	0	0	0	46	16	0	0	0	0	47	0	19	28	26	0	0	63	11	15	179	31	0	30	0	326	10	0	14	69	40	0	14	10	0	0	0	0	15	13	0	19	0	10	0	115	31	0	0	0	23	10	0	0	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp900549665	100	0	83	142	338	162	578	147	109	107	75	64	109	40	236	108	99	1437	35	17	116	164	135	13	0	45	180	98	0	98	79	147	391	261	175	289	243	11	0	0	0	73	474	716	207	209	83	186	148	100	1206	0	90	230	501	181	36	0	39	113	451	82	653	106	0	0	516	0	216	80	257	41	120	145	104	211	56	363	707	130	13	58	96	0	49	0	0	88	148	339	199	194	29	126	720	288	585	100	0	0	740	31	41	135
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3282|s__MGYG000002256	31	0	12	0	24	19	0	22	10	125	12	20	29	379	31	94	66	51	25	11	83	19	90	22	0	20	0	19	0	59	11	0	95	67	20	0	34	0	0	0	0	0	17	98	44	24	22	16	40	24	66	26	19	16	35	35	0	0	44	35	123	41	62	22	0	0	25	40	178	23	78	39	18	75	218	40	13	47	33	28	28	37	23	0	146	0	0	149	34	124	14	23	11	66	65	30	59	37	0	0	165	0	0	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3402|s__MGYG000000680	572	0	191	118	581	248	0	1114	1160	294	92	130	582	435	347	393	282	86	266	136	289	139	270	64	0	407	58	42	0	189	147	11	922	718	409	801	17	669	0	0	0	0	561	183	144	369	307	71	386	149	66	0	67	901	2581	746	0	0	83	506	1450	17	441	452	0	0	889	84	511	177	2456	398	1145	644	412	367	100	258	31	33	123	647	177	0	23	12	0	136	149	53	392	307	114	319	36228	83	1039	185	0	0	81	0	383	1553
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3402|s__UBA3402_sp003478355	2955	0	2115	603	4829	4524	3443	6787	6957	1137	1035	989	510	5075	1914	2236	300	794	388	940	86	787	1047	1980	0	1176	62	229	927	4542	390	1762	1835	2421	934	3752	189	1047	10	59	508	95	3722	545	1314	3310	515	2095	1870	829	731	29	1141	6712	12901	4116	653	167	1049	3067	9853	310	733	2949	0	0	673	382	1704	1082	453	824	825	2251	1800	2670	399	1593	1361	1888	1120	4775	453	0	627	34	101	627	807	3406	1710	1379	986	902	18515	1580	7012	720	0	112	5170	48	712	2505
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3766|s__UBA3766_sp900769175	21	0	0	0	0	18	512	0	0	18	11	0	12	44	36	11	20	188	0	0	0	0	14	28	0	19	1293	0	0	31	0	0	95	44	0	0	0	0	0	0	0	0	0	0	0	25	15	0	46	24	0	12	0	0	83	0	0	0	40	0	0	11	0	10	0	0	25	0	20	0	70	0	0	0	11	56	59	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	13	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA4285|s__UBA4285_sp900542465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	583	0	0	0	0
