	SRR1778456	SRR341581	SRR341582	SRR341584	SRR341590	SRR341591	SRR341592	SRR341594	SRR341595	SRR341597	SRR341598	SRR341607	SRR341608	SRR341609	SRR341610	SRR341611	SRR341613	SRR341614	SRR341618	SRR341619	SRR341625	SRR341627	SRR341633	SRR341635	SRR341636	SRR341637	SRR341642	SRR341644	SRR341645	SRR341646	SRR341647	SRR341648	SRR341649	SRR341651	SRR341652	SRR341658	SRR341660	SRR341662	SRR341663	SRR341664	SRR341669	SRR341673	SRR341677	SRR341678	SRR341679	SRR341680	SRR341683	SRR341685	SRR341687	SRR341688	SRR341689	SRR341690	SRR341693	SRR341694	SRR341699	SRR341700	SRR341706	SRR341707	SRR341708	SRR341710	SRR341712	SRR341713	SRR341714	SRR341715	SRR341716	SRR341717	SRR341718	SRR341719	SRR341720	SRR341724	SRR341725	SRR413615	SRR413626	SRR413632	SRR413633	SRR413634	SRR413668	SRR413669	SRR413670	SRR413671	SRR413672	SRR413673	SRR413680	SRR413714	SRR413721	SRR413728	SRR413738	SRR413742	SRR413746	SRR413754	SRR413756	SRR413768	SRR413769	SRR413772
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__MGYG000003769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	22	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens_A	115094	48	14221	86278	175882	54	180	276003	186	1411212	63	36722	6674	142	15473	9023	10018	2638	39869	8663	30873	121622	103	43491	114531	144794	312	239	1188	80	70115	65873	23164	184	57997	2290	21	30305	76030	38082	33223	218	356	177675	213	90	0	1472	256	324	37402	71	261	99	2689	228647	55280	158915	72005	15824	16481	4328	73534	93443	28752	327	15531	1728	353	200	11047	1413	17637	52221	20815	11934	19250	924	70	6500	26493	64	258	99565	107934	64	94	279520	84	4151	124	3978	248962	8364
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_rogosae_A	16615	79	4102	214	131181	157	182	160061	1052	380	893	343	24531	348	284069	119991	141463	1234	237458	326	2418	7490	26	54791	626	279	9791	153	247	0	424	97	210398	217566	3737	40	101	1975	215350	39648	846	710602	118	107	215654	8048	816	170928	544	117	2426	276	59436	71	1019	3417	23	1550	209414	1365	212	960980	27881	605778	6028	0	51276	500	1239	810	88	213991	69027	121980	4736	275632	187779	18546	273	1089	52094	179	548899	42741	1015019	344	1486	1113	342	8404	95	3773633	596	136
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp000436475	3032	0	124242	275	5057	328	45	3638	0	1536	70	385	167	8606	5060	911	1452	569	4768	360	1219	337	125	857	728	184	245660	244	639	0	184	226	311476	3576	13924	71	67	171263	2711	914	215	13561	0	389	1277	1359	146	1270	575	44	3444	0	622	20	3190	7037	412	1437	3713	206	66	15448	183551	13797	218	78	721	1168	2500	1394	54	2289	161043	2044	14935	7132	1788	1018	62	1896	1188	369	1783	974	4235	0	83	809	21614	2581	88	264376	455	319
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp000436535	587	70	2585	1979	896	26	0	2094	30	1522	10	66	210	391	1980	66	119	181	2116	356	63749	329	0	488	16450	692	1917	0	3845	14	41	34	3925	2755	732853	2647	0	1370	3561	389	196	3768	87	41	105	48	112	401	43807	237	177735	118	226	0	195951	529980	267	7806	2418	1997	29	4857	3748	6888	127	167	542	63874	151799	164	87	125	2508	355	1232194	40565	164	122	122	123970	1225	39	420	224	1708	0	10	145	397	66	81	23450	1555	52
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp000437735	172424	33	150	39031	5287	6814	13757	131	217	1187	253	86	1087	64	32697	31728	3718	86	84698	197	54591	13148	71307	1561	1130	123	144	183058	30566	0	14736	46978	179	454	80605	2305	284	15525	1340	814	28119	107	618	147	92	46	44623	149213	778	168	27417	17	2731	42482	51313	217325	207	12602	231	109740	60881	49231	75183	125398	476	127963	10	79	31520	164	5054	1467	22	12317	1244	166328	7494	121	13	35361	182	91018	371690	1334	418	31	754	268347	251	5410	25690	1926511	318	213
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp003537285	317724	10	2507	16021	29807	15	51	48845	106	291939	28	27927	2399	71	2433	1525	10487	488	7230	25644	41142	21627	36	16244	21092	25529	51	26	364	13	11825	10832	4675	751	9535	396	14	30875	12283	6964	4954	107	226	30786	86	15	107	223	112	0	6353	12	60	14	547	38750	351612	31598	12141	3000	2822	272	12153	18492	177061	166	2602	268	28	63	1831	149	2642	8547	3514	2047	3077	290	11	1069	4935	121	110	16102	17445	0	10	36131	198	20375	12	333	41289	1163
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900316325	10578	0	230	116	35334	47	17	477	61	34	36	91	42	50	1400	3134	2035	278382	73379	349	52440	81247	17	20007	17423	5454	286	184	92367	27	24	76	285	284	189495	0	0	40957	23047	13799	351	0	66	74437	166	36	3727	166	4406	388	148	64	7381	24	256	793	25053	26812	17935	338	23	257	63042	45537	876	25	4107	86	3531	0	23	65	11269	71	81879	2665	13732	2387	34	4005	67	117	1028	574	1413967	371	29	1589	48	17785	49	2116	114922	9390
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900545725	184	10	221	53	1525	31	0	347	0	73	20	0	23	0	151	43	62	154	213	2674	183	54	61	84	35	12912	94	57	225	0	31	110	2190	84	289	0	0	59	2311	193	15	37	0	199	0	32	169	266	15	77971	211	0	62	18	178	113	87	118	85	264	201	776	10195	257	37	10	14	172	70	15	0	93	118	61	1213	285	73	0	0	215	111	55	318	633	1038	12	12	305	23637	38	11	4303	101	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900547255	786	0	537	72	728	0	0	1538	0	5625	0	11	126	96	30	64	24	11	211	31	30	73	0	192	22	596	19	0	32	10	189	263	2236	0	11	16	21	124	125	151	176	0	0	25	0	10	0	0	0	0	70	0	109	0	38	69	1291	1014	319	11	84	40	267	467	684	0	71	34	0	0	125	40	34	177	170	72	194	0	0	136	137	17	37	54	338	0	41	20	0	0	0	0	48	29
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900551945	42	26	13	179	13	16	27	33	16	149	20	0	0	44	42	0	0	16	2270	137	13	24	14	26	30	15	0	14	7682	0	25	24	485377	231	1510	10	0	16	8594	54	0	475	21	1007	0	0	0	34	30	71	0	24	12	0	35	112	18	45	17	141	58	52	126	146	0	0	11	47	20	249	595	32	0	13	2443	210	31	12	0	9610	8197	28	114	20	29	0	0	40657	161	11	0	1759	50	108
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900552795	0	0	0	13	11	0	0	0	0	0	0	329	0	0	0	0	0	33	42	0	0	12	0	0	0	0	0	0	14	0	0	0	204	0	18	0	0	0	0	18	21	0	0	0	0	0	0	0	0	0	17	0	30	0	29	80	0	28	0	0	0	26	0	19	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	22	12	0	70	0	37	0	180	0	0	92	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900772425	590	0	304	243	771	0	25	2199	0	4167	0	63	15	33	203	49	98	384	285	30	92	97	0	115	925	340	460	254	187	0	173	62	595	0	693	0	0	351	272	558	55	1885	32	565	0	315	29	96	81	79	515	12	17	44	101	123	590	1572	454	53	22	338	437	962	426	36	89	15	81	0	88	42	337	133	430	47	389	13	0	94	65	0	159	409	12035	0	0	367	30	54	0	2379	521	55
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_sp000526575	309	12	0	33	309	1514	59	66	88	70	185	22	242	10	0	15	49	13	21	0	375	0	94	95	29	31	35	127	17	0	113	19	47	14	89	12	228	26	248	544	0	0	0	206	48	0	84	0	198	0	197	3607	84	112	0	276	225	6435	114	12	39	27	1277	120	40	11	29	325	176	3031	68	590	37	90	345	40	0	0	0	0	0	219	199	414	1739	87	328	385	45	76203	0	17	68	466
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_sp902363835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__MGYG000004680	0	0	0	0	11	0	756	11	41	0	0	20	12	0	0	125	17	18	29	0	0	28	0	11	46	0	61	0	30	14	0	0	0	0	18	0	0	121	23	0	93	0	0	0	11	0	69	0	23	20	52	0	0	0	0	28	0	22	13	0	23	73	23	0	0	24	0	0	0	0	10	99	13	12	0	75	0	0	0	0	0	75	21	17	0	0	63	481	162	18	53	0	0	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lactonifactor|s__Lactonifactor_longoviformis	10	11	0	0	0	13	0	0	11	33	12	11	10	0	0	35	100	22	0	0	18	0	0	11	0	0	37	32	0	12	0	0	0	0	46	0	0	0	0	18	0	0	0	10	11	0	0	0	0	102	10	29	0	0	0	0	62	11	21	0	0	17	11	17	86	13	0	0	0	0	0	47	20	17	17	0	0	0	0	0	0	77	27	25	67	0	677	0	42	64	11	0	15	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lactonifactor|s__Lactonifactor_sp009677585	213	0	146	207	13	128	0	75	159	30	48	316	101	12	0	15	2885	24	0	109	20	0	171	18	0	35	292	0	0	218	111	47	68	41	53	72	0	19	44	32	59	0	0	0	106	0	41	258	40	3255	10	895	27	0	14	0	306	0	631	163	17	1292	30	73	27	207	119	0	64	130	0	306	55	47	60	48	29	38	0	0	0	2261	965	356	0	0	25652	189	1602	245	0	59	0	108
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000346|s__MGYG000000346	21	0	0	32	40	0	0	43	86	0	23	0	52	29	26	23	0	36	23	19	37	20	33	21	32	50	68	0	29	39	90	146	65	0	72	24	63	17	39	72	18	15	0	72	66	14	25	28	33	0	338	12	58	35	51	99	13	153	61	34	66	40	170	135	31	22	13	25	68	34	89	148	41	29	84	27	11	0	0	12	20	372	107	72	64	10	45	161	124	29	0	15	76	68
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000378|s__MGYG000000378	4256	0	0	381	823	54	55	681	10	0	81	0	886	704	26	126	604	740	699	252	683	12	0	486	0	281	49	0	900	93	700	0	47	0	57	331	0	582	37	1633	313	0	0	0	0	0	0	0	670	304	0	34	0	0	1224	481	1332	40	0	0	756	10	16	333	20	10	0	435	1461	11	0	0	0	2586	50	8792	321	1261	0	1506	740	57	3167	6780	216	14	0	26	24	1109	0	27	72	4257
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000387|s__MGYG000000387	318	0	0	0	19	0	49	36	0	0	0	0	10	0	63	0	0	62	7199	1379	0	0	0	0	0	32	175	0	2766	12	52	100	152	46	326	0	0	844	0	119	73	72	0	88	17	20	23	0	229	12	42	0	0	22	15	36	28	84	349	23	18	298	16	284	29	15	340	13	33	287	24	36	23	14	214	40	0	0	0	4539	11	62	59	561	62	0	0	155	0	921	0	1234	250	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000574|s__MGYG000000574	4989	0	388	489	1466	484	15	965	586	12	829	0	3580	3511	45	486	57	2194	1053	934	374	717	451	1928	338	1231	434	18	1050	1864	3234	539	1913	364	2551	1263	0	803	246	1165	494	581	24	320	238	515	2032	147	2213	219	231	31	127	71	1978	1458	2243	2299	3430	212	859	19	945	1235	1993	205	2455	512	569	153	95	431	810	5076	1293	2220	1884	952	0	2765	970	1893	2585	11835	380	1222	1123	1841	0	6755	0	1689	1236	2937
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000578|s__MGYG000000578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000002075|s__MGYG000002075	163	0	0	14	82	0	0	0	0	0	11	0	128	28	30	14	11	43	85	37	44	0	0	82	0	28	198	0	43	0	0	106	11	0	0	61	0	131	0	25	0	0	11	14	0	0	0	0	253	0	0	0	0	19	480	53	700	0	10	15	582	0	22	447	26	0	0	128	30	0	0	57	0	35	0	346	23	92	0	198	0	53	24	354	0	0	0	24	20	77	0	0	330	34
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000002216|s__MGYG000002216	0	0	0	0	0	0	0	0	0	0	12	0	24	18	10	12	0	11	0	0	0	0	10	0	25	12	0	0	0	21	22	24	0	0	10	14	29	0	0	0	14	0	0	23	139	0	14	11	0	0	255	0	26	0	17	24	0	26	10	0	38	0	91	51	11	13	0	0	26	0	29	46	12	0	18	0	0	0	0	13	0	157	51	29	23	0	18	137	77	13	0	0	0	23
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000003970|s__MGYG000003970	1400	0	79	171	807	171	53	142	324	0	298	0	231	2385	78	245	184	437	363	499	209	304	65	766	162	337	94	0	507	278	703	309	402	0	104	247	0	200	155	213	146	478	0	36	436	15	847	101	527	293	784	135	76	0	546	199	1001	417	263	88	265	1768	326	281	159	0	128	330	661	80	20	417	213	1098	2452	503	185	587	0	792	53	755	626	1539	1801	429	1787	820	170	4007	111	1779	495	361
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004380|s__MGYG000004380	581	0	55	110	108	17	12	91	0	26	0	0	52	35	43	18	0	38	211	47	115	26	0	29	0	190	0	0	75	0	12	39	47	43	0	0	92	33	22	0	0	83	0	158	10	18	47	14	22	21	70	0	0	0	69	147	12	31	53	17	44	91	46	121	10	0	11	99	38	0	0	31	99	106	30	118	0	0	0	183	35	0	63	45	60	0	0	105	25	42	0	202	0	218
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004604|s__MGYG000004604	33	307	0	0	100	0	0	0	0	0	0	0	18	0	0	0	22	0	0	0	0	0	0	27	0	0	0	0	29	0	104	0	140	0	0	72	0	0	0	446	0	0	0	0	196	0	61	0	35	0	0	0	0	0	22	0	0	248	0	0	37	0	80	26	0	0	0	0	151	0	0	54	227	22	0	10	0	34	0	0	97	0	0	350	17	0	1192	885	0	170	0	0	27	112
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004660|s__MGYG000004660	0	14	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	32	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	43	0	25	0	0	0	0	0	0	0	0	0	25	0	0	10	16	0	28	27	0	0	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__MGYG000001873	17	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	14	0	0	0	0	0	18	0	0	13	10	0	0	0	0	45	12	0	0	23	0	16	0	83	0	0	0	0	94	0	20	0	42	0	0	0	0	41	0	0	26	18	63	0	0	0	0	12	23	0	22	0	0	0	0	18	0	0	0	16	0	0	0	0	0	13	0	418	76	16	73	0	48	59	0	0	10	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens	12	0	0	0	0	0	0	10	0	34	16	0	14	48	0	0	0	0	12	0	0	0	0	0	0	0	10	0	23	0	52	10	57	0	0	0	0	11	0	10	0	0	0	15	0	0	0	0	16	13	0	0	0	0	0	11	17	36	16	0	0	18	0	0	0	0	11	0	0	12	23	20	0	28	11	0	0	108	0	0	0	10	12	19	0	22	10	16	22	119	2460	0	0	46
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp014385005	19	0	0	60	130	47	13	185	828	0	0	0	114	26	93	51	0	0	110	342	178	18	170	116	0	0	1527	0	430	0	28	14	0	0	71	0	68	68	11	51	22	90	10	165	26	0	58	29	67	0	115	0	62	161	105	21	0	38	120	213	223	15	11	215	49	33	37	117	152	129	10	46	17	0	233	193	0	58	0	329	25	24	48	3286	0	0	0	504	41	35	0	62	420	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900066075	926	123	86	128	1098	176	28	95	98	49	100	11	248	193	63	74	11	88	229	77	841	22	0	485	124	157	155	0	312	2111	364	553	579	28	58	120	44	145	40	116	209	55	87	167	469	42	82	13	83	463	1619	0	49	24	143	99	195	606	80	106	121	49	381	270	216	18	23	243	100	81	48	164	38	197	587	249	19	65	0	284	49	154	185	845	40	0	0	352	158	535	36	190	129	198
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900544685	0	0	0	19	36	0	0	59	315	144	0	0	39	13	0	0	0	0	28	118	66	0	0	50	0	0	556	0	142	0	0	0	0	0	0	0	0	27	0	40	0	0	0	0	0	0	0	0	22	0	55	0	0	19	33	12	0	0	0	56	82	0	0	0	0	0	0	42	0	0	0	0	0	0	0	69	0	13	0	136	42	0	0	1033	0	0	0	0	19	0	0	16	134	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900550755	98	37	0	0	0	0	0	0	392	0	0	0	201	109	0	0	0	0	90	0	0	0	0	134	0	0	0	0	298	0	133	33	13	0	37	20	0	0	243	0	0	14	0	47	0	25	0	0	41	0	0	0	0	0	86	67	0	1174	0	0	118	0	112	156	506	19	0	0	81	0	0	0	17	100	0	88	0	209	0	169	0	0	0	1698	0	0	0	0	0	519	0	48	0	46
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Massilistercora|s__Massilistercora_sp902406105	0	10	0	0	0	50	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	17	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	34	18	0	0	0	0	0	0	0	0	17	75	10	0	0	0	0	23	0	36	0	0	0	21	45	0	0	0	0	0	15	0	0	0	0	0	0	0	0	19	0	0	14	36	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Massilistercora|s__Massilistercora_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	21	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	15	0	0	39
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter_A|s__Mediterraneibacter_A_butyricigenes	45633	5820	861	7799	5664	3839	1551	5247	10291	110237	349	721	5804	1541	1468	2478	1249	2106	1417	2308	3032	1066	488	5133	1506	6476	556	995	2404	992	15680	14037	2391	1104	24419	839	50663	2917	1525	13299	2796	8153	660	20004	4932	8624	16893	1236	2625	1674	4265	508	437	2955	3178	1370	6551	15670	4148	454	2481	30357	2098	11863	1869	621	927	1708	7229	3739	6452	10367	823	5143	24113	17202	4233	9357	0	2983	12357	57225	10136	39818	28118	481	16459	15872	890	17574	16175	14849	13138	6497
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000000545	20	0	12	0	19	0	0	11	0	30	0	0	0	0	0	14	0	31	26	33	33	0	0	25	17	49	0	0	39	19	56	29	36	12	13	0	0	14	42	48	40	105	0	2338	12	0	22	10	61	0	32	0	0	0	36	42	24	216	12	159	190	13	88	968	0	0	0	21	19	0	12	78	0	0	77	17	0	0	0	160	17	21	14	196	45	23	0	150	0	43	0	150	101	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000002150	0	26	0	0	15	0	0	0	0	63	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	42	0	0	0	0	25	33	0	0	89	11	16	31	13	270	0	394	10	36	0	17	0	0	97	0	18	0	0	0	0	14	22	68	40	30	0	158	0	0	10	0	0	0	10	0	0	0	302	10	0	0	0	0	10	31	46	49	0	49	54	31	0	13	0	76	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000002772	2431	29	181	441	833	40	47	359	357	842	194	124	252	950	443	178	299	615	571	1437	517	83	105	783	1053	475	171	586	672	1143	816	208	1858	2382	816	324	81	774	771	2055	836	17743	96	40411	559	3371	398	320	1174	410	1726	12	789	105	983	824	1039	3191	1085	3032	3404	253	1749	13891	578	148	412	261	269	457	1144	144	377	638	17905	1113	492	199	887	342	590	2085	3024	5895	305	3283	1097	2140	297	907	0	8693	411	343
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000004558	0	0	0	0	5051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	1820	0	0	0	0	0	0	0	0	0	0	2120	0	0	7958	19786	0	0	0	0	5608	0	386	0	0	0	16386	0	0	0	0	0	2018	0	0	0	0	0	278	0	0	0	0	0	0	0	419	5365	0	608	0	0	0	0	0	0	0	18397	0	0	0	0	208	18005	0	8550	3645	71580	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000004609	33	10	20	153	51	0	0	33	43	0	10	0	20	13	115	16	0	13	284	56	233	11	19	0	55	50	41	33	69	25	160	75	80	0	80	17	40	15	39	308	24	21	0	38	42	0	28	12	26	10	216	0	25	29	30	71	26	55	22	56	69	78	85	68	12	11	10	30	57	0	34	2505	31	317	46	26	0	0	0	0	20	223	362	92	79	12	41	92	91	18	15	15	1500	40
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	1998	87	432	5035	10165	82	54	4241	385	913	85	31	1550	10648	3444	305	3421	5567	7979	3193	4133	99	136	6435	2757	2400	754	81	10584	90	6516	448	15271	29834	388	3301	195	6643	11857	34617	11403	292984	65	519323	8032	44521	280	2547	7405	393	24801	24	13355	4817	9509	10471	139	53941	740	56163	42006	2916	338	263937	6652	1691	123	1990	218	133	496	2304	4507	1029	242003	12460	6201	652	23	3184	7686	26780	37251	95294	1137	58270	548	34207	158	9266	94	118369	5834	579
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_lactaris	46053	16	235	73	246	370	1536	2977	55	124	153	0	270	78	4459	62	4522	99	9725	22111	5495	102	20	160	21785	50	55	12	26132	20	150	85	263	137	562	3237	401	31842	173	42906	202	1036	94	93145	30665	167	74	120	98	280	73	0	3212	69	28017	14048	609	65940	521	219	29136	394	277	169451	116	101	75	2728	13807	633	240	129441	362	150	1604	274	112	124	0	429	333	574	159	200439	304	369	83	111973	9910	493	643	293	70	694
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_massiliensis	138	63	0	69	10	50	0	10	20	413	94	16	10	0	70	34	20	21	12	0	15	51	25	0	50	39	16	21	27	0	714	21	42	91	17	35	130	0	12	128	0	16	51	92	24	0	10	0	74	275	439	0	0	0	0	28	44	0	3130	32	18	44	43	39	26	44	944	10	19	74	39	266	0	38	29	52	11	59	0	14	29	13	1031	1549	22	2929	16	851	12	1128	130	127	17	429
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp002314255	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1012	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900541505	11	11	119	33	0	26	0	37	15	3271	0	0	89	86	0	0	322	0	11	223	53	0	149	0	42	71	0	14	0	0	0	31	1309	0	632	704	168	150	30	254	371	0	12	0	48	0	0	42	10	209	32	28	0	0	0	0	1909	119	0	0	0	29	0	23	519	0	0	54	0	65	45	523	969	0	0	177	0	1209	0	0	0	242	150	124	0	77	2175	118	1637	301	0	158	51	141
