	ERR3473510	ERR3473512	ERR3473514	ERR3473522	ERR3473526	ERR3473528	ERR3473547	ERR3473555	ERR3473559	ERR3473561	ERR3473571	ERR3473573	ERR3473579	ERR3473580	ERR3473582	ERR3473584	ERR3473597	ERR3473598	ERR3473603	ERR3473605	ERR3473607	ERR3473615	ERR3473621	ERR3473645	ERR3473649	ERR9814007	ERR9814019	ERR9814025	ERR9814027	ERR9814033	ERR9814045	ERR9814054	ERR9814059	ERR9814062	ERR9814063	ERR9814069	ERR9814073	ERR9814077	ERR9814079	ERR9814082	ERR9814086	ERR9814090	ERR9814106	ERR9814108	ERR9814112	ERR9814114	ERR9814116	ERR9814121	ERR9814132	ERR9814137	ERR9814139	ERR9814141	ERR9814144	ERR9814152	ERR9814160	ERR9814162
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_sp900553355	0	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_contortus_B	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	56	0	0	44	0	0	0	16	0	0	0	0	0	0	0	0	0	0	17	0	44	0	0	39	0	90	0	548	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_fissicatena_A	0	0	39	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	22	0	0	0	0	0	0	0	0	30	0	0	0	0	37	0	0	14	0	0	0	0	0	23	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_oroticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp000509105	30	11	16	0	108	17	0	13	74	0	0	0	0	0	78	25	35	53	0	0	21	14	0	27	0	19	0	0	0	0	0	0	54	28	0	14	0	42	0	0	36	0	0	13	67	17	15	23	52	38	0	0	21	25	0	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp900604355	0	0	10	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NC2004|s__MGYG000000721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NK4A136|s__NK4A136_sp002314855	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	164	0	0	0	76	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__OF09-33XD|s__OF09-33XD_sp003481995	36	138	24	0	185	13	13	69	36	0	0	30	0	0	391	0	34	11	0	0	16	20	44	11	0	24	41	39	0	0	31	0	13	0	24	0	21	92	43	15	57	13	232	0	15	45	183	14	15	45	16	14	0	42	0	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__MGYG000003442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp004554245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp900770445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG11200|s__MGYG000003273	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	36	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	17	0	13	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG115|s__RUG115_sp900066395	441	1594	214	19	42	520	1211	733	503	1595	10	25	18	605	275	39	0	0	34	32	20	507	128	2749	226	168	4536	2429	377	239	124	0	236	41	2220	260	321	18	14	104	305	1109	14	0	2898	11515	12	3544	2587	16615	511	0	16	81	120	7771
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002025	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002210	0	25	0	0	0	0	0	0	0	0	0	0	0	0	19	0	41	0	0	0	0	0	0	0	0	0	97	0	0	0	14	0	65	0	0	0	0	0	0	0	0	0	0	0	10	198	0	36	0	0	0	26	10	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__MGYG000002785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	20	55	0	0	62	66	0	0	12	0	0	52	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900539655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	269	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	323
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000002046	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	2738	21423	23717	6305	35591	823	10477	12933	7476	48478	3847	5031	2952	2311	5066	12957	1832	1315	9773	2003	28928	6750	11038	3582	13233	3769	10779	12325	3778	11332	3007	776	2112	0	2240	4614	10887	22891	8555	4752	19906	5657	6005	33837	6979	3916	23086	7625	835	1794	4008	361	3771	9372	343	10345
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	2502	107	1645	1258	51	35	490	463	220	34	1987	87	109	19	265	13	21	57	60	1123	62	19	3549	2908	713	42	663	0	583	180	94	0	28	37	34	2590	177	0	23	65	442	271	139	25	12615	2657	11952	443	338	2068	275	182	2289	4228	0	1319
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003470905	216	0	110	95	16	14	17	42	29	202	158	0	10	11	110	12	0	0	0	77	18	0	202	237	23	24	40	0	37	24	16	0	0	15	11	216	22	0	11	17	55	46	14	0	1012	191	928	35	22	108	30	26	218	398	0	91
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003483745	94	0	67	35	0	0	19	15	0	0	63	0	0	0	0	0	0	0	0	31	0	0	104	91	16	0	30	0	16	0	0	0	0	0	0	67	11	0	0	12	20	0	11	0	362	79	365	18	0	63	0	10	74	81	0	39
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900542495	72	11	36	73	65	0	38	0	0	18	77	340	0	19	11	53	18	13	0	62	0	12	65	73	88	16	31	12	18	20	0	0	0	0	0	30	0	0	18	201	11	0	1576	10	135	0	0	18	35	126	31	0	77	1059	0	45
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900548205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900550935	0	0	0	0	0	0	0	0	0	0	1474	0	0	0	0	0	0	0	0	19	0	0	0	0	0	48	0	11	0	0	0	0	0	0	0	0	0	0	0	622	4351	0	0	0	0	0	13	0	0	0	0	0	28	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900552665	1606	149	811	1198	1721	16	791	63	35	558	1445	6953	32	252	89	821	280	533	50	1920	138	218	1109	1894	1818	267	225	311	683	239	16	16	15	379	149	1054	0	40	90	2272	120	100	23631	69	2785	0	75	233	524	1510	354	35	1379	20225	0	891
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900753715	47	0	0	0	0	0	0	0	0	11	38	0	0	0	0	0	0	0	0	17	0	0	0	101	0	0	0	0	15	0	198	0	0	0	0	0	0	0	0	522	2672	628	0	10	301	0	0	0	0	0	11	0	0	84	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900756925	0	36	0	0	0	0	0	0	0	18	0	1145	0	0	0	0	0	0	75	0	0	0	0	0	83	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2413	0	0	0	64	0	0	0	0	0	34	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_faecicola	0	429	420	13	65	321	129	134	0	12	22	265	0	13	22	0	22	26	0	77	69	0	272	70	24	157	81	19	0	0	0	10	12	83	0	44	0	43	0	35	73	15	0	73	42	137	309	15	63	129	29	170	11	411	0	801
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_sp000432335	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_sp003011855	68	311	2893	71	375	2383	79	1159	52	85	11	1726	35	115	172	17	170	191	44	520	474	20	1729	260	136	18	501	161	0	0	15	94	120	13	59	233	0	248	17	175	20	62	0	17	364	826	2283	112	478	871	201	1662	81	3169	0	203
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B_gnavus	34	0	100	0	0	87	0	32	11	54	45	689	0	0	42	0	29	86	0	46	20	0	75	10	0	13	19	0	0	208	31	0	12	121	0	0	185	10	18	15	12	0	8606	0	27	113	8016	0	57	17	19	53	0	589	0	44
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B_sp900544395	0	0	0	0	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	3977	0	0	0	0	0	0	23	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_G|s__Ruminococcus_G_gauvreauii	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	15	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__SFDP01|s__SFDP01_sp004558185	0	0	0	0	0	0	0	0	0	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	15	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__SFDP01|s__SFDP01_sp900770785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__MGYG000001994	0	0	105	0	0	0	0	0	0	22	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	134	52	0	0	0	48	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	8102	0	0	0	0	0	34	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_glycyrrhizinilytica	0	0	41	0	0	30	0	130	0	159	11	18	0	0	0	0	0	0	0	19	39	0	72	0	0	0	0	13	0	28	378	0	0	797	0	10	14	23	0	0	0	0	0	13	15	36	1846	0	40	0	0	64	0	276	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_sp900066545	11	16	196	45	71	0	0	0	0	11	0	56	0	42	37	20	0	24	0	0	29	0	16	0	10	0	66	0	27	0	13	16	16	0	11	0	12	15	0	14	30	0	0	41	172	0	95	17	0	70	22	27	169	31	0	826
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_sp900765975	0	0	15	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	287	0	0	0	0	46	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	36	260	0	10	64	0	0	0	0	0	0	100	0	0	0	0	0	155	0	117	0	2005	0	21	0	11	35	0	19	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_sp002161525	0	35	0	0	0	0	0	14	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	35	22	10	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_naviforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	22	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__MGYG000000398	0	0	0	0	0	0	0	0	0	19	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp000436755	1556	81	84	239	71	34	35	90	40	25495	466	916	69	109	198	22	0	88	0	15	39	10	168	90	18	52	135	21	0	31	235	0	42	15	26	113	15	32	25	1046	47	28	465	10	130	27	215	155	164	0	689	254	121	37	0	116
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp001414325	671	20	394	0	0	0	55	0	116	391	0	12	0	0	72	18	0	0	0	0	26	452	336	0	340	39	11	0	0	0	0	0	0	46	0	137	33	0	0	33	2794	0	12	0	16	0	974	101	12	82	0	0	1250	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp001916135	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	17	0	0	0	0	0	0	182	0	476	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	29	0	0	10	0	16	70	0	163	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003149875	13	402	55	17	832	0	568	0	0	0	50	99	36	0	0	14	0	0	18	43	0	0	19	27	0	908	0	0	0	0	0	0	0	0	843	0	0	230	0	32	0	0	245	0	2265	0	0	0	11	11	12	0	42	152	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003524945	16337	0	0	1765	0	0	67	900	0	1034	13788	0	150	0	332	29	0	0	44	0	0	546	0	38	0	0	0	785	0	49	2614	0	0	0	0	0	0	0	354	1625	8349	505	0	0	0	94	0	2469	997	187	95	0	123	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003529475	26	1750	1799	888	303	65	68	2744	69	3663	23	0	43	327	6966	0	88	726	0	1966	76	16	10	140	54	74	2161	0	0	0	417	0	86	0	0	0	0	0	94	42	76	19	0	0	25	0	10	12	0	12	846	117	30	10	0	39
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp900759665	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TWA4|s__MGYG000004519	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA11774|s__MGYG000001811	24	110	40	17	22	17	12	24	24	53	16	21	0	20	126	41	17	0	31	27	59	27	0	27	13	13	38	22	0	14	17	12	0	0	27	0	0	0	0	79	40	21	0	0	146	0	14	24	34	52	58	0	87	77	0	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA11774|s__UBA11774_sp003507655	2092	1769	3990	241	3149	165	1276	595	859	782	354	44	756	78	104	96	139	0	0	40	124	1196	26	127	71	2580	1114	689	270	1463	284	46	809	135	21	0	129	808	2209	684	1811	363	0	0	3752	513	887	3393	151	2640	223	76	160	27	207	1228
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2821|s__UBA2821_sp902763335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2856|s__UBA2856_sp900555005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp002362385	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp900542015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp900549665	18	0	0	0	21	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	16	25	0	0	0	0	0	0	0	0	14	0	0	13	0	0	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3282|s__MGYG000002256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3402|s__MGYG000000680	0	56	84	43	16	11	17	15	0	54	45	95	0	22	37	41	0	0	0	14	101	10	0	38	19	26	33	15	0	0	14	0	0	0	13	36	0	36	10	124	10	14	34	116	64	0	0	22	0	0	16	16	11	0	0	27
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3402|s__UBA3402_sp003478355	229	428	451	314	36	101	134	155	56	459	384	503	22	142	224	143	14	19	45	93	644	48	28	97	187	243	17	55	0	0	50	40	25	52	126	174	67	536	54	1050	128	84	0	51	378	29	340	107	10	93	111	37	39	13	0	327
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3766|s__UBA3766_sp900769175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA4285|s__UBA4285_sp900545225	0	389	153	0	0	100	0	0	0	0	0	0	159	0	26	0	348	0	16	55	0	66	0	17	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	183	0	0	0	0	0	0	742	0	0	0	0	0	131	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA5416|s__UBA5416_sp900539175	99	3412	155	11	532	0	0	24	173	13	38	74	0	0	25	49	0	33	19	12	28	0	0	15	0	36	0	18	0	10	21	0	0	0	72	11	53	0	0	18	37	0	99	66	42	30	0	14	0	16	0	0	76	16	0	29
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp900757145	19	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	13	0	13	0	0	10	0	0	0	0	0	21	0	0	0	10	19	0	0	0	0	0	11	0	0	0	0	0	0	112	0	24	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp902363135	562	6636	1319	244	2475	1558	148	2936	451	68	148	537	157	187	4664	309	2053	90	264	0	997	1003	0	312	137	533	1080	283	365	56	461	223	1739	462	219	484	130	70	1142	1114	2922	382	0	54	0	1155	0	719	97	1370	1434	99	335	950	0	1886
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp902363665	125	191	128	29	1753	57	46	4452	239	28	17	39	61	25	317	66	166	39	0	0	282	28	12	22	68	3750	19	35	0	11	232	37	185	33	20	26	11	0	131	669	1613	67	0	24	87	82	26	447	75	179	232	12	63	225	34	131
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7182|s__MGYG000000359	32	77	59	49	32	39	42	51	13	10	50	105	0	33	522	12	0	13	61	20	133	75	14	33	34	38	31	0	41	0	290	0	0	20	21	0	0	0	0	232	0	24	0	0	0	14	0	15	12	38	38	0	159	0	0	17
