	SRR5665030	SRR5665031	SRR5665034	SRR5665035	SRR5665041	SRR5665042	SRR5665043	SRR5665045	SRR5665046	SRR5665048	SRR5665050	SRR5665053	SRR5665055	SRR5665060	SRR5665061	SRR5665103	SRR5665122	SRR5665144	SRR5665156	SRR5665157	SRR5665160	SRR5665164	SRR5665182	SRR5665183
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__CAG-95_sp900553305	14	0	0	0	20	51	22	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__CAG-95_sp900554925	38	33	35	14	160	104	221	21	38	15	0	21	67	0	18	21	321	40	15	18	0	76	188	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__MGYG000000325	15	0	0	11	25	0	0	13	14	0	0	0	0	0	26	32	65	0	0	0	0	16	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__MGYG000002657	66	272	48	119	324	22	105	111	44	416	23	10	24	0	70	167	2098	59	35	0	0	47	124	95
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CHH4-2|s__CHH4-2_sp002899675	0	0	0	0	0	0	14	0	0	0	10	0	47	0	0	73	0	0	0	0	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__COE1|s__COE1_sp001916965	389	32	109	22	69	97	380	27	4623	33	0	69	22	0	2596	19	275	60	0	24	0	162	110	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__COE1|s__COE1_sp900753305	1765	592	1253	1489	77	189	932	73	574	163	1444	360	149	0	460	120	1287	245	47	107	0	461	1136	234
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_sp900553975	230	281	76	49	11	0	14	0	29	33	11	50	17	0	31	0	17	20	0	0	0	0	22	185
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_sp900557175	0	21	0	0	0	0	38	0	0	0	0	0	32	0	10	0	22	0	1478	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_sp902363555	169	87	197	10	120	0	32	0	18	0	0	342	118	0	12	0	12	108	0	0	0	0	122	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__MGYG000003867	0	0	0	0	0	29	0	0	0	0	0	0	24	0	0	0	33	0	25	0	0	0	36	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_AP|s__Clostridium_AP_scindens	445	18626	923	73	13222	32	1437	43	1576	94	7287	1238	35234	0	6305	15133	246	43	66	1931	0	70	311	61
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_N|s__MGYG000004879	37	16	0	0	0	10	0	0	0	0	57	24	0	0	74	0	41	28	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_saccharolyticum_A	833	16	81	39	57	67	168	28	103	102	239	93	1075	0	22	14	290	20	44	51	0	83	244	169
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_sp000435655	10786	16	0	0	31	0	118	23	22	19	10	10	0	0	10	34	405	0	0	200	0	0	50	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_sp003024715	529	51	124	110	148	62	1196	85	1095	424	24	154	6170	0	1086	213	6425	507	82	268	0	230	1643	1257
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_sp900547735	0	78	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_symbiosum	666	109	15	23	470	490	41	0	156	21	788	242	3876	0	13	189	87	0	0	20	0	0	74	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__MGYG000002170	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	89	0	0	0	0	0	39	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus_A|s__Coprococcus_A_catus	442	3251	851	16586	296	285	37862	1513	31919	46795	3921	17952	160832	0	1797	13181	8336	2367	393	354	115	23950	5020	2492
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus_A|s__Coprococcus_A_sp900548825	71	175	11	561	894	45	1250	931	914	3218	26	1070	4701	0	59	341	1693	5539	0	162	56	2004	3352	1959
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	496	400	176	78	21	18	1254	50	106	206	126	458	226	0	38	24	1100	64	107	76	0	897	150	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus_A	41	100	13	46	40	0	15997	0	265	58	39	14	0	0	38	0	133	188	0	12	0	22800	32	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp000154245	187	0	0	85	120	0	596	0	380	0	0	91	199	0	249	0	801	120	0	0	0	440	275	145
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp000433075	54	84	0	61	283	73	127	73	623	28	0	103	42	0	33	14	279	34	11	24	0	63	25	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900066115	70	22	171	70	86	60	187	35	222	126	26	35	72	0	46	23	1305	348	31	79	0	104	332	27
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900548215	0	0	0	0	0	0	4081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6225	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900548315	0	0	0	0	56	18	3843	0	0	0	0	0	125	0	0	0	57	0	0	20	0	5151	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900761435	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900767685	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_longicatena	3001	1324	32053	35173	295	45	582	4855	1750	53131	2152	205	313	16	2193	459	34169	18169	14344	78	1850	12355	4828	6605
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_longicatena_B	22813	354	3409	1868	408	39	1088	17422	22937	2457	141023	141	200	0	12830	327	4599	42274	793	63	224	8178	53730	16546
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_sp900550865	462	48	861	599	37	50	893	610	752	626	1216	54	44	0	504	60	739	1559	219	13	21	382	3035	609
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_B|s__Dorea_B_phocaeensis	74	1694	218	253	502	0	93	46	93	18	30066	39	103	0	277	501	93	0	1778	102	99	0	66	76
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	12145	472	3879	13965	402	1633	5970	13844	7963	7689	124	491	12717	10	9192	9756	14178	2507	2794	9122	369	8697	9846	14729
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	428	0	297	0	42	322	9124	0	3817	28	4394	50	1868	0	2225	147	566	39	173	502	0	41	18	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp003478085	34	324	98	0	18	11	53	0	47	0	26	0	32	0	734	0	73	0	523	29	0	0	20	34
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900066775	3802	22	676	513	177	11313	12538	505	45734	1248	95	384	8029	0	78	177	9759	1084	288	2571	78	94702	3191	374
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900539715	134	97	14	27	32	827	41	24	833	32	1178	0	112	0	12	133	78	25	0	54	0	1574	22	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900544445	46	12	0	0	13	0	0	0	0	0	0	0	12	0	0	0	23	0	0	0	0	0	30	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900548905	0	0	0	0	35	0	12	0	0	0	0	0	13	0	74	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900550285	201	81	81	13	25	0	14	24	11	0	22	0	38	0	15	0	65	0	0	0	0	0	54	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900555195	0	51	0	0	0	0	21	13	37	0	447	0	54	0	0	0	66	0	0	19	0	0	54	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	602	23	256	281	6143	238	2593	189	336	34	76	321	3453	0	155	14	1826	29	272	432	0	126	798	159
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__MGYG000001809	0	0	0	0	0	0	0	0	549	0	0	0	356	0	0	0	219	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__MGYG000002148	11	135	0	0	93	0	0	0	0	20	0	0	20	0	41	0	20	0	0	20	0	55	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis	1131	109	17	0	123	92	606	0	68	25	763	155	2109	0	2057	265	825	48	19	26	0	12	122	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis	743	73	0	0	0	0	0	0	29	11	11	0	1081	0	225	0	0	0	0	43	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae	14205	6410	206	105	368	1772	3753	0	135	27	48205	847	10047	0	30407	2208	585	89	61	966	0	83	674	169
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	982	60	123	0	276	155	128	0	221	224	770	33	1244	0	332	545	613	0	195	71	0	11	353	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis	666	138	0	0	143	11	1388	16	24	0	1761	38	2201	0	986	15	145	15	0	63	0	0	69	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis_A	98	13	0	0	17	0	25	0	0	0	42	0	282	0	34	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	85	0	487	0	24	0	0	0	11	0	249	22	556	0	22	48	77	0	0	40	0	0	17	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp000155435	127	119	0	0	0	11	27	12	27	21	0	19	2102	0	30	1550	56	10	0	553	0	54	44	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp000431375	54964	92	548	206	14	138	2094	56	352	83	40	194	75	0	75	42	1358	145	31	56	0	180	81	190
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp001517625	21596	2828	159	520	359	433	118	37	26	58	17	279	13	0	1433	203	315	28	57	313	0	34	204	133
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp005845215	24	0	0	0	0	54	370	0	0	0	38	0	22	0	14	80	74	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900538485	47	0	0	14	0	18	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900540675	12	0	0	0	0	0	0	0	0	0	14	0	21	0	0	0	0	0	0	10	0	0	36	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900541315	1327	1035	268	259	94	164	314	332	99	74	31	364	90	0	1323	666	1974	247	51	369	26	80	1628	230
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900543885	278	113	12	0	0	32	44	0	0	0	0	0	0	0	64	0	60	0	0	18	0	0	11	47
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900547035	23	0	0	0	242	199	15	0	0	0	71	0	21	0	0	14	14	0	0	14	0	0	23	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900549235	29	150	0	92	19	77	295	759	0	1476	212	31	104	0	278	0	4127	0	0	22	0	0	59	114
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900555045	20	0	0	0	0	0	0	0	0	0	0	26	32	0	0	0	0	0	0	0	0	24	34	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900555905	40	171	0	0	17	0	13	0	55	0	16	0	21	0	16	0	13	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900753815	42	0	12	0	0	10	0	0	0	0	57	48	12	0	20	0	10	0	0	0	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900759225	0	12	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900770345	17	421	20	23	0	0	18	0	47	0	0	10	0	0	194	246	39	0	0	65	0	0	23	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__MGYG000000650	35	0	0	0	0	0	12	0	0	0	0	101	15	0	34	0	28	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__MGYG000001954	185	65	0	0	194	0	65	95	104	43	117	64	39	0	57	0	350	55	0	98	0	12	0	68
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp000433735	0	0	11	0	12	14	157	82	470	0	0	0	0	0	19	0	1956	234	0	0	0	2139	23	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp000434115	34	0	26	120	67	16	53	26	466	61	0	0	0	0	24	0	195	104	0	0	0	49	46	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp003491505	50	0	4042	36	103	5896	121768	0	588	937	125	1897	0	0	49	32	333	2785	198	0	28	3984	0	73
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp900539115	0	42	0	86	0	0	257	0	886	28	0	0	0	0	0	0	68	1398	0	0	0	713	0	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__MGYG000004697	45	0	44	156	603	0	34	60	485	11	0	20	0	0	18	0	98	303	0	52	10	332	139	225
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000432355	73	38	1078	42	2397	30	171	18	81	27	85	19	13	0	60	13	384	243	5844	12	0	5219	31	45
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000434315	148	36	18	29	33	80	87	32	3140	301	12	135	88	0	0	0	10088	111	12	10483	0	324	27	59
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000435815	97	0	0	0	282	39	72	52	2113	20	17	50	11	0	0	0	10	1029	18	52	0	27	6282	99
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp900548465	329	527	205	14	332	20	127	40	47	124	941	136	76	0	400	207	166	550	80	159	13	107	672	39
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp900550135	3946	23	44	37	347	116	144	256	228	461	63	125	76	0	135	527	515	131	109	37	0	1326	169	76
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_ventriosum	15029	24	0	395	62	3153	8003	197	1203	3108	13	0	0	0	11	10	636	3745	238	893	132	86	97	651
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__MGYG000001032	0	196	0	65	132	186	653	0	594	180	0	0	22	0	0	62	0	383	289	377	0	269	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_ramulus	281	6537	5881	3095	158	50	676	28517	121	4653	68	8107	12682	0	464	63	10312	17192	84	2517	106	1804	18486	7375
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_ramulus_A	62	30	96	40	37	0	34	1510	51	104	2966	189	172	0	34	116	5543	255	71	44	33	330	251	1594
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900066595	10	107	32	14	10	0	102	35	11	15	0	19	54	0	47	39	67	53	12	0	0	21	18	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900546495	56	318	77	47	25	0	85	164	24	29	227	37	101	0	32	18	433	93	37	31	0	33	358	147
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900557275	336	226	418	741	784	33	285	974	677	532	98	181	109	0	314	357	2185	305	64	253	0	1228	1331	963
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_J|s__MGYG000000626	10	0	0	0	0	0	31	13	10	0	0	0	0	0	0	12	21	0	0	0	0	42	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_hylemonae	82	0	45	0	0	24	3047	0	0	0	0	0	6454	0	0	3300	209	0	0	0	0	13	18	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_muris	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_sp001185345	0	0	0	0	0	23	124	0	0	18	0	0	166	0	0	0	0	0	0	0	0	0	36	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_phoceensis	110	18526	299	765	616	1091	219	70	126	269	698	448	312	0	1449	7142	316	277	52	88	18	30	401	271
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp000209385	66	459	19	98	22	15	0	0	13	0	25	39	0	0	98	62	0	0	0	188	0	0	70	71
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900546325	251	859	65	99	7118	94	108	17	35	28	41	18	97	0	88	281	544	55	28	22	0	37	92	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900550235	78	338	48	51	863	23	32	56	17	72	87	34	163	0	367	326	183	61	34	68	11	51	176	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900551895	17	309	0	0	51	0	0	0	0	0	0	0	13	0	570	11	203	0	0	0	0	0	12	273
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900555395	17	24	0	0	31	0	0	0	0	0	12	0	14	0	0	46	0	0	0	0	0	0	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata	67	96243	12	44	14291	0	28	11	31	25	30	45	120	0	251	73	98	28	0	703	29	0	564	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__MGYG000001566	17	3201	20	553	176	0	94	110	317	443	0	244	0	0	807	53	1825	226	29	0	19	195	0	313
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris	0	57	760	0	16	0	17	0	0	0	0	0	0	0	0	0	44	0	0	171	0	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_sp900549105	0	0	0	0	16	4460	0	0	0	0	0	0	0	0	0	14	64	0	11	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_sp900753685	12	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_sp900757195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	457	0	10	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__MGYG000001683	43	16	1287	36	42	28	107	27	218	60	105	52	72	0	48	12	694	151	59	1910	0	63	93	50
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__MGYG000003828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	44848	32871	60034	171428	156114	77	25944	149137	80198	75229	106	28867	5825	30	10242	11080	348287	39720	2531	32641	1293	16207	199372	81625
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_sp900543115	0	12	0	0	27	10	0	0	0	0	34	0	0	0	0	0	22	0	0	0	0	0	40	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_sp900772675	2229	1432	3312	9764	6535	0	1233	6947	3064	3357	0	1383	342	0	405	587	15692	1710	144	1176	57	671	9039	2899
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__MGYG000004233	147	217	239	671	634	0	206	668	271	244	0	152	34	0	40	140	1289	213	0	171	0	84	749	171
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066135|s__GCA-900066135_sp900066135	385	92	62	2305	72	42	636	289	408	1135	18	2739	202	0	27	7188	5294	2664	68	803	0	3086	252	991
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066135|s__GCA-900066135_sp900543575	1012	81	102	1452	78	0	10585	1425	79	523	0	716	1865	0	68	485	948	3480	1334	38	0	2287	2576	2063
