	ERR2855786	ERR2855787	ERR2855788	ERR2855789	ERR2855790	ERR2855791	ERR2855792	ERR2855793	ERR2855796	ERR2855797	ERR2855798	ERR2855799	ERR2855801	ERR2855802	ERR2855803	ERR2855804	ERR2855805	ERR2855806	ERR2855807	ERR2855808	ERR2855809	ERR2855811	ERR2855812	ERR2855813	ERR2855816	ERR2855817	ERR2855818	ERR2855819	ERR2855821	ERR2855822	ERR2855823	ERR2855824	ERR2855825	ERR2855827	ERR2855829	ERR2855831	ERR2855832	ERR2855833	ERR2855834	ERR2855835	ERR2855836	ERR2855837	ERR2855838	ERR2855839	ERR2855840	ERR2855842	ERR2855843	ERR2855846	ERR2855847	ERR2855848	ERR2855849	ERR2855851	ERR2855853	ERR2855856	ERR2855857	ERR2855859	ERR2855860	ERR2855861	ERR2855862	ERR2855865	ERR2855866	ERR2855867	ERR2855868	ERR2855870	ERR2855871	ERR2855872	ERR2855874	ERR2855877	ERR2855878	ERR2855879	ERR2855881	ERR2855884	ERR2855885	ERR2855886	ERR2855887	ERR2855888	ERR2855889	ERR2855890	ERR2855891	ERR2855892	ERR2855893	ERR2855894	ERR2855896	ERR2855897	ERR2855901	ERR2855902	ERR2855903	ERR2855905	ERR2855906	ERR2855907	ERR2855908	ERR2855909	ERR2855910	ERR2855911	ERR2855912	ERR2855913	ERR2855914	ERR2855915	ERR2855916	ERR2855917	ERR2855919	ERR2855921	ERR2855923	ERR2855925	ERR2855927	ERR2855929	ERR2855931	ERR2855932	ERR2855933	ERR2855934	ERR2855935	ERR2855936	ERR2855938	ERR2855939	ERR2855940	ERR2855941	ERR2855942	ERR2855943	ERR2855944	ERR2855945	ERR2855946	ERR2855948	ERR2855949	ERR2855950	ERR2855951	ERR2855952	ERR2855953	ERR2855954	ERR2855955
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000002216|s__MGYG000002216	73	20	25	73	79	65	0	0	20	0	14	98	0	22	39	63	49	19	0	90	17	18	19	214	15	54	12	74	0	17	233	219	0	24	40	23	0	0	19	40	0	36	32	37	0	15	0	22	29	49	0	0	0	18	0	89	90	84	26	47	29	29	0	22	27	13	10	27	46	45	35	30	101	52	33	41	18	19	328	17	10	47	11	34	12	167	20	36	0	80	0	30	14	31	65	0	151	11	78	39	69	48	66	67	51	0	25	18	0	20	0	27	28	0	0	0	21	109	96	0	25	33	24	0	11	71	49	10	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000003970|s__MGYG000003970	3450	653	1584	189	827	2387	300	262	105	0	384	506	376	761	3489	183	564	75	200	1442	1814	88	144	1072	213	1547	100	1872	0	2003	1179	731	134	2954	612	335	0	50	2696	1918	414	674	309	1522	15	177	1454	27	420	1782	148	546	113	488	34	1738	1513	1463	554	2045	1428	313	1463	204	0	433	103	713	1416	1848	881	718	3263	1278	869	1411	219	180	929	5250	120	264	1076	1854	327	3149	816	3507	26	866	71	141	482	411	232	1766	664	399	227	974	3850	2423	607	79	1553	362	307	831	351	159	810	414	3771	436	0	391	313	42	1383	393	1873	165	2626	495	3418	963	134	44	153
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004380|s__MGYG000004380	45	0	34	56	100	732	0	15	0	0	17	41	53	14	64	176	392	0	0	47	54	11	40	92	0	418	26	48	0	46	25	91	0	54	21	0	0	0	0	269	0	0	66	38	0	12	0	10	13	36	0	0	162	11	0	10	95	12	28	28	44	0	61	71	26	517	0	172	193	11	0	0	25	53	12	23	0	0	0	22	52	10	159	15	11	165	11	775	0	0	0	39	0	16	18	0	423	0	27	0	19	76	0	126	10	24	51	0	14	20	0	16	109	0	0	13	12	11	86	0	0	0	31	0	58	116	0	22	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004604|s__MGYG000004604	0	30	517	0	70	0	0	0	0	0	71	0	0	166	241	126	33	21	0	110	11	52	0	239	25	958	138	115	0	13	95	584	0	87	0	56	0	0	0	98	0	410	821	42	0	226	45	0	34	0	0	0	22	0	0	0	468	57	83	33	23	20	0	49	0	441	33	28	0	345	0	69	95	1135	0	32	21	32	0	314	0	56	31	24	20	333	0	113	0	0	47	50	0	33	165	0	94	0	0	49	33	50	106	137	0	98	0	193	30	20	66	44	193	0	0	0	22	0	0	0	78	0	34	22	0	97	0	12	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004660|s__MGYG000004660	0	0	0	56	0	0	0	0	0	0	0	0	0	0	32	26	0	0	0	0	0	11	0	49	0	0	91	0	0	0	0	55	0	0	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0	0	0	15	0	28	0	0	0	0	0	0	0	26	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	16	31	0	0	0	0	0	0	0	23	18	23	0	0	0	0	10	12	36	0	0	0	0	0	0	0	0	0	22	0	101	0	0	0	0	0	0	17	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__MGYG000001873	25	24	0	0	0	36	0	11	0	0	0	0	0	0	15	0	13	39	0	0	29	0	0	0	11	71	0	0	0	0	0	20	22	0	11	0	0	0	0	39	22	13	0	177	0	0	43	0	0	0	0	0	26	0	0	0	19	0	0	27	13	0	15	0	0	12	0	11	0	10	0	0	0	15	0	18	0	16	0	27	0	0	27	11	0	31	0	38	22	0	0	0	0	13	0	0	41	0	17	39	82	0	0	0	0	15	0	0	42	0	0	0	20	0	0	0	18	0	0	0	16	17	167	0	33	23	23	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens	0	0	0	0	21	171	0	143	0	0	0	51	58	31	0	0	0	0	0	0	0	0	0	18	0	18	0	34	0	13	0	14	0	14	0	0	0	0	0	55	0	0	0	15	0	0	0	0	14	0	53	0	0	0	0	0	19	0	14	0	0	0	0	0	0	10	0	22	10	23	0	0	0	0	0	0	0	15	0	23	0	0	32	0	0	12	0	24	0	0	0	0	0	0	0	0	0	0	0	0	23	13	0	0	172	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	20	0	0	0	21	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp014385005	0	1054	0	0	109	180	19	0	10	0	474	0	93	1148	762	445	2019	21	129	0	30	13	60	185	0	73	0	32	0	350	521	504	0	10	420	64	0	0	25	2410	114	54	179	929	0	0	0	23	15	66	0	0	0	41	0	198	1195	111	208	29	327	23	0	33	39	0	38	684	164	68	26	0	1600	0	0	29	51	0	13	0	17	124	348	614	14	0	38	410	10	60	0	0	14	61	555	131	718	146	21	218	53	669	134	33	323	0	41	354	0	35	28	151	10	108	27	120	27	257	70	0	82	28	782	218	0	40	140	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900066075	109	655	464	148	146	194	255	98	33	0	113	28	129	1107	6820	425	2444	47	59	74	84	91	16	335	70	2043	29	335	0	306	412	2437	205	904	101	53	66	12	420	2070	0	60	1691	881	15	54	149	36	185	380	61	169	181	35	41	109	4667	83	482	474	760	49	99	109	150	72	143	915	752	602	61	67	5035	842	137	1005	247	794	8715	2647	97	712	1031	90	399	1018	117	1252	82	255	19	129	112	170	103	60	317	128	107	238	782	3072	1879	110	1825	88	49	531	47	122	35	66	1972	115	12	280	436	208	80	79	83	78	2515	361	195	2474	122	53	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900544685	0	283	0	0	0	138	0	0	0	0	161	0	49	417	243	19	696	0	0	19	0	10	0	0	0	18	0	0	0	82	235	132	0	10	135	0	0	0	0	824	0	30	61	251	0	0	0	0	0	0	0	0	0	0	0	0	433	0	82	0	109	0	0	0	123	0	0	176	0	13	21	0	561	10	0	17	17	0	35	13	0	54	114	213	37	223	0	611	0	29	0	0	0	0	208	0	233	0	0	67	11	202	590	0	121	0	0	100	0	0	0	66	12	0	0	37	0	12	0	0	34	0	182	60	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900550755	67	529	13	135	837	0	0	0	0	0	294	0	64	0	497	0	1214	0	27	151	193	133	0	156	33	143	0	0	0	333	315	518	0	35	163	0	0	0	0	1707	34	425	109	558	34	55	31	0	0	367	28	201	676	0	0	46	746	0	130	24	477	74	464	0	0	0	0	406	19	422	37	21	1073	491	0	0	53	0	0	651	0	214	349	341	0	414	111	548	0	40	0	0	0	119	0	0	342	70	14	152	278	1604	916	0	373	83	0	349	155	23	0	0	48	0	0	0	0	0	0	0	0	58	565	138	0	33	0	17	41
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Massilistercora|s__Massilistercora_sp902406105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	35	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Massilistercora|s__Massilistercora_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	49	0	12	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter_A|s__Mediterraneibacter_A_butyricigenes	5684	14463	4384	804	2720	71384	5377	2297	3574	0	3718	892	4496	3472	25380	9304	12316	942	971	8990	7053	4279	480	63270	4499	3367	9080	23353	77	6481	9441	16329	2675	5658	9250	3052	1286	6158	1496	2926	390	2417	2139	6656	8408	15432	30057	2841	1731	13941	6400	4608	1628	10253	1747	20594	49101	72885	3445	1007	3253	1629	10342	4295	10328	2787	1482	8396	1958	19959	17623	3510	12835	6200	2008	7359	2428	8356	3350	5401	2354	3939	8263	5108	2834	16938	6694	20882	2638	1168	5891	1607	1695	7719	325	9463	10669	2125	2093	16153	5557	28183	20612	4634	41608	2191	1584	3398	2739	11751	18204	1971	5800	959	237	1111	4322	2840	1850	2344	8032	560	3761	19169	2232	1728	5356	4201	5083
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000000545	113	122	145	0	195	3297	0	0	19	0	471	0	39	95	86	36	214	0	0	131	321	19	0	81	15	84	21	94	0	41	206	811	20	75	70	52	0	13	67	289	19	0	23	93	0	44	514	44	0	17	32	24	85	53	0	1385	711	0	39	91	674	0	0	35	487	75	25	55	131	59	77	135	149	81	55	31	0	16	0	81	0	172	100	71	12	44	118	234	0	0	19	47	0	81	74	288	231	298	0	131	23	254	121	53	70	151	31	74	0	0	63	10	13	0	0	0	0	205	135	0	38	0	21	231	335	96	28	526	21
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000002150	12	0	38	0	33	840	20	0	0	0	0	0	15	0	12	20	0	0	0	31	0	17	0	13	0	0	13	15	0	11	38	209	0	0	0	14	0	17	10	0	21	0	0	0	0	0	0	0	0	0	0	40	0	13	0	261	51	0	0	0	0	0	121	0	62	18	0	10	15	43	0	0	0	0	25	0	30	0	45	0	0	84	73	0	0	79	34	19	11	0	0	13	0	16	0	56	66	0	0	34	0	24	19	12	183	11	0	15	0	35	0	0	0	20	0	0	41	0	19	0	16	21	0	41	13	33	11	90	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000002772	1169	624	1857	1385	2486	35851	1606	132	223	0	2694	958	793	999	2249	1239	2144	60	123	1609	902	1207	272	1869	692	2360	683	1216	184	1172	2441	9089	340	507	1207	918	115	728	571	1041	337	290	426	1619	124	721	1001	451	489	969	240	222	515	1252	130	16323	5313	277	881	623	363	421	441	608	4162	1044	718	1311	563	1711	292	487	1644	594	1688	2125	2654	338	2208	1329	182	4539	3601	633	103	4031	1338	1912	240	431	471	749	452	994	823	2682	2081	3385	985	2015	832	5505	1380	1125	5373	1491	861	810	176	2120	347	171	2213	120	0	1912	3603	491	2883	391	1223	806	496	3231	2426	1438	107	3532	1685
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000004558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4312	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	7367	0	0	0	0	0	19510	562	0	12403	0	0	0	0	0	569	10204	0	80316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000004609	540	937	19	53	117	98	0	12	118	0	10	110	26	60	86	58	101	11	0	97	1079	30	22	191	16	77	0	550	17	21	163	177	53	127	47	36	0	0	15	352	0	36	31	39	0	147	13	0	54	112	29	0	453	46	0	71	458	139	37	49	427	22	45	45	18	15	15	17	44	86	76	33	308	46	39	51	34	178	167	53	28	50	312	36	0	231	16	35	41	54	0	26	27	16	57	0	255	0	58	46	38	14	68	546	13	25	129	33	11	20	0	18	30	0	0	0	29	61	124	0	20	38	104	315	24	87	42	20	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	16738	7003	38350	529	39129	837222	28469	1446	2703	120	67619	230	15682	9243	21851	14904	7111	480	310	41503	8123	36833	273	2252	9659	4273	6635	22533	213	7071	37351	195972	6507	12957	14162	24745	98	18864	11004	7041	2034	1751	6715	9729	10673	13038	7811	9421	413	16304	572	572	2932	24424	1709	386508	215120	733	10162	2061	3271	6882	4384	10810	85576	17449	6912	19072	28021	29693	669	6020	17834	11055	39688	1064	74388	2892	649	8156	226	113340	70189	8753	879	46136	33430	28323	594	2159	12783	11887	164	25639	14986	48838	84920	64607	1779	46094	938	23823	28450	13046	148749	28423	1194	17081	643	63951	3400	2857	3102	522	51	2851	75534	2713	28272	5489	20771	18782	4074	58871	71634	24174	1087	132364	486
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_lactaris	196	4599	1134	209	43464	412	271	1450	79	11	61706	230	2913	587	51484	611	1416	217	267	495	233	289	314	596	33	43465	256	10773	159	143471	1184	1067	5463	9055	2259	250	16	23723	17032	545	45	243	157	32554	175	74132	154	6385	53419	889	600	54	751	6102	3139	224	14313	303	336	257	2072	42	129	433	326	12921	537	5597	111	794	125	115	48355	216	438	151	41702	66	1147	1319	219	565	44689	424	93	15723	239	148733	312	306	63	79	94	90	704	246	721	127	239	154	545	1632	440	294	415	849	261	74	590	221466	512	692	715	202	67	65	320	299	375	97	569	283	515	88	2426	168	454	187	58279
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_massiliensis	0	0	32	48	48	65	0	33	0	0	67	0	0	180	54	46	52	12	35	402	22	27	92	22	0	1109	291	17	90	0	18	119	15	21	17	0	0	0	0	0	55	0	0	0	260	843	74	0	17	53	18	0	63	18	0	17	27	110	0	10	21	0	25	14	41	0	0	0	0	516	37	0	299	0	0	0	100	0	182	1679	11	17	465	0	0	1097	11	137	22	11	0	0	0	0	0	0	22	0	0	0	131	18	27	28	25	13	0	35	170	0	120	0	11	0	0	0	21	12	38	0	11	12	0	0	189	18	48	16	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900541505	0	0	0	20	676	560	0	941	0	0	0	22	0	0	0	11	126	26	0	12	10	0	0	0	11	79	64	101	0	385	384	13	0	127	342	0	0	0	0	86	16	33	0	158	146	20	77	0	0	0	15	14	0	0	0	49	0	13	0	0	143	0	0	0	0	13	0	0	0	43	114	0	10	62	0	0	0	0	43	2204	0	0	16	24	0	29	15	43	16	0	0	0	0	0	24	0	13	0	449	26	1189	1224	13	788	16	0	0	0	18	0	0	0	0	0	0	0	93	21	0	262	1623	0	22	0	0	174	147	0	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900553885	27	124	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	134	0	0	14	0	12	0	20	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	58	0	0	0	0	0	0	0	0	13	0	0	11	0	0	0	0	0	0	67	0	0	38	0	0	31	0	18	0	0	0	0	0	0	0	0	15	0	0	0	47	32	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	140	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900555215	0	0	0	0	19	40	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	34	0	11	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	17	0	0	0	0	0	0	0	39	0	0	14	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	12	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900751785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900752395	0	0	35	0	10	0	0	0	0	0	0	0	0	0	0	94	0	52	0	0	0	29	0	0	0	0	24	0	0	32	0	155	0	0	0	0	0	0	0	27	0	0	14	0	0	0	0	0	114	39	0	0	12	0	0	24	168	0	25	0	21	0	0	20	76	0	0	0	29	83	0	0	25	0	71	30	0	0	0	397	0	10	17	0	0	163	55	18	67	32	10	0	12	25	636	0	0	0	0	55	0	10	27	0	14	39	0	0	80	414	0	0	0	28	0	0	29	40	0	0	0	13	50	12	74	0	33	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900761655	26	17	0	0	0	0	0	0	0	0	20	0	0	10	55	21	12	0	0	0	0	0	0	0	0	0	0	17	0	0	0	18	0	20	0	0	0	0	0	121	56	0	13	0	0	19	76	0	21	0	0	0	0	0	0	0	76	58	0	143	0	0	10	0	0	24	0	0	0	0	12	0	104	0	0	0	0	50	104	348	0	75	0	0	0	58	0	23	0	0	0	51	0	0	11	0	448	0	0	0	0	0	0	0	0	29	42	0	0	0	0	0	336	0	0	0	0	0	0	0	26	0	32	0	0	36	66	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_torques	2510	769	230414	656	12175	1794	1981	19043	524	119	256	3930	1507	207	249	58550	2025	15154	394	39125	374	11731	1270	25997	46	598	8676	1934	2865	16636	1361	100066	1102	1119	1091	121	1279	1086	5364	13791	917	4550	6861	2146	641	8312	1017	966	19839	74314	376	876	6447	25839	705	1186	122872	3801	11704	508	18589	771	258	15722	73447	549	5408	505	4819	46619	5843	1298	4557	1888	48151	13829	8208	7564	776	252849	2607	5413	589	2502	561	79445	39281	11332	57166	12220	2013	201	159	10467	60265	964	2770	7109	40001	22432	6696	8831	16288	5097	2490	6182	1463	3614	8892	1882	15482	1200	3306	6587	64	880	14782	33216	5265	19523	1694	7895	32375	7391	59965	8295	138329	3997	6705
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_faecis	96	0	59	21	34	1581	0	0	0	0	11	0	0	0	36	39	142	0	0	34	0	0	0	47	0	17	35	0	0	0	62	190	0	28	0	0	0	10	0	271	0	15	19	11	54	110	0	30	14	0	14	13	53	0	0	26	47	15	0	0	0	0	0	0	157	38	0	0	0	196	53	0	0	109	0	24	0	0	20	39	16	0	12	0	0	322	10	37	0	0	0	0	0	0	14	116	0	0	0	102	19	17	0	12	102	52	37	0	0	0	233	0	16	0	0	0	19	0	10	0	0	17	0	0	45	19	10	0	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_sp900553355	39	0	59	46	55	0	17	0	0	0	64	98	13	20	69	36	42	0	0	44	0	10	0	163	0	33	15	83	0	17	214	237	0	15	44	0	0	0	0	76	0	11	11	22	0	15	23	0	30	23	17	47	51	10	0	0	34	11	0	31	0	19	156	29	16	47	14	44	0	34	14	38	21	24	17	55	15	0	197	249	0	11	42	25	0	53	35	106	22	100	0	0	0	0	18	60	35	0	0	0	24	34	42	61	64	14	48	15	24	16	0	0	18	0	0	0	64	38	57	0	32	0	12	16	47	34	130	41	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__MGYG000003777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_contortus_B	131	64	53	0	13	81	0	0	13	0	60	0	0	0	0	44	28	0	0	0	73	12	0	60	0	19	48	0	12	0	97	2302	0	10	0	0	16	0	72	2619	0	10	0	468	0	45	15	0	0	0	271	0	31	93	0	0	228	45	0	63	54	0	0	0	0	1244	0	28	19	791	316	17	0	228	0	0	0	20	0	319	0	0	67	80	0	706	2405	111	0	0	0	405	0	19	222	0	66	0	355	273	27	242	33	150	531	167	33	0	134	0	43	0	0	0	0	0	0	0	22	127	17	424	33	0	0	140	0	0	1988
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_fissicatena_A	15	0	44	0	0	47	0	0	0	0	21	0	0	0	0	0	41	0	0	0	10	0	0	0	0	0	0	0	0	23	65	11	0	0	0	0	0	0	0	23	17	0	0	48	0	0	35	0	23	0	359	24	12	23	0	10	0	0	16	0	55	0	10	10	354	36	0	45	0	118	17	0	11	12	18	135	0	16	0	22	0	10	87	18	0	28	26	18	0	0	0	0	21	0	0	0	0	50	25	0	17	167	0	0	473	10	37	16	13	0	0	0	13	0	0	0	0	34	0	0	14	14	0	14	0	0	0	10	744
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_oroticus	0	0	17	0	54	2456	0	0	0	0	340	0	33	0	49	41	15	0	0	41	17	0	0	10	15	0	0	0	0	0	118	360	21	0	0	0	2100	0	0	0	0	0	0	32	0	0	0	58	0	0	0	0	0	35	0	238	10	534	0	0	0	0	0	18	312	0	29	0	107	19	0	26	0	0	70	0	31	0	2076	16	0	56	79	10	0	156	0	36	0	0	58	0	278	0	0	606	0	225	0	0	0	0	0	11	88	0	0	35	0	0	0	0	0	14	0	11	282	0	0	26	22	39	0	60	32	0	0	18	133
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp000509105	1524	107	3142	1157	2792	329	43	877	1269	10	218	955	600	102	672	105	771	288	24	178	341	217	39	16595	106	350	2767	270	15	885	1134	1233	49	1295	101	25	62	0	130	326	173	1114	756	1950	108	239	303	340	455	293	346	284	47	87	12	496	3047	3303	254	23	261	18	980	120	138	154	106	545	4632	2345	23	19	625	214	44	1945	106	652	77	891	33	142	1049	368	60	4933	76	2445	67	235	59	40	37	54	34	80	225	3803	2346	1356	1015	3404	1425	1308	11282	176	918	624	352	71	2208	255	473	70	49	51	85	651	1152	992	186	309	385	1181	550	3767	164	116	565
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp900604355	198	63	54	28	32	100	20	0	18	0	36	32	236	15	93	192	38	15	89	126	38	86	0	764	14	507	93	0	0	0	193	127	0	25	18	0	0	11	0	44	15	33	0	14	441	69	36	168	39	451	78	210	0	0	28	21	114	13	0	0	87	0	193	13	74	4515	11	40	162	41	33	0	40	25	51	0	0	72	58	23	36	52	28	13	0	226	39	0	3648	169	0	154	15	15	98	27	39	460	441	0	15	17	19	117	32	30	182	0	127	94	416	77	13	172	0	0	0	0	62	0	0	0	16	93	169	353	114	24	11
