	DRR127476	DRR127478	DRR127485	DRR127488	DRR127491	DRR127507	DRR127514	DRR127517	DRR127519	DRR127521	DRR127524	DRR127532	DRR127535	DRR127536	DRR127537	DRR127546	DRR127552	DRR127557	DRR127559	DRR127567	DRR127579	DRR127583	DRR127588	DRR127594	DRR127596	DRR127597	DRR127603	DRR127613	DRR127617	DRR127625	DRR127634	DRR127646	DRR127647	DRR127649	DRR127666	DRR127669	DRR127672	DRR127685	DRR127704	DRR127707	DRR127718	DRR127720	DRR127724	DRR127728	DRR127731	DRR127736	DRR127737	DRR127748	DRR127751	DRR127752	DRR127774	DRR162775	DRR162776	DRR162777
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	1001	106	164972	70207	1359	449	186991	870	515	1615	57872	127	6425	771	107995	9268	330	266	2894	15	260	129670	84457	13051	1817	1761	14527	44446	531	554339	4398	31	552	4290	29426	236	84	45917	606	84698	28	202	236	619	716	0	408	929	229098	4559	6621	2043	106	155843
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003470905	221	6605	78267	7717	614	711	20053	5433	698	846	6944	109	744	209	11127	5251	298	28	156	0	47	20011	8661	1969	522	1167	1816	3218	1061	32923	707	305	12336	824	2156	187	25	3912	165	10106	16	565	755	297	889	79	626	1895	29605	284	750	235	262	20483
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003483745	137	13	5980	2383	235	87	5536	210	50	184	1354	24	280	0	4073	495	0	15	112	0	0	4634	2343	415	54	85	394	1350	13	17620	157	13	129	132	782	63	0	1115	161	2662	0	0	0	134	21	0	126	0	9540	56	505	76	21	4639
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900542495	6221	1714	6456	26963	15634	2222	61	415	3955	71	4095	3816	6755	379	1209	21550	23	197	8558	38	35	653	86	5364	72	3811	4388	1344	66	17350	2410	85	140	869	218	4574	0	4358	23492	4353	265	139	89	2715	191	168	986	109	468	11652	19299	1218	395	134
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900548205	13	33	73	52	25	0	0	39	0	32	15	0	0	116	10	20	0	0	68	0	53	12	21	0	0	0	0	10	0	55	23	0	19	0	0	0	25	49	24	15	0	17	18	77	91	0	310	0	0	0	157	66	64	75
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900550935	0	20	3498	134	27	0	3354	144	38	43	29	10	74	60	18	0	0	0	0	0	0	30	40	0	0	25	38	13	57	154	14	10	0	76	0	74	0	188	0	23	0	0	0	0	12	0	33	0	0	0	11	0	0	66
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900552665	104204	107	81457	337472	225014	38293	556	2859	65402	500	61526	52166	110324	1726	24909	365476	172	5513	139087	0	42	5635	1489	83074	916	98369	63889	21245	277	281186	31927	134	162	14373	4567	88479	26	96194	327449	61396	5056	2257	1261	28731	331	63	14516	160	2543	234374	249076	18624	6824	1104
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900753715	13	0	85	1247	66	0	0	60	0	0	18	0	18	0	11	61	0	30	51	0	0	57	1942	311	18	0	426	11	14	5845	0	0	0	0	715	11	26	29	25	97	0	0	17	254	37	0	51	0	207	11	75	33	96	65
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900756925	53	0	6023	1004	9622	2889	4759	354	1223	0	33514	1165	420	75	11739	1605	227	40	1686	0	0	586	247	763	24	77	246	22	165	10711	1964	81	4340	29	0	213	146	1327	1763	855	14	85	369	206	116	0	42	0	16585	2776	2517	37	0	5908
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_faecicola	0	53	8963	2687	9795	530	6010	2322	166	49	3225	2666	272	0	891	1312	0	0	15	0	0	15381	6476	5640	5134	1168	4722	469	3002	10212	91	5957	0	193	400	54	0	10053	0	2751	0	2271	24	6509	123	0	5293	0	2272	142	1087	29	16	1648
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_sp000432335	300	2155	393	132	188	68	145	371	1180	1421	122	308	190	673	67	1198	388	197	184	152	15	251	160	134	364	62	197	168	17	104	472	11	370	151	64	202	179	173	36	659	49	106	887	814	3215	721	394	3665	1442	104	146	567	25	149
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_sp003011855	80	1503	12871	9640	81217	5501	1091	35137	1214	1387	6852	24405	13184	500	86	13238	490	350	151	0	0	7965	54795	55529	42183	9617	14843	31	27499	5139	323	759	34	2544	2760	129	93	93156	521	44636	22	51303	673	1613	174	33	5835	1265	123	581	8781	625	58	461
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B_gnavus	551562	970688	188085	425	102227	198151	165435	49679	1114270	299736	754	751979	427	496634	263574	465	192480	42876	518	57696	92578	200	101964	9493	328648	31	2944	13092	589	2022	135198	42	495592	1085	77	95268	24517	229	67815	242793	2480	1168	226330	98549	107553	556135	313	694809	1473239	234674	5251	12787	40072	70028
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__Ruminococcus_B_sp900544395	11102	29632	5568	75	1129	2838	2219	1444	26126	5209	49	7116	177	26107	7751	23	3930	992	89	1717	995	42	2343	162	8270	0	129	231	150	75	4697	0	11599	21	25	312	599	48	1716	5753	310	17	5093	4046	3756	23360	544	14074	42296	9579	75	240	1030	2403
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_G|s__Ruminococcus_G_gauvreauii	10385	0	16	0	0	0	116	312	0	257	0	1523	0	44	0	0	48	15	0	0	0	205	45	40	13	110	0	0	0	26	0	0	0	0	0	15	72	0	27	0	0	42	1589	0	0	0	0	74	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__SFDP01|s__SFDP01_sp004558185	663	201	286	250	11	34	19	77	876	0	118	22	0	409	265	266	87	28	106	0	47	33	0	49	0	467	13	0	215	16	766	0	57	20	37	0	195	26	38	523	395	83	295	1523	0	280	67	389	314	250	161	323	94	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__SFDP01|s__SFDP01_sp900770785	15	0	50	57	45	0	0	20	0	0	0	0	13	0	20	32	70	43	0	0	0	0	30	0	11	0	0	0	0	0	53	0	11	0	34	14	0	0	14	0	0	18	0	0	0	25	11	0	0	0	59	0	109	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__MGYG000001994	584	50654	2299	1009	733	20386	1189	5005	3004	6582	656	70	3301	1048	161	549	867	998	533	816	58	871	3213	411	2062	422	107	221	3078	1145	1913	96	1051	363	364	213	976	1105	149	4407	264	2961	4114	5295	448	2769	2154	2721	61095	7451	1097	115	387	6131
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_glycyrrhizinilytica	4893	11457	1188	107	40	207	3613	3364	926	20444	57	145	1024	1024	11	112	231	735	236	4301	50	198	1666	280	7459	23	44	1758	187	258	35583	28	1458	11	473	0	7084	21	553	25057	0	665	899	274	16974	5292	62	1382	24896	3011	233	108	261	709
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_sp900066545	2976	32050	1396	2499	4929	19087	825	5210	4213	2128	2389	3047	3269	3150	1436	5870	1028	1232	240	401	358	18832	426	472	169	274	130	289	9583	2944	1053	73	1398	1704	989	604	157	1507	503	1746	440	2287	4535	763	1155	1313	3192	1967	2061	1347	12102	1779	197	4720
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_sp900765975	168	1036	817	35	69	76	35	110	1831	1770	66	183	13	864	103	151	76	139	37	298	136	816	837	22	1265	19	47	45	97	136	72	16	662	41	14	92	86	175	123	233	121	49	393	140	184	279	25	107	6031	1305	56	128	273	183
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	144178	7749	77	28	31	33	14	294	360	14157	16	241	104	8282	90	58	44429	132	88	6498	0	220	45883	245	3939	56	20	66	7688	10	5855	0	111	65	0	62047	14898	54	4591	15	0	0	45	282	40512	286	32	30191	542	157	24	0	0	102
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_sp002161525	372	57	60	16	0	0	26	62	1496	22	23	35	107	15275	15	50	164	0	157	0	111	31	1682	47	18	166	31	26	141	0	101	18	3467	120	12	99	50	106	200	0	0	47	22	15	3175	34	21	13	98	0	14	0	0	36
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__MGYG000002052	465	54	80	174	0	411	1098	32	25	17	293	217	0	0	76	0	25	0	0	502	10	0	17	0	0	0	0	0	0	0	33	0	24	0	0	212	0	27	15	233	0	0	0	14	0	216	0	11	367	0	51	221	81	205
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	89	22	119	185	54	23	126	20	291	65	57	104	52	143	612	171	43	0	0	145	227	59	43	121	78	22	11	0	12	22	81	22	25	53	67	198	0	1002	20	147	0	24	27	115	117	123	0	102	914	19	0	14	71	87
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_naviforme	184	0	189	88	46	21	0	286	43	12	69	25	11	115	13	32	0	0	124	0	0	499	0	16	16	25	11	14	0	17	48	0	0	0	0	0	0	66	0	76	0	22	20	50	0	17	21	22	0	0	223	0	296	119
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_sp002892395	0	26	13	0	0	0	0	48	0	0	126	0	0	0	0	20	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	54	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__MGYG000000398	18	0	32	31	0	0	0	139	0	0	129	0	0	0	0	0	0	0	0	0	0	23	15	0	0	53	61	0	0	28	0	0	0	921	0	0	0	17	0	0	0	0	18	0	0	10	0	0	0	54	0	0	21	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__MGYG000000586	0	0	0	29	23	0	0	11	0	0	48	0	0	0	0	15	0	0	0	0	0	16	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp000436755	469	572	3057	1132	3356	167	213	891	20830	380	536	1028	404	2395	544	1531	294	311	1881	227	14	23253	284	2570	1262	5824	289	136	214	682	2569	147	79	665	532	1090	778	928	498	3750	44	1231	2053	2417	2375	110	1514	149	1446	3465	943	900	51	2411
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp001414325	475	0	23991	11946	36513	16	22	66706	0	0	137	38	24	72	55	482	66	0	74	0	0	444	1388	60	56	269	30	10	51	410	18	17	52	117	12	52	0	7899	276	71	0	18	0	206	40	0	93	175	177	274	142	0	10	50
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp001916135	45	0	209	731	19	0	0	271	0	15	610	14	0	21	32	167	0	0	15	0	0	87	39	0	20	13	5187	0	12	314	21	0	0	826	11	0	0	856	0	34	28	0	0	99	18	0	0	10	0	301	39	258	49	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003149875	704	0	36567	5489	2546	811	19	1589	1134	35	1419	689	1028	35	381	2454	102	205	2146	0	0	32	392	1104	296	1905	1111	193	46	2035	665	82	0	109	54	1082	14	1381	4249	1099	35	196	31	689	13	251	502	0	193	3346	4099	258	98	58
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003524945	235	558	2004	223789	768	532	146	7419	277	103	519407	294	148	716	247	990	85	1489	50	0	178	924	2316	329	64	94034	1584	646	102	1070	126	385	75	422362	185	109	0	1275	0	960	168	133	244	706	0	140	97	793	0	2091	592	0	0	1029
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp003529475	279	286	25090	7045	97	99	38	188215	10	35	487	64	150	109	64	266	83	295	192	0	0	441	531	34	115	64	64	116	101	64221	426	2209	0	1013	56	268	71	3067	0	398	0	28	96	430	155	0	304	0	85	160	384	57	0	49
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TF01-11|s__TF01-11_sp900759665	0	0	80	54	315	0	0	19	0	0	423	12	0	55	64	122	0	0	0	0	0	0	40	0	0	0	67	0	0	24	21	0	0	103	0	0	0	21	0	45	0	0	0	94	10	0	34	28	0	0	53	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__TWA4|s__MGYG000004519	0	0	12	0	0	15	0	15	21	0	0	0	0	0	10	23	0	0	0	68	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	92	0	0	160	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA11774|s__MGYG000001811	563	125	1663	1518	310	342	0	90	1835	127	3131	104	450	56	213	1622	1689	956	130	0	0	737	862	1348	388	1378	613	1250	667	272	18	105	0	863	1714	397	22	214	43	163	0	1153	0	394	98	17	1719	0	0	50	1085	0	0	27
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA11774|s__UBA11774_sp003507655	6080	1058	11913	454	77	0	0	4788	344	0	909	68	701	243	50	1194	203	718	526	0	0	94790	292	131	269	10476	254	841	1613	1321	46	34	0	11150	33	0	224	1099	280	81	0	2167	25	33	29	0	105	470	0	3074	3961	0	0	5465
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2821|s__UBA2821_sp902763335	21	0	29	17	26	0	0	230	0	0	38	0	0	30	0	75	23	0	173	0	0	199	0	0	0	0	0	0	0	19	17	0	0	0	0	72	0	0	0	0	0	0	0	25	0	0	0	0	0	10	320	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2856|s__UBA2856_sp900555005	91	21	60	45	10	0	38	0	0	19	44	14	10	0	213	148	0	0	19	0	0	0	24	13	0	0	69	16	0	57	210	12	0	0	0	0	50	58	73	300	0	17	0	0	0	17	0	24	0	0	41	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp002362385	10	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp900542015	0	0	28	35	0	95	11	115	0	0	374	0	0	0	31	35	0	0	14	0	0	25	21	0	28	0	15	12	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	21	84	0	0	10	0	0	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA2882|s__UBA2882_sp900549665	430	59	387	779	238	322	0	236	672	0	242	148	235	0	0	788	0	19	82	0	24	102	65	30	34	85	33	86	25	88	21	122	37	326	11	350	37	70	120	21	132	184	230	60	17	14	50	382	15	58	161	0	90	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3282|s__MGYG000002256	0	121	91	51	14	0	0	41	62	15	0	0	0	0	0	27	0	0	0	0	0	0	0	0	20	14	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0	29	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3402|s__MGYG000000680	193	265	1269	608	247	408	176	230	52	387	1411	23	467	55	36	1619	0	203	83	0	0	1185	197	310	431	217	230	248	256	664	70	115	149	789	23	65	0	106	68	369	11	125	357	735	18	0	1184	176	84	35	1124	14	26	153
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3402|s__UBA3402_sp003478355	1088	27795	27975	3349	3446	4767	2559	3149	1585	4819	20069	2332	7023	1394	145	16863	66	5126	1009	97	1432	23620	410	3596	184	5035	4068	1170	4651	10878	3473	1795	3030	8487	292	800	2558	1985	520	1318	167	1036	1507	12841	4989	1012	18793	7415	2914	878	12421	1526	128	1946
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3766|s__UBA3766_sp900769175	0	0	0	141	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	43	0	45	0	0	36	0	0	0	0	0	0	0	0	0	71	0	13	0	0	0	0	0	0	0	0	14	10	32	0	10	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA4285|s__UBA4285_sp900542465	0	0	177	0	0	2603	29	0	13	0	14	0	0	13	0	0	0	0	0	36	6528	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	34	0	17	0	0	0	0	0	0	0	0	26	12	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA4285|s__UBA4285_sp900545225	24	236	44	1932	23	0	65	70	86	72	1793	0	14	63	0	0	0	16	41	0	0	69	0	0	34	11	33	33	18	0	358	14	0	11	0	0	0	0	0	454	0	30	0	25	0	0	0	0	0	0	7551	0	61	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA5416|s__UBA5416_sp900539175	417	359	10671	808	177	408	402	2326	2269	54	274	557	413	904	2236	2484	168	47	1471	0	0	7211	29	860	54	49	465	477	26	497	3314	11	35	153	439	911	1566	691	4280	12231	25	975	2229	458	35	1288	688	1252	22	1342	419	1643	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp900757145	169	133	12	65	17	20	40	65	12	48	18	253	0	709	13	108	24	18	0	0	10	16	0	0	0	0	0	57	40	44	34	0	43	11	0	0	3104	0	41	0	0	0	92	275	345	30	104	0	65	144	16	21	1410	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp902363135	45354	11031	11481	11153	3951	3969	1913	8613	1797	11067	4978	15641	7629	109	255	7865	469	6611	10051	0	0	4200	326	15293	26	10762	28610	1942	25113	3981	91	6448	0	1249	9192	19399	6100	13447	67	25729	94	44248	1891	3353	1990	0	15528	1069	0	22254	77350	127	30	537
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp902363665	2064	789	1575	553	467	77	1343	2573	1578	2441	654	753	89	280	75	716	22	135	3005	138	93	1011	628	167	778	848	4034	1077	1032	736	197	1257	0	2857	142	871	242	785	1009	1089	25	2751	153	113	120	10	772	816	26	13357	817	15	81	285
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7182|s__MGYG000000359	6181	123	5270	8863	3245	350	0	172	225	154	4757	5688	5879	125	11	9779	13	12	571	0	20	7558	105	429	134	2294	7793	561	1022	6103	112	73	0	2013	78	79	46	328	24	500	0	699	220	488	10	0	6888	170	0	0	3699	0	85	114
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7182|s__UBA7182_sp003480725	16424	244	16282	26194	5666	7933	1836	23638	151	16990	16566	1722	9692	731	124	64034	265	15496	22673	1316	236	34063	119	11600	5076	23804	8883	15384	1128	8254	538	177	29	19875	16990	15804	17839	22687	540	26895	68	2192	1263	5927	314	0	27814	127	36	305	4237	5531	76	294
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7182|s__UBA7182_sp003481535	24778	419	5343	13199	3684	3908	17	439	213	569	12685	2077	4655	303	73	14087	10	105	4198	41	59	971	24	6994	50	5179	855	6618	3365	10487	108	202	63	506	208	72	26	2740	50	1021	286	220	36	3678	63	112	8268	106	34	211	10067	598	69	282
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9414|s__UBA9414_sp003458885	244	7771	484	167	81	186	0	242	341	180	139	988	120	1931	78	683	144	17	0	0	59	110	129	0	0	64	104	34	58	110	564	0	136	18	183	0	0	279	39	4483	0	24	110	268	78	1118	964	5987	4863	1165	534	0	258	177
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003478505	971	562	5318	9501	1937	400	57	11739	249	848	5155	316	477	548	35	8831	65	5234	381	169	0	8304	945	1430	313	8301	3159	607	568	2472	474	53	11	696	5672	564	106	701	490	825	0	1043	691	2065	174	77	6943	2473	172	79	680	3177	0	466
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003480315	12914	854	4976	13756	13472	3329	73	2790	540	8055	9797	873	6813	176	51	26934	0	13221	73	0	0	15133	74	18467	156	2548	6415	11002	232	19006	1595	207	937	10584	192	6797	757	10257	446	113	175	1374	126	793	516	378	11230	26621	0	29	3945	1128	0	468
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003481825	361	246	4319	436	241	1319	77	652	186	186	3099	33	2033	321	26	8611	22	325	40	0	39	6125	442	488	42	1002	1619	137	84	1823	248	33	1239	301	22	430	47	301	24	174	186	37	143	1140	1687	151	6016	563	0	307	2207	351	48	37
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003506385	9853	32878	42601	26686	7687	366806	27972	28625	3292	18283	22884	1864	6796	1652	867	69202	0	8874	836	0	932	65709	1580	25376	0	5561	9155	1083	776	26647	18743	2747	13596	16511	2573	20226	3821	9949	85	2971	47	3120	943	39718	6021	22522	36252	140215	206231	28254	120879	11996	1386	35316
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900538475	165	122	380	223	97	0	0	162	168	124372	361	53559	276	35	717	273	328	44	8095	0	46	661	42	107	230	0	0	781	50	47	173	0	3946	235	46	43	1440	0	72	186	68782	5999	288	197	93983	7696	45	9536	2780	11024	3098	990	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900540335	3245	0	19	18	0	0	0	64	0	1888	0	115	0	14	1145	77	0	1884	89	0	21	0	33	377	0	0	0	18703	0	0	50	0	443	4373	0	43	0	40	0	0	1052	6222	12	0	171	0	350	41	19210	2540	82	25229	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900555625	20	32	27	295	27	41	0	35	0	25	88	13	30	31	48	256987	0	81	284	0	0	12	0	0	0	42	65	21	34	18	38	1652	0	11	0	0	0	0	0	63	0	0	0	394	0	0	850	18	0	0	723	553	789	438
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900770535	839	811	426	4270	177	142	22	489	355	377	450	95	126	467	0	680	57	216	265	52	0	751	0	453	427	478	227	308	17	338	470	49	63	459	47	108	206	164	261	799	0	123	118	840	21	75	642	236	14	16	528	675	0	331
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UC5-1-2E3|s__UC5-1-2E3_sp001304875	7930	0	682	0	0	0	0	972	14	13	130	6564	0	16	0	10	56	526	960	0	0	725	13013	178	0	300	32	555	20	254	0	595	0	676	196	1519	0	0	337	0	32	10103	0	43	3034	12	0	0	0	0	0	0	0	2389
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1251|s__UMGS1251_sp900549995	193	388	29	14	82	64	17	71	267	1898	0	154	20	2855	866	74	198	14	0	0	134	23	100	122	18	18	34	40	0	11	996	0	334	0	14	113	86	24	36	362	16	36	337	623	272	2132	99	761	69	84	114	170	141	177
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370|s__MGYG000004774	121	9212	239	448	394	4122	63	1790	100	1068	327	0	891	562	300	752	317	347	39	0	0	70	385	18	100	73	48	181	1203	47	140	0	1211	66	154	0	171	362	0	269	163	634	2119	12	206	1901	692	1948	235	332	138	29	36	39
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370|s__UMGS1370_sp900542035	26	0	121	0	0	0	0	27	14	11	22	22	0	39	0	21588	23	14	28	0	0	0	14	0	0	17	0	17	42	19	0	0	0	23	3913	0	17	0	10	307	0	13	12	0	14	0	57	0	0	0	18	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370|s__UMGS1370_sp900551135	86	0	32	25	85	16	21	51	18	19	0	21	11	598	40	39	40	28	51	0	0	24	39	17	33	15	0	30	10	0	26	15	13	13	0	19	48	57	483	26	0	31	0	91	21	0	0	273	0	11	149	0	0	201
