	ERR2726405	ERR2726406	ERR2726407	ERR2726408	ERR2726409	ERR2726410	ERR2726415	ERR2726419	ERR2726420	ERR2726421	ERR2726422	ERR2726423	ERR2726427	ERR2726428	ERR2726432	ERR2726433	ERR2726434	ERR2726435	ERR2726436	ERR2726437	ERR2726443	ERR2726444	ERR2726446	ERR2726448	ERR2726453	ERR2726463	ERR2726476	ERR2726480	ERR2726484	ERR2726488	ERR2726489	ERR2726494	ERR2726501	ERR2726503	ERR2726507	ERR2726513	ERR2726522	ERR2726527
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1491|s__UMGS1491_sp900552265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1491|s__UMGS1491_sp900554335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1491|s__UMGS1491_sp900554775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1491|s__UMGS1491_sp900757335	51	0	87	241	45	33	886	21	363	89	73	28	0	135	0	96	139	88	16	61	0	11	0	0	0	297	39	23	0	88	62	73	0	22	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1532|s__UMGS1532_sp900552605	105	723	2072	702	1892	1362	123	282	1006	254	12	457	548	2808	141	40	29	291	893	231	20	750	217	302	134	1706	872	20	363	76	10	524	101	26	45	1285	0	128
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1591|s__MGYG000002694	935	102	574	251	282	56	48	5776	1223	886	2485	1701	3926	19	121	451	2116	79	1944	1130	146	23	26	0	43	258	190	302	5208	521	832	220	53	83	19	27	94	820
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1591|s__MGYG000003211	825	85	220	1650	14	0	247	15512	76	5334	3707	1999	36	0	1533	670	1852	11	3274	1261	899	137	0	24	0	1592	17	2353	6935	1592	253	20	0	0	175	0	1021	2325
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1591|s__MGYG000004075	61	24	63	12	0	68	804	30663	0	205	626	51	5852	0	1481	7571	1902	18	15	1684	145	222	17	0	60	28	0	112	29	738	36	16	0	90	20	0	111	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1591|s__MGYG000004116	142	89	128	54	38	0	120	1539	84	2540	825	916	209	0	725	152	462	885	34	1706	690	507	0	0	35	122	13	620	3662	3026	24	549	89	53	100	0	506	1915
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1591|s__UMGS1591_sp900553255	22	0	20	41	498	0	14	390	20	50	104	253	68	0	57	95	151	63	22	26	28	0	0	0	50	13	0	34	61	1884	0	71	0	0	0	0	151	68
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1623|s__MGYG000000388	44	0	0	0	13	0	0	25	10	10	15	22	106	0	14	17	12	14	33	10	23	0	0	0	0	0	0	12	11	0	25	0	0	0	0	0	14	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1623|s__MGYG000002697	1068	1597	21	1267	206	0	872	2281	1245	5317	35	50	343	0	52	469	2235	3617	6584	1405	302	191	2066	0	0	2509	33	1174	3179	2580	7431	43	30	492	14	12	2512	3188
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1623|s__MGYG000004076	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	0	0	10	0	0	12	10	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1623|s__MGYG000004159	0	285	0	213	0	0	0	349	323	984	326	539	12	0	0	313	13	179	11	134	87	17	159	0	333	23	17	155	77	27	1977	636	0	0	0	0	28	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1623|s__UMGS1623_sp900553525	24	19	69	39	16	0	23	83	0	124	77	1470	78	0	268	36	72	0	145	26	67	12	0	0	62	116	0	134	108	53	16	148	0	28	0	0	22	177
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1690|s__MGYG000004032	0	0	0	0	0	0	0	17	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1690|s__UMGS1690_sp900554165	0	0	19	0	12	0	0	0	0	0	18	13	44	0	0	12	0	295	16	0	12	0	18	0	17	11	0	0	0	0	0	0	0	0	0	0	15	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS172|s__UMGS172_sp900539855	65	41	0	73	84	191	270	204	84	172	110	318	131	15	603	324	135	213	35	482	35	34	5883	0	0	0	0	439	0	54	0	3468	0	81	20	0	206	82
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1839|s__UMGS1839_sp900555545	0	0	17	0	0	0	0	0	0	25	0	0	22	0	0	0	0	0	0	0	0	0	0	17	0	32	0	14	0	0	11	0	0	0	0	0	22	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1858|s__UMGS1858_sp900555705	328	92	253	114	206	122	36	172	126	241	20	31	195	157	294	109	92	967	709	135	107	282	98	83	174	62	273	67	72	227	23	110	73	186	139	35	58	40
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1976|s__MGYG000003955	0	0	0	53	0	0	0	0	0	0	11	38	0	0	19	21	12	0	19	0	0	0	13	0	10	13	0	14	0	0	0	30	0	24	0	0	48	68
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1976|s__UMGS1976_sp900556765	14	0	0	0	0	0	0	16	0	11	0	0	0	0	0	26	0	0	0	0	10	54	0	0	0	19	0	0	177	14	0	0	11	0	0	0	24	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS263|s__UMGS263_sp900540535	22	92	74	45	23	60	164	17	22	76	11	184	25	12	52	282	46	10	0	26	21	0	0	24	10	19	18	238	24	43	21	35	0	10	29	0	25	95
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900540275	31	0	0	0	0	0	0	15	0	25	0	0	202	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900540865	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900541565	11	0	25	21	0	0	0	0	0	13	58	29	43	0	148	14	0	40	0	0	27	0	0	0	20	0	0	83	480	13	13	22	0	19	0	0	28	56
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900541975	64	538	2974	269	451	179	114	27	56	410	62	489	3826	205	78	80	134	112	1001	283	514	222	323	51	674	0	99	1606	3485	897	92	66	0	1054	11	12	93	74
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS577|s__UMGS577_sp900543525	22	14	15	18	0	0	67	27	0	326	10	31	10	123	5971	14	0	33	0	4221	0	644	613	0	0	98	0	20	0	0	0	0	0	10	26	0	16	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856|s__MGYG000002705	93	14	83	72	106	0	32	74	52	137	136	868	68	20	23	240	89	21	53	164	205	28	45	0	15	16	14	196	291	55	109	82	35	40	12	0	244	124
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856|s__UMGS856_sp900546265	18958	2471	2863	2559	72	0	1145	13596	423	7636	34808	1210	4315	0	733	337	806	2188	1589	1979	8377	3386	323	163	20	128	94	6389	1355	6417	154	5807	55	6413	178	0	4548	2493
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856|s__UMGS856_sp900760305	170	51	0	0	0	1009	0	0	0	2223	388	72	75	0	320	97	94	0	0	2879	0	50	20	0	0	0	0	117	0	199	22	64	0	79	327	0	113	110
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS905|s__UMGS905_sp900540085	329	405	0	237	2007	0	111	471	0	108	0	169	367	0	306	563	31	189	0	20	121	14	156	0	0	107	181	0	384	100	335	0	0	0	0	0	0	2094
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS905|s__UMGS905_sp900546735	24	10	0	27	34	0	0	0	0	21	0	31	0	0	13	53	13	62	11	28	0	0	15	0	0	57	16	13	61	13	0	15	0	14	0	0	0	127
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__BX7|g__JAAYBB01|s__MGYG000002005	0	0	39	0	0	0	702	0	0	39	0	0	0	0	48	2415	17	0	0	0	0	0	13	0	10	35	17	0	0	0	0	0	0	0	0	0	15	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__BX7|g__JAAYBB01|s__MGYG000002698	0	0	0	1669	0	0	0	22	866	0	0	350	0	0	52	0	0	0	0	0	0	0	249	0	0	0	0	1234	110	0	0	5208	0	23	0	0	166	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__BX7|g__JAAYBB01|s__MGYG000004100	149	570	0	142	10	0	816	436	303	680	103	4839	0	0	304	864	65	104	617	97	138	137	85	0	0	19	31	68	78	18	14	1878	43	901	186	0	2126	141
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__AM07-15_sp003477405	113	140	413	329	243	643	81	250	30	500	294	2925	801	11	224	317	203	95	271	170	123	474	212	188	181	63	32	233	771	187	873	627	321	268	15	16	176	830
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__MGYG000002604	15	0	14	0	0	29	0	0	0	0	0	0	15	0	0	0	0	27	16	0	0	0	0	0	0	29	30	31	0	0	0	0	0	0	24	0	32	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__MGYG000002627	0	13	52	0	34	0	0	0	0	10	0	36	0	0	0	14	0	0	0	0	0	49	17	0	0	0	0	0	0	0	0	57	30	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__MGYG000004122	6165	64	847	2186	435	250	59	4451	26	2015	2159	2275	8633	384	6409	43	2046	265	4358	1098	1700	145	114	0	611	42	805	4223	3489	627	1354	38	334	986	222	0	734	2512
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	12270	3426	48547	46715	18540	12504	1560	17568	5797	23818	7367	3519	6792	28436	17742	2201	15691	17442	16833	919	8914	7799	3627	49153	10066	4554	3794	9817	6210	21803	1980	2527	7215	536	11189	42	7971	5989
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_desmolans	21	94	110	169	27	0	0	62	0	71	0	0	199	0	39	17	32	28	30	36	19	15	0	218	0	80	0	83	115	31	249	33	41	33	27	187	41	95
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp003481705	155920	42379	16106	38949	120424	98001	1408	271163	38958	8835	2347	6033	135202	8329	7949	32431	29313	2686	59545	47229	3762	14069	8657	85214	18811	1225	26784	5014	4705	5600	1556	15383	2096	64356	3498	270	4789	2049
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900291975	80	161	4997	594	3377	1139	103	2275	46	2211	2207	39	1613	835	1173	200	815	551	580	151	338	284	19	46	1260	828	100	241	2923	662	3145	160	489	254	290	92	2341	491
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900544475	2072	3450	1179	1227	1399	975	462	2606	411	1045	4830	299	1576	762	19742	1155	4258	1576	1338	1429	505	12629	259	1356	478	283	405	341	78	846	163	740	373	832	36437	0	521	535
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900555465	966	312	853	374	529	2106	22	550	270	1239	11	75	87	888	937	499	191	782	917	435	226	623	641	0	557	146	797	367	234	379	151	1602	376	477	151	0	659	297
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900557315	65	17	153	201	170	18	72	43	58	106	106	43	202	21	49	53	183	93	81	128	126	82	54	82	26	244	42	107	323	62	27	24	12	103	12	0	54	94
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__MGYG000002127	380	178	402	481	179	51	12	446	83	507	139	188	422	98	287	55	109	80	358	34	51	106	79	302	67	33	59	488	59	175	111	44	82	75	142	0	152	43
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__MGYG000003909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0	0	0	0	0	52
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__MGYG000004135	41	0	0	17	0	16	0	155	11	43	14	22	31	0	44	10	25	0	55	0	0	0	0	0	0	91	14	170	51	0	0	0	0	28	0	0	12	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus_A|s__Butyricicoccus_A_sp002395695	1032	366	148	45	53	25	0	64	103	62	0	0	329	0	37	2532	19	82	367	65	59	87	996	34	0	0	1034	34	23	0	30	27	53	0	123	0	235	36
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	35	499	164	685	674	581	35	4943	3250	1109	112	4321	124	0	2325	90	7465	17	44	116	22	14	10	99	206	24	725	163	175	307	18	326	10	60	15	11	785	240
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_sp900547195	76	114	11	10	257	212	42	40	17	655	0	0	993	281	21	44	132	93	40	41	216	31	0	10	80	29	15	113	0	555	44	59	112	785	0	11835	94	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__MGYG000003907	33	64	0	217	25	0	135	779	61	261	74	52	365	0	42	108	33	129	294	112	418	22	79	0	0	67	19	313	50	47	167	290	0	13	23	0	386	349
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__MGYG000001891|s__MGYG000001891	0	0	0	12	0	0	43	0	0	0	0	0	0	0	0	55	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	96	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__MGYG000003305|s__MGYG000003305	0	12	14	12	16	0	60	69	3625	0	24	0	0	22	11	1354	0	0	0	14	0	0	842	0	0	0	10	0	0	0	0	16	0	0	2760	13	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__SCN-57-10|s__MGYG000004787	0	0	0	19	0	0	18	0	0	0	0	14	0	99	0	0	0	0	0	0	73	0	0	0	0	0	10	243	0	0	0	0	0	0	19	0	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__SCN-57-10|s__MGYG000004857	0	0	0	84	0	0	33	0	566	0	0	665	0	0	22	1140	10	0	0	0	0	71	43	0	0	0	0	0	19	380	0	0	0	0	0	0	137	432
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UBA4644|s__UBA4644_sp900555855	336	1931	74	607	34	0	6753	1198	783	243	390	6767	2588	14	1136	1778	420	1024	833	947	1037	751	409	0	0	551	54	277	2436	189	537	1515	88	44	243	0	866	615
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UBA4644|s__UBA4644_sp900763355	394	29	0	12	200	11	162	33	36	25	0	60	90	0	34	71	0	45	36	32	18	0	642	0	0	18	0	333	0	0	19	31	0	15	29	0	12	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UMGS1384|s__UMGS1384_sp900551265	13	538	34	430	10	0	187	141	0	1102	144	76	189	0	320	151	700	40	107	83	185	117	148	0	0	147	10	981	1275	2300	76	54	0	501	0	0	111	1607
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-272|s__CAG-272_sp000433515	14	43	16	1364	0	0	2145	76	4035	175	0	74	402	0	97	9405	0	15	13	8613	0	16	443	0	13	0	0	222	21	0	0	7993	0	0	168	0	2282	128
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-272|s__CAG-272_sp900556615	1212	2437	2998	352	144	1978	83	919	4283	2221	5930	453	137	270	390	101	346	1565	1829	730	3640	2846	491	92	30	143	81	1983	42	779	620	2752	134	136	46	0	292	931
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__CAG-390_sp000437015	0	0	0	20	0	0	44	0	0	0	0	29	411	65	0	64	14	14	16	44	0	0	27	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__CAG-390_sp003523225	21	10	30	52	0	0	126	53	20	0	65	107	1140	0	124	28	0	35	42	57	23	99	0	0	0	0	0	0	0	0	0	178	23	0	0	0	25	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__CAG-390_sp900753295	0	0	0	36	0	0	549	0	0	0	22	0	19	0	28	22	72	0	25	5501	143	0	2839	22	0	48	0	0	0	0	0	18	0	0	41	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__MGYG000004624	21	0	0	34	0	0	104	0	15	0	0	11	88	0	21	63	0	18	21	850	0	10	530	0	0	63	0	19	34	0	0	118	0	45	23	0	35	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-448|s__CAG-448_sp000433415	0	0	0	53	0	0	1071	84	5637	0	0	143	36	0	0	35	0	0	0	112	0	0	1402	0	0	0	0	0	0	0	0	100	0	0	0	0	31	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-448|s__CAG-448_sp003150135	210	182	21	11341	16	261	4477	586	68	89	343	28564	1143	85	422	2626	96	27	228	22097	674	161	523	0	107	28	30	940	28	186	0	49061	10	22	6289	27	9615	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-724|s__CAG-724_sp003524145	0	0	0	55	0	0	409	0	24	124	0	29	53	42	59	82	0	0	0	424	0	0	46	0	0	11	0	0	0	0	0	89	13	0	13	0	0	45
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-724|s__CAG-724_sp900551005	24	59	35	265	16	270	197	19	37	121	0	614	1152	0	348	214	243	67	0	707	68	66	305	0	0	98	16	515	47	23	0	441	52	46	35	17	106	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-724|s__MGYG000000750	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-841|s__CAG-841_sp000437375	11	29	0	39	0	0	86	24	18	0	580	34	0	0	15	73	22	0	0	30	0	0	41	0	0	0	0	11	0	0	0	39	0	0	12	0	19	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-841|s__CAG-841_sp002479075	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	592	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-841|s__CAG-841_sp900544285	402	0	0	26	0	0	268	485	30	11	316	59	24	0	547	100	229	0	0	135	404	0	19	0	0	0	0	201	16	59	0	14	18	74	22	0	41	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Firm-07|s__Firm-07_sp900548735	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Firm-07|s__Firm-07_sp900770145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Firm-07|s__MGYG000001905	0	15	0	0	0	0	187	0	21	0	0	52	29	0	0	117	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	74	0	100	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12650|s__HGM12650_sp900761725	36	0	0	12	0	0	27	0	10	0	0	105	0	0	0	178	0	0	0	4414	0	20	10	0	0	0	0	0	0	0	0	5265	0	145	23	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12650|s__MGYG000000719	0	0	0	0	0	0	42	0	0	0	28	0	0	0	18	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12650|s__MGYG000001879	0	66	16	113	0	30	34	24	30	42	337	120	61	0	100	198	55	10	45	62	0	34	51	0	0	19	16	123	16	0	36	13	19	0	0	0	12	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12657|s__HGM12657_sp900760575	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12669|s__HGM12669_sp900761935	2240	689	34	1609	153	59	154	581	28	3258	105	125435	478	0	885	50	7481	355	143	2257	246	796	31	0	374	415	84	3897	2575	665	54	14303	98	1164	0	0	6016	47619
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12669|s__MGYG000001133	52	44	384	86	120	0	81	125	48	33	41	40	737	0	89	602	341	14	150	75	0	134	41	85	398	174	36	162	211	55	0	74	26	116	23	0	96	29
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12713|s__HGM12713_sp900754175	0	0	0	10629	0	0	344	0	330	0	0	0	0	0	26	0	0	42	42	0	0	0	4085	0	0	0	0	0	0	0	0	101	0	0	0	0	27	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12713|s__HGM12713_sp900770605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__MGYG000000350|s__MGYG000000350	16	0	186	117	17	0	51	43	87	154	0	1265	157	0	70	148	20	66	44	51	64	34	65	0	0	59	0	50	70	53	0	88	36	0	16	0	246	21
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__QALR01|s__MGYG000004503	0	0	41	69	0	0	11	15	0	0	0	509	90	0	33	89	0	0	0	0	59	0	0	0	0	0	0	0	10	0	79	26	0	0	0	0	256	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__QALR01|s__QALR01_sp900542425	0	18	18	16	162	0	0	0	0	15	0	335	16	0	50	0	0	0	10	0	17	10	0	0	0	103	0	13	15	0	42	0	0	0	0	0	0	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__QALR01|s__QALR01_sp900552255	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	44	0	0	0	0	11	0	0	21	0	177	19	0	50	0	0	0	17	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__QALR01|s__QALR01_sp900553085	11	121	14	58	0	21	86	29	15	32	0	84	25	0	248	78	21	47	40	1471	24	0	39	0	0	30	0	84	63	31	21	2232	13	103	89	0	63	29
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__RUG11130|s__MGYG000000454	0	15	0	0	0	0	750	10	61	375	0	0	54	0	0	773	0	0	0	392	0	0	198	0	0	276	0	33	0	0	0	48	58	0	0	0	245	0
