	SRR6468500	SRR6468503	SRR6468508	SRR6468509	SRR6468512	SRR6468522	SRR6468523	SRR6468524	SRR6468528	SRR6468532	SRR6468538	SRR6468540	SRR6468543	SRR6468544	SRR6468545	SRR6468549	SRR6468550	SRR6468553	SRR6468562	SRR6468564	SRR6468567	SRR6468589	SRR6468597	SRR6468598	SRR6468600	SRR6468604	SRR6468605	SRR6468611	SRR6468613	SRR6468614	SRR6468617	SRR6468621	SRR6468622	SRR6468624	SRR6468626	SRR6468627	SRR6468628	SRR6468630	SRR6468631	SRR6468632	SRR6468633	SRR6468635	SRR6468636	SRR6468639	SRR6468643	SRR6468644	SRR6468647	SRR6468649	SRR6468654	SRR6468656	SRR6468657	SRR6468658	SRR6468660	SRR6468663	SRR6468664	SRR6468668	SRR6468673	SRR6468674	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468684	SRR6468686	SRR6468687	SRR6468688	SRR6468689	SRR6468690	SRR6468693	SRR6468697	SRR6468698	SRR6468699	SRR6468704	SRR6468706	SRR6468709	SRR6468715	SRR6468716	SRR6468718
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_sp900547735	0	0	37	0	167	48	503	0	0	0	0	17	0	0	0	0	0	11	0	31	0	0	0	0	15	0	141	153	46	10	0	0	0	0	11	0	0	0	13	18	22	14	170	0	34	0	0	0	0	0	0	0	0	0	80	14	0	0	0	0	14	0	15	0	0	0	71	68	0	0	0	0	0	0	0	13	0	46
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_symbiosum	384	149	5293	1497	897	853	767	6563	1113	1180	32	11377	21	136	124	1868	11	33	0	10881	116	313	228	1874	259	718	761	693	423	106	121	193	1427	12643	3973	149	135	7767	442	190	6020	10738	1404	5285	421	331	85	10	54	668	281	185	1324	1623	42104	53002	94	1114	76	1682	12569	1653	11170	99	78	1967	1233	333504	855	15694	1061	878	75	1596	32	2694	32	722
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__MGYG000002170	120	0	0	1680	75	514	223	0	0	127	0	0	28	0	31	148	0	52	0	319	0	0	0	5665	0	197	0	116	133	899	0	0	0	0	83	0	0	664	1288	0	1086	867	171	0	0	0	210	27	0	0	318	0	42	0	0	476	440	0	0	101	137	70	0	0	0	0	6533	2000	2245	0	30	0	0	0	1204	49	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus_A|s__Coprococcus_A_catus	163987	4038	445	3882	1176	60902	96988	61329	47699	2701	45944	356	99682	156518	59969	4336	61806	567	0	687	15102	0	4658	1776	4851	73290	26590	126285	15557	93964	60373	2321	47023	2504	91272	36193	23845	1341	87472	791	2583	1010	6655	39271	17099	81805	129471	37120	1259	60946	17332	43574	21676	2817	84123	1529	26844	42478	55258	35243	478	4932	418	703	8517	25552	37243	5089	1024	124757	276	44978	18104	5924	59601	6458	1491	31681
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus_A|s__Coprococcus_A_sp900548825	4704	328	661	6200	72	2880	3011	28076	8266	26	1810	72	6827	3365	2201	115	1381	18	0	39	260	0	5393	91	27	9412	17556	3669	17128	40792	9959	568	2470	0	2247	1258	11141	388	2455	29	580	268	7853	2362	260	11117	8346	5147	12	2093	13458	15365	1227	12	10	76	18210	12783	2413	10419	146	164	13	32	2792	1000	4510	909	20	5466	0	876	990	96	8046	10580	83	26997
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	430	3016	684	65	2727	196	624	4359	5507	175	194	73	20325	1906	391	1030	577	195	0	907	281	0	1493	490	665	3046	639	781	118	2984	7008	937	58	15	681	483	1003	315	25	290	65	326	3953	74	102	372	1114	73864	0	734	7510	235	198	41	0	1438	9097	667	9498	685	160	2242	269	928	363	2092	615	166	40	805	18	468	77	948	58	663	16	137
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus_A	26	87997	12033	22	65878	37	1651	127889	205451	22	123	31	439	43723	42	1073	5971	32	0	245	53	0	1031	29	37	65733	149	212	20	106051	224858	126	61	80	256	26	492	82	44	158	48	379	532	90	627	224	8025	3028	34	46	166346	60	71	29	98	88	244973	53	301480	196	63	174	27	92	35	46134	30	485	170	19	39	18	171	53	143	0	0	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp000154245	270	6436	545	61	2246	144	192	4467	10852	60	267037	0	26217	2046	592	505	2665	0	0	362	201	0	1363	56413	397	2617	316	251489	519	3437	174076	173	521	6907	798	682	487	154	299	174	72	770	805	103	523381	5969	311010	43369	866	1240	9281	418	314	1509	2081	2077	126790	542	4641	4219	181	311	0	204496	58	6910	157	1104	131	137	0	465	1184	542	528	0	348	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp000433075	133	339	229	21	246	109	45	544	780	27	1436	598	133	170	1538	1406	32	33	0	46	182	0	176	785	42	452	64	585	135	263	1268	95	53	70	113	147	42	36	36	1511	78	539	118	206	32	133	118	234	0	91	341	30	83	0	0	1150	1412	120	1186	980	25	110	148	24	149	336	192	53	1252	193	43	29	125	52	98	177	81	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900066115	1438	1099	72	12	236	615	549	470	435	78	192042	281	10025	278	564	490	533	95	0	1027	390	0	174	1477	217	623	411	148460	208	758	67383	943	1596	360	1573	849	377	140	30	1001	650	1383	4603	2345	200000	532	4706	9186	88	1024	468	458	1703	116	58	1646	1415	169	1631	997	159	451	100	127291	299	568	587	5283	51	20	22	86	309	45	474	634	503	163
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900548215	0	22693	3735	0	20618	32	57	32335	51750	0	113	0	1702	8976	53	29	736	0	0	0	0	0	67	0	0	20205	52	0	0	23110	22124	130	0	0	34	0	0	0	0	0	0	0	0	84	0	0	387	7134	0	0	44803	17	0	0	0	0	27910	0	94934	0	0	0	0	161	0	11289	30	0	27	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900548315	0	16351	2426	36	12776	0	1281	32392	49570	27	107	276	3249	12236	28	0	881	0	0	0	72	0	0	0	0	13685	0	9691	0	29339	27031	0	104	0	650	0	433	0	0	0	254	0	1436	0	2856	237	385	30929	0	0	38917	0	127	0	0	0	21257	358	64615	36	1061	331	0	335	216	8851	0	285	0	42	54	1944	0	0	41	1285	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900761435	0	0	0	0	0	24	0	0	18	0	25	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	41	0	30	62	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	70	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	14	0	0	0	15	0	59	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900767685	12	1158	145	0	701	16	20	1538	2457	0	0	0	562	853	13	0	66	0	0	0	0	0	0	485	0	877	22	109	14	1540	3346	0	0	0	24	0	37	0	0	12	0	11	32	0	0	10	159	2823	0	14	1791	0	0	0	0	0	2570	34	4407	20	0	27	0	0	0	471	15	766	0	45	0	0	13	0	0	127	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_longicatena	363	10436	1127	5295	2205	40948	98547	102516	54325	307	8055	748	89508	137174	258144	315435	92706	712	21	174	633687	23	75136	105738	153	141354	53451	5904	8853	168513	39653	92237	138760	206	46013	43500	23127	811	146723	172678	64188	269595	83514	65304	14559	9609	24818	14734	142	66460	697	130499	9906	147	215	1578	167931	82095	83476	60055	6604	21194	37728	28642	46019	157	87142	12208	288565	6477	18118	83227	1894	3476	22497	49365	73617	721
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_longicatena_B	773	103961	10924	68467	28446	2887	14282	8246	7889	742	25640	520	31102	7771	15192	24770	7001	306	0	308	37021	11	7974	5720	555	13882	2982	78443	82735	14394	5151	37966	41123	296	32138	3661	12742	509	9352	11793	6059	12987	8206	4885	179590	34826	48792	16759	73	17524	6201	22832	55815	91	131	2080	20766	5945	6955	11915	72958	255968	2712	1628	15960	189	4773	121420	20990	80640	2882	5604	23376	43476	55936	2601	4836	400
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_sp900550865	765	5197	255	1513	816	747	3465	1832	918	47	901	134	1636	1935	3432	5416	1954	10	0	72	9168	0	1192	1983	21	3648	930	1738	2762	1641	656	2424	2507	13	1783	898	777	59	1918	2580	1240	3888	1295	1742	5180	1326	1675	540	0	1445	319	2388	1010	0	0	21	1519	1338	1648	1399	2513	7144	507	520	957	152	2191	4918	3843	2621	257	1298	637	1496	1318	786	1889	47
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_B|s__Dorea_B_phocaeensis	1318	1993	80	511	6710	1972	168	32	18	1258	57	215	80	83	76	585	42	584	0	2525	250	0	23	4009	605	861	298	23	155	42	74	35	255	179527	20	19128	65	276	486	33	448	16731	469	17	216	57	69	25	0	82	20	0	193	460	0	12448	22	36	42	23	49	343	55	102	32	227	253	0	56	0	0	391	25	242	53	49	0	500
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	44754	40118	8727	56667	17948	33771	19432	16716	20741	40019	10936	19143	75266	30208	36084	22570	25381	293	0	335	77614	42	20105	17603	2459	47997	1152	41837	46800	66884	12876	24363	53080	2859	18854	20218	21105	16068	37194	109315	717	124142	42413	33939	1447	26984	78119	17708	87	34534	28459	56261	23721	349	81	344	81371	148812	27473	38599	42237	56545	52621	10864	33961	9875	7289	3771	79424	122443	428	6383	24675	786	42805	23006	52676	230
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	429	638	6438	795	6660	2061	981	1342	661	186	860	83	11	103	83	212	19	53	0	48808	359	0	1606	854	5545	415	4191	302	1131	177	93	43	949	513237	9345	4943	276	2068	15	23	35781	42865	3334	17	396	23	52	36	117	3900	846	27	17132	98	369860	235	272	1323	248	1111	45517	3321	20	26	58	19747	2096	27683	3197	56764	127	52627	0	762	734	2839	66	43801
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp003478085	97	367	59	34	52	84	290	58	39	11	22	75	16	21	65	92	131	24	0	65	82	0	50	18	90	25	106	137	87	61	64	44	132	901	26	25	95	29	52	22	157	896	247	32	834	452	41	13	869	58	41	25	259	16	167	60	21	1104	129	71	67	118	152	43	25	66	76	775	85	19	0	95	340	116	21	163	13	56
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900066775	7140	5404	46	1535	1310	26146	3479	1891	5679	88	5041	206	45627	11276	28494	55498	4680	34	0	152	2266	0	88957	24811	64	62109	32192	8991	5988	18959	3752	256	13644	103	31556	339	32937	10490	2490	2192	267	49254	46797	1246	72	28258	28201	4921	171	6616	6693	14752	17762	75	42	101	10095	7017	18118	6741	110	516	61	4093	8790	35431	6596	1380	171	509	18	49	14604	36595	2661	5276	102	77888
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900539715	99	156	0	107	35	185	52	100	94	102	26	97	1210	61	514	25843	170	22	0	427	60	0	91	33428	80	1004	181	145	151	81	67	44	279	415	170	167	74	42	251	175	295	1435	901	34	98	179	395	72	0	41	314	114	54	35	1079	139	150	230	335	27	98	61	49	10	177	734	655	113	69	207	51	28	52	213	81	112	47	1407
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900544445	2551	1065	13	0	4055	17	108	265	227	278	0	507	421	14	920	165	14	3987	0	109158	0	0	0	973	134595	22	36	49	55	0	0	0	0	177	1386	0	13	0	0	37	10	448	4041	0	41	59	16	0	0	12195	12	0	2260	0	166	1105	0	0	0	28	0	152	0	255	0	0	0	0	0	0	0	23	0	324	0	2177	0	28
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900548905	36	0	15	0	0	0	19	0	0	0	0	21	0	0	0	0	0	0	0	10	0	0	0	0	37	13	0	56	16	0	0	0	0	42	0	0	0	0	0	0	13	15	17	15	40	0	0	0	0	11	0	0	14	0	0	0	0	31	0	11	76	18	0	0	0	0	0	216	0	0	0	53	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900550285	15	0	0	12	82	24	16	75	51	0	0	18	19	45	206	123	0	0	0	48	52	0	111	1172	0	10	14	0	0	0	85	1240	33	30	0	0	0	78	32	55	230	40	15	621	0	11	11	0	0	0	32	0	0	14	12	12	0	30	57	63	13	164	0	0	0	31	27	13	87	0	0	105	18	231	0	23	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900555195	17051	897	110	56	1348	75	54	491	33	182	10	265	98	180	2918	1279	52	832	0	739	16	0	19	323	5240	88	61	5416	10	13	42	94	45	2002	776	30	43	13	41	86	48	418	637	0	150	319	420	0	0	917	59	0	731	0	1131	1966	14	57	22	104	20	44	45	1143	130	406	51	101	89	16	0	24	0	1570	0	639	0	168
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	7000	2309	1223	128	1068	904	4347	1447	717	67	27	5787	277	860	1194	75	315	256	49	117	345	0	2504	3242	15808	3672	2170	15169	3499	1715	706	658	2931	152	6982	427	1038	315	118	2145	2241	222	6450	160	112	1003	316	629	0	1839	2082	170	4054	12	16	496	1023	2934	1316	2491	17968	4857	133	430	348	1546	2324	62	62	895	19	6724	301	397	281	182	51	176
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__MGYG000001809	20344	295	182	0	1506	353	223	245	123	2141	0	356	548	171	903	1555	202	1486	0	11484	0	0	1043	7210	14193	0	481	715	294	290	94	113	235	9593	889	107	464	0	68	37	513	1008	1430	112	145	1065	347	60	0	3636	200	0	17020	0	0	613	0	541	274	189	0	302	41	129	0	0	0	2660	0	0	0	923	0	433	127	17822	0	1667
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__MGYG000002148	82	16	0	0	0	51	46	11	32	15	0	0	0	11	0	506	0	28	0	38	246	0	0	136	10	139	38	547	0	0	23	15	61	17	0	265	0	0	0	213	16	61	20	0	86	16	0	0	0	26	19	0	10	0	0	0	0	17	0	13	57	27	12	0	0	0	43	293	34	64	0	69	0	12	17	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis	1209	410	446	1243	444	2140	650	1663	449	11510	1657	6970	35	15	358	3508	20	108	38	16453	199	102	1253	3750	51	490	261	2320	1228	183	503	3051	701	8227	1051	886	70	284	1370	281	5319	29811	959	2193	113490	677	30	67	44	642	122	506	1264	303	9517	16645	392	763	670	2996	1946	992	11848	144	224	1157	1285	79731	2577	2887	1645	2031	80	4529	266	675	71	2782
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis	28	1171	1215	12	2086	490	328	17	20	81	419	79	0	0	0	64	0	32	0	253	215	0	1137	612	18	649	390	62	3335	28	20	96	92	43	4425	473	432	1360	871	0	329	262	782	4871	4609	145	0	0	14	588	31	17	74	11	12	17	0	174	118	40	2724	2026	320	12	10	1964	4429	202	6033	85	16	6633	0	233	88	954	0	2173
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae	12334	11852	13419	15775	7434	3635	2708	10476	2267	7829	1097	31600	721	911	3247	82982	0	5023	879	138255	2526	1037	5893	27497	3066	2894	66108	17457	15441	16873	3923	17113	25081	450193	9744	2840	3379	5045	7297	23110	26634	24393	12026	20984	286620	3457	1363	802	7779	5662	3856	2547	9536	9318	349898	13001	1024	3819	2699	6878	22215	16508	63793	3945	10021	18710	21696	550127	53548	2355	3396	11974	4241	53309	32157	10122	10158	25821
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	523	1881	1853	731	1296	228	452	1550	382	1675	473	1777	39	349	222	106	90	160	0	8209	222	0	4258	1648	508	1259	7395	1688	1703	3026	465	3078	2995	339	1045	417	1183	99	132	106	2167	11910	2531	1045	38102	662	172	27	16	2082	525	395	935	16	146	134	121	773	561	1293	11335	1167	6098	374	432	4989	3511	2648	2354	266	54	391	12	1179	3451	949	336	445
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis	290	65	1951	247	45	207	441	62	112	1559	37	2646	101	70	274	715	34	59	0	10867	47	2261	27	777	73	89	148	246	113	198	57	3831	4293	15763	1565	75	454	234	3239	5511	4048	1613	403	2820	23893	266	103	19	66	49	33	112	2289	1641	1519	16012	159	133	48	429	2859	2427	1688	29	651	5472	2130	737049	3448	1164	93	378	142	1573	728	104	40	258
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis_A	30	14	47	36	12	0	18	23	0	120	0	185	0	0	0	235	0	0	0	388	0	24	0	32	0	0	36	49	0	16	0	76	39	611	90	0	0	15	46	49	79	73	10	101	20698	10	0	0	0	0	0	0	21	12	1420	3310	0	0	0	35	29	263	294	0	13	46	38	60252	59	332	0	20	0	32	0	24	0	35
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	1546	164	2540	272	275	180	558	326	409	1427	138	47	0	40	28	717	0	513	0	6079	30	0	101	73	221	70	9570	1475	1108	367	235	1934	1941	489	486	113	288	76	70	0	6356	6464	1948	648	71215	11	15	29	11	802	757	326	1849	12	42	42	308	404	402	986	5063	180	8654	116	201	896	3283	1355	319	1824	353	441	0	5583	1605	73	0	211
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp000155435	25	405	4246	2746	288	426	811	52	1650	98	124	28	68	61	279	37	0	47	0	18519	273	0	2737	31	0	128	2633	873	3387	148	58	184	35	92	961	94	822	290	13	13	70	200	168	1489	1202	39	62	258	0	126	353	29	3586	0	54	85	39	792	11	350	5263	1148	108	17	236	5233	22	870	42	29	13	358	0	1603	2656	1878	15	42
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp000431375	236	32572	292	64	4091	2799	185	461	7630	2900	1446	226	969	1228	553	32868	2224	276	0	125	1008	0	10224	2569	84	2189	589	16010	25595	40064	18516	505	47241	100	6833	4454	6602	661	253	143	408	17586	8898	618	68	1452	4123	2308	5658	2455	5575	2788	3407	50	28	2134	1804	2649	2381	17105	363	386	290	353	43921	37511	704	642	158	1077	61	3353	34236	16186	112956	353	85943	161
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp001517625	609	2309	54	22011	399	780	152	137	196	2315	56	5915	782	69	230	14221	233	121	0	25936	151	0	782	698	519	394	246	163	3340	1344	139	853	191	190	174	528	308	6782	5763	7569	17157	3216	1700	2224	401	364	463	215	819	699	89	105	122	48	36	196	138	152	809	2542	22240	19884	5273	74	1297	1284	6369	14660	215418	2485	6651	504	148	4597	12980	85	6545	135
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp005845215	0	19	17	10	391	14	0	650	629	11	0	21	0	0	24	165	0	43	0	46	124	0	336	48	0	466	44	62	11	17	0	11	13	54	17	71	0	2732	0	16	17	43	87	30	259	0	149	0	31	260	265	0	0	0	24	60	20	0	0	164	0	111	124	0	0	512	1240	4025	56	0	0	0	0	12	396	23	0	170
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900538485	0	41	44	29	27	0	0	0	19	17	12	12	0	0	67	33	0	0	0	695	94	0	0	0	43	18	118	74	105	42	49	18	0	0	0	16	75	23	0	17	112	369	20	32	12	19	11	0	11	18	36	0	0	0	0	11	0	337	27	0	36	14	144	11	0	0	25	0	123	29	22	16	89	0	129	19	53	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900540675	52	52	27	32	10	16	17	138	31	39	0	51	50	35	46	171	0	15	0	235	32	11	24	179	0	39	25	0	24	34	22	43	131	171	12	18	0	38	0	37	135	1113	178	28	2120	43	24	19	0	35	74	0	77	43	37	33	23	58	13	345	20	44	0	0	0	113	44	2106	76	18	13	0	27	30	0	12	0	31
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900541315	161	3387	7786	184	288	747	537	317	6044	1680	347	2482	1262	1136	2820	4215	1191	678	0	121	541	0	4326	128	1605	638	8354	5159	501	26702	4268	5445	24658	0	5644	708	3965	8396	836	274	421	2406	2596	12875	22	2052	7916	1012	320470	995	4619	2170	2953	19	104	909	430	2153	2341	5033	8536	62	6492	9517	9203	1151	8426	978	90	2924	242	1854	5488	429	9401	161	3198	51
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900543885	242	451	252	28	55	70	38	173	487	163	388	329	81	75	991	1664	65	698	0	11	50	0	376	834	513	58	551	407	302	6907	402	309	2077	20	252	143	233	555	63	18	21	152	291	231	121	160	574	99	22223	80	297	207	215	10	0	139	103	57	378	420	545	17	494	563	1101	614	743	25	14	14	17	120	5035	270	1598	713	1093	114
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900547035	3964	129	1259	501	1289	30	45	65	85	3021	389	6208	56	605	1131	170	473	3545	0	128	23	0	32	120	8311	20	11373	657	39	58	437	77	24	31	371	628	0	57	89	85	14	320	3396	35	111	803	181	106	0	5313	270	0	197	0	37	58117	49	28	62	829	16	311	1358	1724	41	26	67	35	56	0	0	3425	13	43	43	1942	30	6308
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900549235	317	486	48	1706	294	156	148	186	1888	151	140	19	183	0	0	514	531	172	0	160	1687	0	234	379	41	201	1539	386	891	877	736	218	1318	10998	209	172	2708	78	502	1400	1471	2183	481	1477	152	127	1967	47	156880	168	590	109	0	8523	378	1412	42	789	566	42	85	341	19	168	1483	185	318	102	844	255	0	67	3044	675	1866	202	2466	189
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900551225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900555045	0	20	205	18	14	34	126	763	176	35	0	27	0	44	14	56	0	0	0	4854	364	0	288	124	11	26	2842	39	1270	205	59	73	267	17	0	526	38	21	560	23	2307	49719	22	15	132	23	42	12	3097	14	30	36	88	13	19	58	0	0	37	27	0	0	742	82	78	293	118	82	130	0	562	25	32	31	93	0	12	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900555905	15	16	139	223	13	0	29	17	0	38	0	20	11	0	44	171	10	0	0	162	0	0	0	143	59	0	89	50	0	0	0	28	13	244	23	20	13	16	68	48	59	274	39	0	549	14	0	0	0	0	0	0	12	0	33	217	0	16	0	0	44	63	105	0	0	183	21	68	122	31	0	71	0	29	17	10	0	65
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900753815	25	24	125	0	0	397	0	14	358	455	10	35	15	18	0	15	0	29	0	23	10	0	145	13	0	60	57	30	2128	66	80	35	11	10	711	0	108	12	58	24	0	52	20	57	43	36	239	12	0	0	53	0	0	0	0	40	87	19	0	0	0	13	25	0	23	68	626	44	16	73	0	13	0	0	43	19	0	130
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900759225	0	0	0	55	0	1600	0	0	0	0	0	0	0	10	0	27	13	0	0	125	0	0	0	48	0	0	15	0	0	0	0	0	0	79	14	44	0	0	112	13	0	26	23	0	32	24	11	0	19	0	0	0	0	0	0	23	0	0	0	32	0	23	0	0	0	0	0	0	61	35	0	0	0	0	0	18	17	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900770345	67	47	117	10	25	22	13	46	15	19	18	62	33	22	83	164	36	30	0	177	18	30	15	85	23	21	0	285	22	39	17	22	17	85	156	24	10	59	30	106	56	73	212	25	234	27	62	50	192	15	38	94	40	270	143	246	39	27	27	39	12	143	65	282	61	17	82	1044	33	12	0	24	18	0	21	176	0	191
