	ERR9830061	ERR9830063	ERR9830064	ERR9830066	ERR9830067	ERR9830069	ERR9830070	ERR9830072	ERR9830073	ERR9830075	ERR9830076	ERR9830078	ERR9830079	ERR9830081	ERR9830082	ERR9830084	ERR9830085	ERR9830087	ERR9830088	ERR9830090	ERR9830091	ERR9830093	ERR9830094	ERR9830096	ERR9830097	ERR9830099	ERR9830100	ERR9830102	ERR9830103	ERR9830105	ERR9830106	ERR9830108	ERR9830109	ERR9830111	ERR9830112	ERR9830114	ERR9830115	ERR9830117	ERR9830118	ERR9830120	ERR9830121	ERR9830123	ERR9830124	ERR9830126	ERR9830127	ERR9830129	ERR9830130	ERR9830131	ERR9830132	ERR9830133	ERR9830134	ERR9830135	ERR9830136	ERR9830137	ERR9830138	ERR9830139	ERR9830140	ERR9830141	ERR9830142	ERR9830143	ERR9830144	ERR9830145	ERR9830146	ERR9830147	ERR9830148	ERR9830149	ERR9830150	ERR9830152	ERR9830153	ERR9830154	ERR9830155	ERR9830156	ERR9830157	ERR9830158	ERR9830159	ERR9830160	ERR9830161	ERR9830162	ERR9830163	ERR9830164	ERR9830166	ERR9830167	ERR9830169	ERR9830170	ERR9830172	ERR9830173	ERR9830175	ERR9830176	ERR9830178
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-882|s__CAG-882_sp900545175	12	0	29	0	0	0	14	200	14	0	0	0	81	0	0	64	18	568	12	105	17	0	18	31	87	570	0	0	0	63	13	0	0	16	0	76	11	42	0	54	0	187	0	27	10	0	0	0	0	28	0	0	0	7139	0	0	14	36	162	3842	24	0	0	0	22	0	285	11	0	750	11	88	45	18	46	21	26	126	15	0	414	0	20	0	21	0	14	0	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-882|s__CAG-882_sp900545455	0	0	0	28	0	0	0	6953	0	0	0	23	571	0	0	17	0	8344	0	5065	0	35	0	0	0	5762	0	0	0	0	0	0	0	68	0	28	0	0	0	181	0	12340	0	1158	0	0	0	0	0	0	0	0	0	5917	0	0	63	44	13	0	0	30	0	0	0	0	3155	0	0	8847	0	0	0	0	37	0	43	40	0	0	0	0	89	0	25	0	0	0	217
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__CAG-95_sp000436115	227	62	120	554	0	335	968	7763	91	38	33	61	0	38	0	1298	23	4853	296	179	95	857	56	264	43	83	0	126	62	227	35	79	43	116	40	127	0	186	23	13560	163	93939	0	63	74	0	244	1177	46	43	0	66	0	2096	2057	1159	78	149	100	503	33	0	0	22	134	0	7041	46	1554	450	36	4663	401	0	2179	61	155	146	3134	556	6387	3672	4467	401	5610	70	78	0	1357
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__CAG-95_sp000438155	33	39	39	604	74	627	1388	13037	0	0	11	23	64	14	21	2115	14	8543	492	275	69	1259	42	169	35	88	30	18	70	184	20	133	0	47	0	56	0	92	78	22956	209	412	0	0	48	0	151	2038	24	30	0	20	0	1758	0	553	22	31	39	141	12	19	0	18	60	504	14855	135	2382	473	78	8286	601	38	3775	77	51	100	5747	1003	11372	6828	3457	496	8879	12	0	0	2134
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__CAG-95_sp900066375	7343	1652	115	367	11	42	409	8603	41	117	51	28	205	39	30	3606	82	10946	188	121	421	1833	58	191	423	21	23	20	72	200	119	390	56	334	0	342	14	259	51	485	22	21752	0	257	93	0	574	32	259	22	29	286	0	1280	11	989	124	96	13	19373	52	41	0	88	332	54	3060	51	2341	37584	251	1089	2296	91	789	221	390	324	1183	412	5720	2434	11480	1441	698	14	447	0	1207
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__CAG-95_sp900553305	0	0	0	0	0	22	55	354	33	0	0	0	25	0	0	48	0	207	15	17	0	22	0	0	0	0	15	0	0	15	0	0	0	0	0	12	0	10	0	449	11	27	0	0	0	0	0	65	0	0	0	0	0	47	0	0	12	0	0	25	0	0	0	0	0	0	284	0	68	15	47	204	18	0	68	0	19	0	210	19	251	142	112	17	260	0	0	0	83
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__CAG-95_sp900554925	0	80	30	87	0	19	91	218	56	0	20	0	26	24	21	38	17	39	0	86	81	93	117	155	26	60	23	0	62	35	17	103	22	21	349	56	0	17	0	51	11	21	0	0	38	0	29	0	16	27	0	20	11	72	0	0	48	51	161	22	29	11	0	31	64	45	0	169	31	187	69	37	141	47	79	338	194	114	43	0	94	10	35	16	33	0	31	0	149
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__MGYG000000325	0	16	0	31	0	43	80	858	18	0	0	0	0	0	0	105	0	532	35	33	0	88	0	0	25	24	0	0	0	12	0	10	0	15	0	18	0	13	0	1805	19	70	0	18	0	0	12	126	0	0	0	0	0	127	0	46	30	13	0	201	0	0	0	0	19	0	709	0	130	258	0	417	44	0	231	0	15	13	466	65	708	339	218	25	711	0	0	0	143
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-95|s__MGYG000002657	179	21	11	14	35	19	0	287	171	29	58	38	11	26	40	36	15	130	0	11	38	59	12	28	149	36	45	0	0	15	28	14	31	28	0	50	11	22	21	476	0	42	0	0	55	0	35	63	0	14	0	22	11	117	0	67	57	273	56	51	14	10	30	178	23	37	43	0	67	35	288	36	63	113	135	147	825	39	112	51	272	45	98	25	23	0	0	0	184
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CHH4-2|s__CHH4-2_sp002899675	11	93	0	0	0	0	0	0	28	0	12	0	0	198	0	0	0	0	0	0	40	34	18	0	0	0	66	0	118	0	78	0	0	0	0	0	0	0	27	0	0	0	0	0	16	0	0	0	13	0	31	0	128	19	0	0	0	0	65	0	12	0	0	0	0	0	0	0	0	35	11	13	0	17	0	0	10	208	66	0	0	0	0	16	30	0	12	0	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__COE1|s__COE1_sp001916965	2546	104	118	3032	58	37	51	159744	23879	54	17	61	5648	76	0	364	257	38141	408	65675	278	375	59	144	30	125	75	95	78	7151	96	132	0	14782	38	369	108	107	0	3031	8497	10498	87	103	201	37	920	114	302	25	84	458	165	54650	955	523	140	56	248	3073	0	62	18	65	41569	89	395	122	1845	304	330	228	180	3384	133	320	159	246	128	832	14581	339	27733	97	462	19	79	0	8045
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__COE1|s__COE1_sp900753305	124	111	117	856	28	178	864	51190	648	79	80	99	370	136	309	301	386	1343	58	2208	676	178	574	180	147	209	246	0	275	246	184	550	45	814	57	747	100	60	68	235	333	1005	0	108	128	0	132	139	85	23	25	275	85	78665	3408	101	382	269	1219	177609	49	23	0	32	1354	146	372	306	130	1472	1228	569	844	385	694	448	642	1070	814	135	848	251	1927	484	240	0	218	0	317
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_sp900553975	0	0	0	34	0	10	40	0	81	0	114	0	0	0	0	0	20	0	0	0	0	14	0	166	22	0	19	52	0	0	0	0	15	0	0	0	0	10	0	0	0	0	23456	19	11	0	0	23	0	211	0	30	0	11	0	12	0	24	0	0	0	0	1422	241	0	42	0	0	0	0	10246	19	0	272	20	11	318	103	1979	0	0	0	0	30	0	0	39	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_sp900557175	0	0	0	0	0	19	0	0	0	0	0	0	14	22	0	0	0	0	0	19	0	0	14	11	49	0	0	0	0	0	0	0	10	0	0	0	14	0	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0	0	0	136	15	35	0	0	0	0	0	0	11	0	0	18	0	73	35	0	0	0	1389	126	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_sp902363555	0	85	0	0	17	0	180	0	102	19	0	0	0	0	55	10	106	10	63	0	173	12	10	10	0	838	18	0	0	0	0	0	32	18	61	0	0	0	28	0	0	93	19	15	17	0	0	0	32	0	0	0	0	150	0	0	143	0	95	37	13	0	0	15	0	135	28	17	0	11	54	0	0	52	38	27	49	0	65	0	0	38	0	52	104	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__MGYG000003867	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	39	0	0	38	0	0	0	0	0	0	0	13	0	54	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	177	0	44	0	1795	0	0	0	44	0	0	23	140	0	21	0	0	0	0	0	0	0	0	0	0	45	0	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_AP|s__Clostridium_AP_scindens	11	178	307	11	706	13	0	0	43	28	49	10	14	190	8458	0	20	51	11	25	109	13	6438	54	158	0	30	0	49	0	16	0	14685	0	312	0	48	46	805	13	0	11	468	0	50	0	16	10	228	0	65	224	1181	0	15	0	298	156	10627	63	2221	54	3573	77	54	5564	11	15	10	255	16144	37	97	213	55	95424	610	49	649	67	18	164	13	82	49	569	57	105	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_N|s__MGYG000004879	0	69	0	535	0	12	0	74	0	0	0	111	22	0	0	12	21	26	0	0	0	0	0	0	90	0	0	0	0	0	15	0	13	0	42	29	0	29	0	28	0	24	0	0	0	154	195	0	0	0	0	37	0	71	0	0	31	0	16	312	0	0	0	38	10	10	0	0	0	33	42	0	10	12	0	113	34	181	0	0	0	0	0	25	0	0	0	17	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_saccharolyticum_A	226	77	144	175	56	103	2163	46	110	572	1307	42	19	1387	41	244	124	130	165	118	178	164	3646	186	27	92	88	45	128	121	275	36	572	110	83	164	32	331	84	607	56	93	0	162	957	0	200	142	166	148	40	87	28	170	0	74	1227	223	12151	89	513	385	675	99	98	451	75	202	93	773	824	267	102	243	588	2904	478	187	493	215	174	358	216	274	265	2091	64	0	120
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_sp000435655	0	0	12	11	0	40	0	0	645	0	0	0	70	0	0	0	0	0	0	0	0	108	0	758	125	0	793	438	11	0	0	0	9728	0	0	11	0	0	21	0	0	0	0	0	268	0	0	0	0	0	0	12	3874	0	0	0	0	0	0	13	0	16	32	488	0	0	13	27	0	0	46	0	26	4150	0	33	1615	11	530	0	0	0	0	16	0	0	148	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_sp003024715	117	18064	14915	3434	59	1060	121	741	23	1556	50	1469	13	9907	191	2853	2612	2943	602	7237	8756	1826	97	14360	718	331	2303	6555	1813	1816	1978	1667	42	8479	701	6128	34	10822	239	1951	1033	2398	45	2255	6655	33	536	3788	882	25	13	406	35	2446	0	2824	270	4444	36	1761	3281	531	350	6794	555	598	678	3868	228	97	159	823	1032	2459	1293	145	4769	11886	3399	2327	4254	1310	3596	14413	2119	0	556	0	1101
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_sp900547735	0	33	0	0	0	0	0	0	104	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	12	34	0	0	22	0	0	0	0	13	0	1458	0	61	16	32	10	0	0	0	0	0	0	0	0	38	0	0	0	25	27	85	0	0	0	25	0	0	65	16	0	0	21	0	0	0	329	0	36	100	0	69	0	0	0	0	0	0	0	10	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__Clostridium_Q_symbiosum	17	973	118	75	169	0	1897	0	85	27	297	32	56	830	4454	10	17	33	25	121	249	62	1052	721	1835	83	138	59	75	17	89	315	632	20	108	32	276	37	1964	18	13	0	164959	15	551	0	25	184	605	54	531	495	157	0	0	24	414	13	82033	37	969	132	1084	36	0	13248	15	53	18	131	1193	48	100	267	39	722	158	197	121	88	157	39	39	981	60	732	73	321	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_Q|s__MGYG000002170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	141	0	0	79	94	892	16	0	0	885	62	0	0	0	0	1387	0	0	0	0	0	83	0	0	0	0	0	0	0	274	49	0	0	0	0	746	25	0	0	0	76	0	0	355	0	0	0	0	0	0	351	0	40	162	102	116	0	0	14	0	85	0	0	39	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus_A|s__Coprococcus_A_catus	4024	8413	3597	2209	53	2836	338	3432	2492	9518	22429	0	49	36	11866	931	2200	4865	5625	2570	86	198	588	1986	3591	0	6848	29	2223	1954	4534	1509	333	4000	0	7511	240	3465	158	1606	4762	11056	58	2661	747	0	3118	744	442	3313	43	4405	100	5364	3115	6734	35032	46590	269	4719	7455	7579	142	1397	3776	446	2144	201	2416	446	7714	25222	5355	34415	6339	1956	107546	10287	908	5479	10210	954	2061	14445	7898	0	136	0	12589
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus_A|s__Coprococcus_A_sp900548825	1978	215	96	107	38	149	139	527	142	206	513	0	26	12	358	1510	68	189	224	1238	23	34	0	131	143	81	325	0	87	198	644	112	0	144	0	338	0	325	0	1356	122	214	0	74	14	0	1043	250	0	128	0	758	0	2213	0	1445	1160	1346	17	1528	307	302	100	1887	99	0	83	210	680	67	241	2895	3161	766	8131	71	2961	641	14	209	386	1653	606	237	1603	0	40	0	1447
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	444	20	60	3179	21	108	21	66	1471	42	135	21	0	14	460	590	259	473	1031	571	133	104	1013	10	474	33	34	0	163	151	46	741	558	952	92	136151	130	496	110	177	14	173	40	55	118	0	85	185	154	0	15	381	0	225	22	6143	173	53	194	337	137	36	23	121	1853	83	64	70	126	3350	525	103	90	5319	39542	128	337	310	486	463	126	1883	132	918	511	0	39	0	679
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus_A	429	0	0	106875	0	0	280	34	30497	0	0	27	0	13	76	34	1535	154	16	13623	0	237	22112	37	7025	0	0	0	0	3617	21	15772	0	23116	0	310	50	14564	0	148	0	17	22	0	33	0	0	3596	2186	0	0	0	17	148	34	178912	0	51	13	30	0	0	0	0	64026	20	94	13	26	110840	67	181	170	85	999	143	28	125	0	412	33	36669	45	4217	9123	0	13	0	1164
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp000154245	115354	0	647	796	0	107	784	214	383	87	136	2196	0	72	126	103	633	0	63064	135	220	0	742	0	8585	43	160	0	175	2164	0	1056	0	1731	0	4397	0	57341	0	757	416	118	0	0	100	0	69550	16801	442	0	0	0	0	115887	0	4962	271	162	0	2152	0	0	131	311	2281	0	389	32	22630	3626	171	165178	32	195	1409	194	263	0	507	46	69	12719	0	345	8404	0	0	0	386
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp000433075	350	0	44	491	0	60	0	21	34	0	20	65	49	0	0	25	36	52	13	124	12	44	118	10	44	0	23	0	0	73999	51	129	0	194	10	607	0	97	0	12021	0	55	0	12	119	0	27	23	26	0	0	27	0	88	0	903	66	33	22	766	28	0	0	0	286	0	17	23	13	442	73	27	15	11	118	0	316	25	36	15	68	247	407	26	416	0	55	0	293
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900066115	1678	42	63	47	30	69	12	496	152	22	24	2521	40	19	12	56	41	206	1077	125	92	79	137	32	428	68	35	34	54	821	37	23	71	65	37	143	0	790	0	82	0	300	0	49	95	0	1521	10537	90	72	0	75	72	2523	0	223	196	174	101	248	128	53	13	33	45	88	80	387	15643	485	309	102353	92	152	280	199	257	344	74	31	194	190	109	114	3048	16	136	0	393
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900548215	18	0	0	32109	0	0	0	0	8740	0	0	0	0	0	0	0	193	0	0	1586	0	0	6726	27	370	0	0	0	0	498	0	1872	0	6221	0	25720	0	536	0	0	0	0	0	0	0	0	33	302	436	0	0	0	0	25204	0	53128	0	0	0	19	0	0	0	0	16666	0	0	0	0	23838	0	81	0	67	8101	0	0	0	0	0	0	5288	0	763	1022	0	0	0	116
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900548315	1218	195	99	24931	0	0	88	453	6711	0	0	966	0	362	0	405	159	220	332	6251	29	0	5401	0	1575	50	0	353	36	1127	0	6766	97	4361	146	46743	279	519	0	0	757	604	0	0	149	0	0	204	573	0	0	0	0	150	0	41392	0	0	0	0	453	203	233	62	15755	0	0	42	0	35056	0	114	0	4028	23754	81	0	0	0	933	523	4763	818	1595	651	0	107	0	1219
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900761435	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94328	0	0	0	0	0	0	0	0	0	0	268	0	0	13	0	14	0	32	0	0	0	0	0	0	0	0	0	0	0	0	27	16	0	0	0	0	25	0	45	0	0	0	110064	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp900767685	0	0	0	923	0	0	0	0	314	0	0	0	0	0	0	19	21	0	0	239	0	0	328	0	75	0	0	0	0	59	0	195	0	257	0	986	0	181	0	0	0	579	0	0	0	0	0	52	19	0	0	0	0	164	0	1823	0	0	0	0	0	0	0	0	648	0	0	0	0	988	0	0	0	66	1121	0	0	0	0	0	0	503	0	44	94	0	0	0	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_longicatena	3862	94	6582	821	55	1665	211	240	114	3657	22918	1604	1678	2088	15747	2664	11346	2299	2996	690	7948	3013	4056	279	3973	15	1628	1830	118	1446	7673	1959	162	7127	17	4633	15	5057	961	610	322	2572	25	908	29176	0	8551	541	3747	119	58	8306	168	8262	0	3326	4175	60621	20	592	12	33686	12667	247	3354	650	927	17875	5602	4969	1069	24103	5361	18118	12830	978	87307	1290	551	2988	26117	6458	1235	11167	117	0	36	0	2824
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_longicatena_B	1626	61	357	483	29	504	2201	165	109	484	1668	783	143	178	820	676	709	198	362	1311	727	2706	565	2912	3021	18	212	459	1114	1220	2471	259	49	422	23	1074	0	648	90	57	565	154	51	4288	2084	0	2112	902	359	1901	0	968	2493	3407	24	4731	584	10082	280	7943	15	1957	867	123	1181	254	85	1426	2756	434	584	5255	1071	883	23484	251	12177	15002	3591	1537	14776	1068	2330	539	36	0	29	0	776
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A_sp900550865	65	36	70	94	14	34	95	32	22	120	298	35	72	46	199	141	109	43	53	121	136	170	652	121	161	23	83	48	102	40	139	49	19	138	0	101	0	59	14	23	20	37	0	152	402	0	199	35	66	38	0	139	77	201	0	156	72	821	27	194	0	490	212	36	85	0	13	490	187	228	394	475	135	254	735	144	1651	361	123	78	861	144	98	162	0	40	50	0	55
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_B|s__Dorea_B_phocaeensis	0	0	0	0	0	0	0	0	23	0	74	138	27	0	0	16	0	0	0	0	0	1284	24	12164	0	0	0	0	0	0	0	0	41	0	0	53	437	0	16774	0	916	0	181726	0	75	49	0	0	33	0	6902	384	0	0	0	0	115	21	1850	0	30	51	0	38	0	45	0	2990	22	0	1294	24	0	14850	25	177	27668	126	97	0	0	33	0	0	0	40	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	2033	1581	1442	504	610	949	3223	603	1308	407	3628	18	976	1207	31	1179	3290	1534	1295	2746	47	2002	7446	883	1071	277	1162	477	27	580	3488	1015	194	1355	192	966	946	2306	280	1398	790	1415	72	4281	10744	15	1357	1206	1222	956	32	3462	0	2349	21	2698	17131	28002	22177	4510	1173	2229	3429	2736	1319	6470	1491	1338	1674	72	26991	10269	1903	2276	5088	528	60246	10634	8411	515	4451	899	1245	1202	1244	0	1481	50	1844
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	0	0	74	21	1709	0	30278	0	100	50	10661	36	89	87	22	0	52	51	35	449	2603	1250	11369	47	190	33	1127	35	403	0	29	39	13158	0	1586	20	29	320	143044	55	72	91	255	154	1920	0	107	17	361	43	471	1994	16665	151	0	0	720	0	56292	50	1280	975	27	170	45	7738	120	251	187	350	4436	32	0	1790	127	16653	907	60	7213	107	154	168	183	582	203	144	1011	0	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp003478085	23	0	0	0	0	0	27	38	201	0	46	0	46	0	157	39	0	15	20	42	41	10	44	0	56	11	18	17	10	0	11	0	509	29	2223	0	36	0	167	0	0	260	119	11	2296	0	26	0	27	0	59	0	12	88	0	24	34	70	421	46	13	19	212	0	0	933	2892	12	19	12	96	77	22	31	56	25	58	50	600	10	71	11	11	374	12	0	16	0	23
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900066775	1344	15721	348	5366	31	1568	247	523	129	37	186	28	5149	903	1754	7873	1215	3252	533	671	122	874	4104	479	396	102	22	68	11	378	685	1409	36	2153	18	4743	0	1393	24	66	214	405	0	347	706	0	3995	573	820	433	42	368	0	2112	69	700	7056	18057	18	1964	2036	44	10	676	668	66	1318	1823	713	863	224	9042	1288	1497	2636	54	2440	507	115	144	6731	86	2377	46	154	0	2262	0	2461
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900539715	13	336	10	53	0	0	10	0	42	0	0	0	15	23	79	116	0	76	17	13	11	21	141	0	0	20	20	0	0	0	0	0	399	67	0	132	0	13	29	29	0	0	155	19	14	0	10	0	16	0	0	0	0	55	0	20	64	347	95	30	39	0	53	47	11	23	43	60	0	27	266	171	15	131	109	368	125	0	20	16	14	0	20	177	0	0	33	27	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900544445	0	51	0	10	0	0	0	0	0	0	12506	0	102	0	13	18	24	0	0	0	0	0	63	0	20	0	0	0	0	0	0	0	0	0	47	147	12	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	81	0	45	0	358	10	0	0	0	27	0	54	0	0	50	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900548905	0	0	0	0	0	0	0	0	0	0	26	0	0	0	320	0	0	0	14	0	0	0	39	0	0	0	0	0	0	0	0	0	109	0	172	0	188	0	40	0	0	0	0	0	372	0	0	0	11	0	61	0	0	0	0	0	0	538	41	0	0	0	30	0	0	0	12	0	0	0	25	0	15	0	0	27	0	0	15	0	0	0	0	75	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900550285	0	0	29	0	11	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	33	0	19	0	0	12	0	14051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	15	0	0	0	0	13	0	0	0	23	0	0	0	0	0	23	51	0	130	28	0	0	0	17	0	0	0	0	20	117	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp900555195	0	169	0	17	10	0	2185	0	11	205	99	0	0	0	15	23	0	52	0	0	0	0	84	0	182	0	0	0	0	0	0	10	30	0	123	0	12	0	24	0	0	0	0	0	553	0	94	0	232	0	36	0	0	0	0	0	125	11	187	12	791	17	0	72	0	37	20	144	17	0	261	14	0	23	27	40	36	0	0	10	0	38	873	14	0	0	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	507	461	178	70	0	110	1743	153	147	489	4240	82	212	168	32870	152	365	79	1149	90	426	218	4475	293	2983	65	794	115	35	49	208	0	22300	49	77	31	32837	145	5816	36	83	386	0	37	96643	0	77	89	2083	191	6728	20	1078	397	0	261	3197	17	30025	904	2042	1036	8662	716	104	14	58	752	86	19	4375	272	1336	645	520	9669	1939	229	1085	1531	290	336	165	18847	426	90	514	0	1165
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__MGYG000001809	0	295	0	0	0	0	0	0	20	0	1350	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	85	0	0	0	0	0	1404	0	0	0	0	0	1580	0	0	0	0	0	3655	0	0	0	0	0	0	0	0	0	0	0	1051	0	879	0	152	0	0	0	0	0	0	0	0	0	234	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
