	SRR5898948	SRR5898950	SRR5898978	SRR5898979	SRR5898980	SRR5898981	SRR5898983	SRR5898984	SRR5898985	SRR5898986	SRR5898987	SRR8865572	SRR8865575	SRR8865576	SRR8865578	SRR8865579	SRR8865580	SRR8865586	SRR8865588	SRR8865589	SRR8865590	SRR8865597
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp900552475	130	187	114	111	601	261	0	82	3368	101	2190	154	35	0	79	400	1846	10713	0	116	291	75
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp900552725	132	22	14	14	61	168	13	75	212	11	944	1198	98	0	3147	255	2837	143	0	861	56	3313
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp900554275	317	411	40	233	90	3787	0	293	1366	204	6554	747	174	0	1156	460	8269	477	0	514	217	543
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp900555735	28	0	0	0	51	2473	29	82	39	0	4625	27849	136	0	1208	721	2461	82	0	19873	332	369
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp900556015	2260	748	695	426	1054	6437	0	4436	6458	399	194523	4425	2240	0	11465	5840	54877	3377	0	3562	2375	6117
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp900756715	0	0	0	0	351	0	0	0	0	0	28	21713	359	0	2272	1217	353	428	0	16410	405	1632
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp902388735	0	0	0	0	0	0	0	0	113	0	104	15	14	0	113	64	56	17	0	14	47	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__MGYG000000713	2583	629	931	777	4167	6750	0	8159	5758	890	7794	9160	3627	0	21057	11085	10052	7060	0	6633	4501	24525
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__MGYG000002090	22	0	14	0	32	202	0	66	55	0	304	61	16	0	193	99	364	103	0	51	57	86
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__MGYG000002095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__MGYG000004004	69	0	0	0	15	50	0	28	106	0	94	190	25	0	77	45	213	149	0	129	13	200
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__MGYG000004028	21	0	0	15	0	72	0	327	29	12	261	736	79	0	3692	148	413	89	0	545	29	116
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp000436875	0	0	0	0	0	0	0	0	23	0	0	20	0	0	28	16	23	40	0	20	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp001916835	309	161	361	239	1632	356	11	527	499	216	1827	1018	196	0	4807	1512	3015	125	0	705	1099	203
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp004553545	0	138	0	144	792	1008	48	295	211	115	2569	683	24	0	454	494	821	39	0	463	468	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp014297375	201	55	0	0	127	31	0	0	0	0	99	0	127	0	277	189	74	222	0	0	49	42
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900542115	394	491	651	508	267	538	0	299	745	472	155	150	21	0	209	161	165	556	0	101	125	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900544105	65	55	89	58	802	204	0	179	152	47	799	711	59	0	682	418	737	53	0	507	349	115
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900544615	201	2409	249	732	1535	1717	13	1033	634	629	1370	1108	131	0	983	428	1947	1420	0	740	229	68
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900544955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900548505	11	42	0	0	0	0	0	0	0	0	53	0	0	0	12	13	21	20	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900550685	158	424	867	803	561	467	12	907	415	647	148	224	19	0	148	177	154	1140	0	159	115	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900551885	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	15	12	0	0	0	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900556925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	34	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900752075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900763685	0	10	0	189	1228	122	10	874	199	151	1327	332	14	0	397	147	968	11	0	206	88	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp900770295	0	0	20	0	0	0	0	0	11	0	11	0	0	0	19	0	15	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0	0	23	117	17	131	0	0	10	114	86	28	14	0	43	62	57	6285	0	27	39	700
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__MGYG000000474	27	16	10	0	118	184	0	160	48	0	2092	281	413	0	3726	475	371	35	0	172	53	206
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__MGYG000002229	0	0	0	0	0	0	0	0	0	0	19	0	0	0	14	0	17	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__MGYG000002680	0	0	0	0	0	0	0	0	18	0	36	0	0	0	0	0	0	45	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__MGYG000002691	0	19	0	0	10	13	0	17	0	0	55	12	0	0	63	29	16	196	0	11	12	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__MGYG000002704	0	0	0	0	0	16	0	0	111	0	34	15	33	17	105	53	205	1190	0	11	0	43
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp000765235	4166	628	612	1964	2562	5960	35	5147	1201	1728	6477	3241	351	38	2120	2094	11959	20081	0	2313	1139	312
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp003522105	133	13	12	55	52	190	0	85	37	55	825	512	265	0	19686	27098	10917	330	0	331	23576	1267
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp900317525	2057	152	411	1306	4891	6615	69	2443	2694	1253	22063	8014	5437	0	6313	5583	20905	3083	0	5318	562	2315
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp900546295	124	0	0	0	20	41	0	763	70	10	87	80	44	0	192	437	242	134	0	43	315	57
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp900550165	44	79	13	17	47	98	0	64	39	19	165	116	12	0	308	279	252	281	0	72	214	69
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp900552015	125	0	13	248	198	825	0	774	404	201	1079	1090	22	0	186	494	1610	501	0	876	423	49
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp900552375	1219	0	601	594	1367	2987	0	1400	639	587	4075	1843	1023	0	3765	5514	7127	1603	0	1341	4956	851
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp900763705	31	0	0	10	25	60	0	37	19	12	100	45	33	0	123	208	244	238	0	30	137	19
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__ER4_sp900768135	0	0	0	0	532	0	0	921	322	0	1339	494	0	0	753	1973	3557	1173	0	415	2089	192
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__ER4|s__MGYG000004206	4053	0	0	1449	1479	3393	0	3773	676	1215	5754	3215	420	0	7108	7162	9230	11553	0	2403	5366	581
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia|s__Evtepia_gabavorous	0	126	0	0	0	0	0	0	0	0	0	0	51	0	25	27	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia|s__Evtepia_sp004554585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia|s__Evtepia_sp004556345	24	0	0	184	190	64	0	18	681	140	547	204	99	0	632	129	807	312	0	148	57	282
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia|s__Evtepia_sp900546255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia|s__Evtepia_sp900758955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	19	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia|s__MGYG000000739	0	0	0	0	0	0	0	0	0	0	0	38	0	0	287	0	0	0	0	28	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp000431075	0	0	0	0	0	14	0	0	0	0	15	74	0	0	27	49	1046	0	0	29	40	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp001916715	0	0	0	0	95	0	0	96	0	0	57	264	43	0	108	103	105	0	0	191	0	383
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp002472405	0	0	0	0	2233	0	0	2175	0	0	832	9328	786	0	1814	1910	3325	0	0	6811	317	487
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp003533405	51	0	0	11	30	25	0	0	0	0	93	60	11	0	89	71	258	0	0	45	44	79
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp004553495	0	0	0	0	0	0	0	0	24	0	25	11	0	0	0	0	15	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp004556755	0	0	0	0	84	13	0	0	0	0	18	0	0	0	30	30	79	28	0	0	10	21
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp004557075	57	15	0	0	135	24	0	19	14	14	77	57	447	0	329	313	106	94	0	36	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp004558025	0	0	0	0	14	22	0	0	12	0	105	36	17	0	28	16	59	20	0	20	0	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp900545805	0	0	0	0	13	13	0	0	27	0	296	30	23	0	1204	31	237	0	0	13	0	208
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp900556535	284	0	0	0	91	0	0	0	0	0	54	35	39	0	131	109	664	0	0	0	0	88
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02_sp900772725	0	0	0	0	0	18	36	0	0	0	25	0	0	0	17	0	35	10	0	0	0	27
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__MGYG000004327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_plautii	932	36	414	0	86	108	2039	24	71	0	2437	680	16187	1921	8407	10818	699	2465	1510	162	727	46
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_sp900549795	0	0	0	0	61	109	0	0	0	0	0	21	0	0	105	0	48	103	0	13	11	76
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor|s__MGYG000003770	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	15	0	0	0	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor|s__MGYG000003869	0	0	0	0	0	0	0	0	0	0	11	0	0	0	16	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM12998|s__HGM12998_sp900756495	1065	0	0	0	0	265	0	0	17	0	239	89	82	0	148	113	47	0	0	57	15	780
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006|s__HGM13006_sp900756575	0	134	0	58	73	146	0	66	895	54	12	12	29	0	61	46	103	157	10	0	10	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006|s__HGM13006_sp900757695	0	0	0	19	0	178	0	86	0	13	91	0	0	0	0	20	37	0	0	0	0	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006|s__MGYG000002067	25	0	0	19	15	21	0	0	69	18	22	45	0	0	29	11	48	32	0	33	0	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006|s__MGYG000002071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006|s__MGYG000003980	0	0	0	11	15	619	0	38	45	0	87	116	19	0	85	126	277	96	0	80	103	113
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006|s__MGYG000004686	346	129	391	336	289	365	0	392	624	256	473	1858	0	0	521	313	1509	1111	317	1330	250	302
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13010|s__HGM13010_sp900754965	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	13	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13010|s__MGYG000004803	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	332	85	0	0	0	294	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas|s__Intestinimonas_butyriciproducens	72	15	0	26	1025	276	0	35	77	19	294	118	293	0	964	2711	2149	145	0	49	2008	566
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas|s__Intestinimonas_massiliensis	52	0	0	0	0	29	0	12	10	0	20	35	42	0	121	77	168	31	0	22	19	558
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas|s__Intestinimonas_sp900540545	0	0	0	0	0	0	0	0	0	0	0	0	32	0	22	18	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas|s__MGYG000001958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas|s__MGYG000004068	0	0	0	0	0	12	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	28
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	374	17	0	17	0	18	0	15	0	16	0	0	0	0	0	28	12	1911	0	0	24	195
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp000177015	0	0	0	10	19	59	0	84	35	11	36	30	11	19	15	73	90	71	0	35	41	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp003478995	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp014287875	87	75	260	99	201	179	32	200	370	109	711	360	446	16	672	894	674	237	0	224	428	79
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900066645	421	11	0	0	0	15	0	0	30	0	12	50	778	19	613	706	0	21	0	12	0	114
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900066825	4217	0	0	858	1169	1856	0	1652	1568	0	1118	3612	2237	439	4730	4331	3191	4224	0	3233	1450	1110
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900545895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900549405	0	18	98	117	432	94	0	19	118	108	371	67	24	0	145	140	151	57	0	40	114	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900550705	0	0	0	0	0	0	0	0	0	0	10	11	0	0	13	0	124	0	0	16	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900553135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900754605	0	0	0	0	0	10	0	0	32	0	10	0	0	0	14	0	19	78	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900764755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp900766145	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_sp902363045	0	0	0	0	0	0	0	0	0	0	23	14	21	0	25	23	30	41	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter|s__MGYG000004628	0	0	0	0	0	0	0	0	0	0	0	0	28	11	20	36	0	18	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__MGYG000002696|s__MGYG000002696	46	0	0	0	0	0	0	0	0	0	26	0	0	0	0	11	0	43	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__MGYG000002726|s__MGYG000002726	23	42	70	107	35	28	0	10	64	111	87	19	66	0	107	106	150	98	0	0	13	50
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__MGYG000003289|s__MGYG000003289	0	0	0	0	0	0	0	0	0	0	0	30	0	0	10	0	0	0	0	16	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__MGYG000003297|s__MGYG000003297	0	805	0	199	440	503	0	421	240	186	286	0	82	0	81	217	247	1534	0	80	209	154
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__MGYG000004811|s__MGYG000004811	0	201	822	547	5184	5148	0	2972	9301	704	971	2814	8518	0	16733	16739	9814	1617	0	1874	5324	1435
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Marseille-P3106|s__Marseille-P3106_sp900169975	0	0	0	0	0	37	0	0	78	0	10	0	15	0	20	13	13	0	0	0	0	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Marseille-P3106|s__Marseille-P3106_sp900543935	0	0	0	0	0	0	0	0	0	0	0	0	41	0	35	30	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK3B98|s__MGYG000003950	19	0	0	0	19	0	0	0	14	0	91	15	16	0	70	15	66	0	19	16	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK3B98|s__NK3B98_sp900545815	0	0	0	40	379	34	0	42	0	32	5476	0	17	0	295	19	370	33	0	0	0	79
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK3B98|s__NK3B98_sp900752305	22	32	0	21	44	33	0	89	42	28	115	20	0	0	69	20	122	35	0	14	16	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK3B98|s__NK3B98_sp900758315	0	0	0	0	0	268	0	0	0	72	2068	0	0	0	141	72	177	242	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NSJ-62|s__MGYG000002727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0	0	0	0	20	35	49	0	61	73	50	14	0	25	31	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp014287675	0	0	0	0	0	0	0	0	0	0	0	55	1369	0	769	1055	29	0	0	0	14	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__MGYG000000746	0	0	0	0	0	0	0	0	0	0	35	30	56	0	4821	372	167	20	0	25	308	50
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__MGYG000001049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__MGYG000002084	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	71	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__MGYG000003877	0	0	0	0	0	23	0	0	0	0	0	0	0	0	123	157	39	0	0	0	121	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__MGYG000003938	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	11	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__MGYG000003978	0	0	0	0	0	30	0	60	0	0	30	344	0	0	93	210	752	14	0	274	215	648
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__MGYG000004062	0	0	0	0	0	0	0	107	0	0	96	0	0	0	42	293	183	0	0	0	269	136
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__UBA1777_sp002320035	0	0	0	0	12	0	0	0	11	0	31	10	0	0	20	0	27	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA1777|s__UBA1777_sp003150355	0	0	0	94	0	537	14	635	25	78	143	887	77	0	275	679	1905	22	0	624	563	142
