OTU ID	ERR1293874	ERR1293754	ERR1293738	ERR1293505	ERR1293790	ERR1293706	ERR1293798	ERR1293794	ERR1293894	ERR1293818	ERR1293577	ERR1293910	ERR1293613	ERR1293497	ERR1293557	ERR1293694	ERR1293654	ERR1293513	ERR1293886	ERR1293597	ERR1293638	ERR1293890	ERR1293822	ERR1293533
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus_A	754	349	4783	19	3929	256	0	1562	462	46	239	264	69	1744	0	70	262	464	2162	677	182	44	83	18924
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_rhamnosivorans	0	0	0	0	0	3077	110	0	5991	0	0	0	0	12489	0	0	2584	4000	0	7555	0	840	0	6725
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp000508985	0	0	36	0	0	0	22	0	11	0	0	0	0	0	0	0	0	22	0	0	0	407	0	321
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp900066705	308	1373	881	220	210	247	250	319	399	490	181	518	380	1222	0	53	272	266	179	707	418	1306	114	1625
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp900756035	106	478	130	16	58	143	2888	158	1907	143	50	29	17	113	0	86	267	144	69	158	35	186	136	1423
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__MGYG000000687	72	263	506	0	71	88	12	113	540	153	100	85	42	482	0	636	302	168	273	61	90	128	108	394
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__MGYG000004359	11	131	56	0	0	62	55	18	82	0	0	51	198	46	0	42	64	0	57	0	62	16	41	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bacteroides_F|s__Bacteroides_F_pectinophilus	1863	16156	1961	500	576	582	176	1277	92	2349	130209	1130	1100	2058	0	4994	1164	44951	2151	44	9110	2876	420	459
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_comes	12891	7989	33843	3084	5411	13379	17343	13355	41488	21872	4345	7600	7753	192	0	11008	124	13419	25153	20445	7527	29657	10099	2576
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_massiliensis	0	0	16	0	12	23	0	24	65	0	35	11	0	37	0	0	0	30	0	0	11	0	12	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_sp900554415	440	1601	738	106	358	81	25	339	2973	160	38	364	116	171	0	1089	192	671	2087	66	1289	83	83	176
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__MGYG000004689	239	47	245	106	86	729	35	387	175	59	375	385	250	301	0	323	650	615	1441	0	783	383	295	290
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_caecimuris	132	716	427	0	43	6468	20444	201	85980	110	68	161	613	1057	0	75	537	71	40	17220	121	17373	100	1392
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_faecis	23088	5740	20442	3105	2901	17116	14826	7755	13222	5239	4096	22496	7197	14873	0	5414	35355	10690	34590	16	10169	59771	12723	27491
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_hydrogenotrophica	77	1638	368	0	74	0	35	1047	588	27	0	11	18	96	0	295	331	13	0	141	69	7544	182	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_luti	618	344	342	931	226	548	134	340	406	334	408	906	120	4859	0	303	251	644	931	251	421	1551	336	547
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_massiliensis	22568	7189	92029	13368	12681	41326	90417	58826	115977	23038	18976	41979	77274	4163	0	94021	32808	22546	59251	34845	40192	72449	65039	117798
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_obeum	13112	86905	16501	569	2356	11712	18	36748	15051	15435	2800	2453	6845	3789	0	7441	17139	2461	5646	104	11175	4461	2870	18823
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_obeum_B	60000	12247	1607	147	20916	8126	625	2917	8030	1358	5213	1239	12543	67255	0	10501	57624	27236	26455	3267	7176	105116	3223	15370
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_schinkii	196	336	424	33	418	187	160	178	486	75	133	2887	244	112	0	296	96	137	244	142	763	455	123	194
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp000285855	777	351	216	51	1309	188	275	1762	468	669	515	321	567	918	0	989	1387	973	1605	260	926	1174	398	524
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp000436615	660	1079	516	1468	116	197	231	240	308	143	458	293	273	2386	0	265	479	1524	634	242	541	1104	211	98
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003471165	1358	164	937	178	333	769	309	453	1415	303	337	983	349	894	0	155	636	992	1053	798	626	3010	651	1165
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003474435	367	478	360	110	259	83	291	385	210	116	839	868	107	316	0	248	221	157	321	32	6581	650	98	217
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003477525	923	197	338	1095	164	304	324	331	792	88	174	720	138	290	31	71	422	405	520	489	1449	1865	511	385
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066145	295	929	1144	1118	1406	400	156	431	294	153	3716	242	600	251	0	233	1807	602	3913	1514	257	1704	172	2936
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066205	1449	1463	223	44	228	84	153	749	744	80	83	109	139	260	0	146	62	879	132	0	301	15121	203	391
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066335	1859	272	292	108	2870	64	253	10017	218	299	50	143	337	2352	0	186	77	775	162	13	3589	1757	540	4137
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066505	936	155	3364	84	348	542	558	1841	173	702	846	325	1322	409	0	713	3700	1381	2623	64	2124	583	476	245
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900120195	708	175	130	182	2517	107	21	640	141	348	2289	100	1495	481	0	1711	560	1265	1568	13	1578	1197	3675	173
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900540785	0	0	19	0	0	0	161	29	684	0	13	0	43	0	0	16	84	0	15	109	0	0	41	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900541345	143	13	191	11	0	10	2747	287	33	699	23	17	0	14	0	163	103	180	132	199	11	63	18	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900541985	26	92	115	0	37	47	229	167	560	63	96	49	51	316	0	32	49	131	210	242	74	590	64	107
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900542045	0	0	41	0	0	95	86	12	57	0	0	0	63	0	0	0	11	0	0	22	0	0	0	47
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900547615	19	0	0	0	0	0	232	41	59	0	0	0	0	0	0	0	0	0	0	672	0	102	286	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900548245	27748	366	345	128	527	59	88	1394	2871	676	2112	4199	146	40730	0	1149	265	2400	17044	73	9943	55324	461	1573
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900549015	365	230	92	51	20	46	415	140	249	35	92	397	78	189	0	163	56	123	189	112	46	312	227	51
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900551075	31	13	0	0	31	15	26	64	39	0	0	10	0	10	0	0	0	0	13	19	0	10	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900551465	240	26	116	117	42	187	398	109	1538	52	77	397	141	139	0	107	74	66	1103	2138	81	259	209	791
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900551715	67	336	90	149	707	107	0	207	151	50	954	43	64	97	0	76	88	63	163	0	54	41	60	82
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900553515	49	48	37	21	14	32	104	24	360	0	11	94	30	28	0	0	57	55	56	102	13	255	15	90
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900763175	432	112	346	73	592	272	64	285	245	169	93	200	91	145	0	146	398	82	2006	56	215	419	312	382
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae_A	40915	3065	21972	3540	6753	16896	14706	11375	26261	4287	7498	14439	4821	29008	18	4789	16418	26394	23105	30869	16504	102528	30809	39481
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae_B	5146	288	1633	423	1374	1636	1322	940	2932	587	641	1603	451	1824	0	529	1088	2570	2237	2743	1539	8753	1939	3387
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__MGYG000001189	103	1085	160	35	37	417	150	207	36	22	396	330	17	71	0	114	69	89	199	36	834	617	167	189
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__MGYG000001594	306	8579	43	0	0	137	492	879	3794	154	956	648	122	170	0	91	44	0	108	5655	2467	16743	0	243
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__MGYG000001758	367	102	234	53	46	249	245	160	261	66	613	407	120	201	0	110	492	196	526	12	166	1016	162	435
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__MGYG000003822	301	149	551	130	177	146	117	237	314	1335	121	278	303	175	0	341	358	87	144	76	284	3258	214	104
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides	398	50	30	68	68	277	270	99	497	10	15	63	13	158	0	19	19	65	134	40	15	684	345	489
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	451	354	135	55	34	449	697	98	90437	0	69	70	58	2714	0	94	380	65	81	111	302	222	178	32
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp000432195	27	84	29	21	42	102	72573	112	510	76	54	133	31	185	0	24	47	86	93	4506	143	135	20	150
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp001304935	75	10	166	12	15	733	309	37	182	33	14	44	145	93	0	13	334	81	10	383	11	30	19	2371
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp002161285	295	272	103	0	0	126	10556	0	2103	0	0	0	0	0	0	0	44	213	143	0	0	0	0	299
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp003287895	53	107	178	0	21	760	110	63	696	10	55	27	0	78	0	86	62	150	139	9901	30	370	22	3786
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900539145	75	30	146	0	0	45	106	54	15219	0	11	17	23	431	0	0	160	31	34	34	0	98	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900541955	15	23	0	12	0	445	38	21	68	0	0	37	0	0	0	13	12	19	16	33	0	77	28	43
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900543715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900547685	116	0	0	0	0	59	12844	190	105115	0	101	100	40	3394	0	0	347	213	0	1573	35	0	0	264
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900555025	100	115	47	0	18	197	169	102	11567	39	0	44	0	457	0	17	86	129	103	333	13	173	0	35
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900556555	11	99	40	0	0	49	343	10	2164	0	14	0	0	147	0	14	11	37	17	125	40	28	11	69
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900753905	116	224	141	15	107	24	1415	151	2368	56	37	134	25	182	0	18	64	433	223	102	59	364	23	775
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900765525	0	0	0	0	0	11	0	46	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris	39342	21113	213	538	2754	63	91	327	23126	2234	5061	9576	103	208	0	3974	141	25356	15058	27	154	11508	68	120
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__MGYG000002212	0	0	25	14	11	39	15	18	23	16	0	11	25	0	0	0	55	24	12	17	0	18	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__MGYG000002215	143	16	110	0	0	22	50	21	27	10	20	241	42	12	0	14	158	0	242	0	42	238	133	169
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__MGYG000002738	26	45	30	0	197	128	1847	75	267	165	39	139	0	45	0	143	125	100	182	112	402	160	40	38
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A|s__Butyrivibrio_A_crossotus	37	82	969	42	167	447	355	313733	92	62	2244	1483	123448	945	0	129	116	352	157	289	168	66	217	36
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A|s__Butyrivibrio_A_sp000431815	167	126	179	12	19	158	19	78	29	303	293	74	263	225	0	27	773	113	417	69	92	120	64	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A|s__Butyrivibrio_A_sp900771195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-127|s__CAG-127_sp900319515	82	0	480	0	13513	0	15	69	0	14939	33549	12048	25	145	0	11	0	115274	73	0	15138	0	13	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-127|s__CAG-127_sp900539705	76	2913	273	175	277	0	0	53	24	372	925	488	14	77	0	66	52	2191	168	38	1363	68	19	486
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-127|s__CAG-127_sp900553925	13	0	15	0	381	0	0	21	0	251	1097	360	0	0	0	0	0	2626	0	0	311	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-127|s__CAG-127_sp900766925	141	266	14	0	227	90	30	46	33	115	69	173	43	15	0	388	190	50	103	0	163	180	71	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-127|s__CAG-127_sp900767585	99	74	325	19	7326	21	0	33	0	7639	18965	6945	65	251	0	238	51	60382	72	0	8959	68	104	51
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-127|s__MGYG000000625	0	0	25	87	191	0	0	0	39	40	163	171	0	0	0	10	0	1438	32	0	52	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-194|s__CAG-194_sp000432915	69	34728	114	61	8472	44	16	8876	16	1067	8204	39366	24605	159	0	7747	105	53	4916	0	3172	18	4842	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-303|s__CAG-303_sp000437755	83	664	308	1415	129	3732	0	328	45	1684	6641	9079	4907	12	0	379	599	88	4619	0	74	9192	43	926
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-303|s__CAG-303_sp900539455	10	16	10	0	0	0	0	54	0	26	0	34	38	0	0	10	0	18	358	0	105	46	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-317|s__CAG-317_sp000433215	449	90	153	170	44	40	42	98	88	297	106	280	940	2102	0	1331	1241	431	2366	26	150	1624	71	81
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-317|s__CAG-317_sp000433535	748	139	217	13	30	1662	9357	1935	2690	16	348	589	346	56	0	50	143	2776	270	482	0	1968	559	8490
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-317|s__CAG-317_sp900543415	147	88	317	0	40	391	825	1569	427	172	91	101	89	160	0	94	1083	164	103	2299	70	4698	1094	705
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-411|s__CAG-411_sp000437275	1027	876	468	82	3783	354	1523	316	856	6332	326	1638	177	980	0	1022	1094	595	1035	3295	1146	304	412	460
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-45|s__CAG-45_sp000438375	1666	2847	35280	206	677	1454	1238	4938	491	1563	214	555	6319	308	0	353	1492	141	1464	249	375	421	612	177
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-510|s__CAG-510_sp000434615	104	32	106	13	29	0	43	66	0	67	32	168	51	13	0	87698	153	1123	21	0	15	73	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-510|s__CAG-510_sp900550475	53	15	159	30	0	62	0	55	30	69	16	66	31	137	0	43	69	0	93	12	24	23	77	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-510|s__CAG-510_sp900551115	0	0	86	0	13	0	0	12	19	0	0	14	0	98	0	0	17	21	153	14	22	0	27	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-56|s__CAG-56_sp900539525	95	110	81	0	14	61	13	98	191	16	49	20	29	58	0	29	112	29	62	16	193	25	44	38
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-56|s__CAG-56_sp900752065	78	408	272	34	55	14	446	101	88	95	108	171	344	119	0	101	122	245	135	1085	335	358	45	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-56|s__CAG-56_sp900762665	10	0	0	0	0	0	0	0	29	0	0	0	11	9365	0	11	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-56|s__MGYG000001219	216	55	204	93	43	69	0	9310	0	224	46	5698	129	717	0	81	115	89	11600	0	62	529	52	162
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-590|s__CAG-590_sp000431135	0	280	193	0	101	0	41	1443	0	24	102	79	88	34	0	0	483	235	35	50	58	0	38	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-590|s__CAG-590_sp900544905	0	61	27	0	0	0	10	1292	64	0	0	0	10	13	0	0	0	14	0	0	71	0	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-590|s__CAG-590_sp900548855	406	104	440	10	108	376	722	183	0	70	268	1163	118	907	0	108	198	494	486	28	458	436	35	181
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-590|s__CAG-590_sp900552885	16	17	22	0	0	34	0	0	0	42	23	0	0	0	0	23	15	28	55	0	15	14	18	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-590|s__CAG-590_sp900769115	11	0	23	12	40	73	220	0	0	103	343	37	15	11	0	37	32	720	185	0	119	30	76	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-603|s__CAG-603_sp900066105	186	58	129	19	35	72	35	79	35	121	52	310	130	33	0	40	265	169	170	0	127	241	25	69
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-632|s__CAG-632_sp000431515	0	21	20	0	15	0	0	27	0	10	32	33	146	0	0	0	0	0	0	0	428	62	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-632|s__CAG-632_sp002406015	74	104	68	0	85	0	14	20	40	26	14	87	51	101	0	54	449	30	153	0	27	106	20	69
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-632|s__CAG-632_sp900539185	75	50	38	0	105	32	31	43	0	21	60	79	26	0	0	31	0	16	35	46	0	21	22	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-632|s__MGYG000000627	11	0	39	0	0	0	0	0	0	10	10	14	17	24	0	32	0	0	34	0	16	22	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-791|s__CAG-791_sp000431495	0	0	34	0	25	0	0	0	0	12	0	54	0	0	0	0	0	34	0	0	25	35	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-791|s__CAG-791_sp900315055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__CAG-81_sp000435795	5727	3473	7213	2927	1494	7344	8730	4900	26134	10484	2435	2716	3842	5190	0	5553	11856	8030	2305	243	5644	6009	5768	9134
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__CAG-81_sp900066055	1681	539	1282	861	1031	141	15	372	381	5172	668	1042	1018	1192	0	1003	1272	1979	3574	570	730	422	216	81
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__CAG-81_sp900066535	10685	20348	39135	20881	21172	4869	1358	2559	17515	58726	5272	22429	9758	52634	0	37169	42359	41686	19765	8428	7665	6719	7045	1585
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__CAG-81_sp900066785	683	166	496	5077	1970	80	88	310	107	1563	638	1965	1438	533	0	588	443	4853	4041	308	132	3130	347	62
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__CAG-81_sp900541255	0	10	87	24	10	254	98	93	23	0	89	40	38	35	0	0	72	21	13	21	108	15	14	23
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__CAG-81_sp900556965	43	43	43	25	14	23	31	16	28	71	28	57	31	81	0	62	96	118	109	0	20	47	61	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__MGYG000002628	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	29	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__MGYG000004582	210	315	587	488	329	90	0	90	149	1017	151	441	184	617	0	497	657	833	517	725	100	112	79	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-81|s__MGYG000004677	103	100	290	59	19	85	177	64	886	96	58	80	63	131	0	152	178	499	47	67	152	75	138	193
