Feature	DRR127488	DRR127524	DRR127535	DRR127537	DRR127546	DRR127552	DRR127588	DRR127619	DRR127628	DRR127672	DRR127707	DRR127713	DRR127721	DRR127724	DRR127728	DRR127731	DRR127736	DRR127748	DRR127751	DRR127752	DRR127755	DRR127756	DRR127762	DRR127776	DRR127777	DRR162775	DRR171467	DRR171469	DRR171474	DRR171477	DRR171487	DRR171506	DRR171517	DRR171523	DRR171527	DRR171568	DRR171580	DRR171645	DRR171654	DRR171724	DRR171725	DRR171726	DRR171727	DRR171733	DRR171737	DRR171741	DRR171745	DRR171747	DRR171755	DRR171762	DRR171763	DRR171765	DRR171770	DRR171771	DRR171773	DRR171777	DRR171779	DRR171782	DRR171783	DRR171786	DRR171791	DRR171796	DRR171798	DRR171801	DRR171802	DRR171807	DRR171810	DRR171812	DRR171813	DRR171816	DRR171817	DRR171821	DRR171829	DRR171833	DRR171834	DRR171838	DRR171840	DRR171843	DRR171845	DRR171855	DRR171856	DRR171890	DRR171917	DRR171919	DRR171921	DRR171923	DRR171925	DRR171928	DRR171930	DRR171931	DRR171933	DRR171934	DRR171935	DRR171936	DRR171938	DRR171939	DRR171941	DRR171942	DRR171943	DRR171948	DRR171950	DRR171951	DRR171952	DRR171953	DRR171954	DRR171957	DRR171959	DRR171964	DRR171965	DRR173016	DRR173017	DRR171460	DRR171465	DRR171489	DRR171493	DRR171504	DRR171511	DRR171522	DRR171534	DRR171537	DRR171540	DRR171541	DRR171544	DRR171548	DRR171549	DRR171550	DRR171551	DRR171556	DRR171557	DRR171558	DRR171561	DRR171574	DRR171597	DRR171618	DRR171622	DRR171627	DRR171658	DRR171664	DRR171668	DRR171670	DRR171675	DRR171677	DRR171681	DRR171682	DRR171690	DRR171692	DRR171695	DRR171696	DRR171701	DRR171705	DRR171706	DRR171708	DRR171709	DRR171728	DRR171730	DRR171731	DRR171734	DRR171735	DRR171738	DRR171739	DRR171740	DRR171744	DRR171749	DRR171753	DRR171759	DRR171760	DRR171766	DRR171768	DRR171769	DRR171780	DRR171781	DRR171785	DRR171789	DRR171790	DRR171792	DRR171795	DRR171797	DRR171799	DRR171806	DRR171814	DRR171815	DRR171818	DRR171820	DRR171824	DRR171831	DRR171832	DRR171839	DRR171841	DRR171846	DRR171847	DRR171848	DRR171851	DRR171860	DRR171861	DRR171867	DRR171869	DRR171873	DRR171874	DRR171875	DRR171878	DRR171880	DRR171881	DRR171884	DRR171887	DRR171892	DRR171893	DRR171896	DRR171898	DRR171901	DRR171904	DRR171906	DRR171907	DRR171911	DRR171916	DRR171945	DRR171947	DRR171949	DRR171958	DRR171960	DRR171961	DRR171963	DRR171966
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-354|s__CAG-354_sp900555085	51	11	0	0	31	0	0	0	78	0	1025	83	38	0	0	0	0	1097	0	0	0	0	486	26	0	0	24	0	0	0	14	0	0	0	0	0	0	0	21	0	425	18	0	34	0	0	0	0	0	0	0	12	0	0	0	28	0	0	0	274	73	41	0	0	0	0	65	0	248	0	0	84	0	17	0	0	0	0	0	0	0	0	0	0	49	0	0	0	96	128	22	0	0	0	30	116	0	0	0	51	0	0	14	773	33	0	0	83	38	0	247	21	276	14	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	21	180	0	18	0	0	0	0	1211	18	0	18	0	0	26	0	0	28	13	66	0	0	0	0	95	0	17	10	0	20	0	116	0	0	22	13	214	0	39	0	0	0	14	0	0	0	0	0	0	11	0	0	11	0	43	0	0	17	12	16	22	0	0	0	0	32	0	0	0	0	0	0	0	725	67	0	598	0	0	0	12	0	99	21	132	866	741	22	0	472	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-354|s__CAG-354_sp900754085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-354|s__CAG-354_sp900759015	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	78	0	0	10	0	0	0	0	0	0	0	23	0	0	10	0	0	10	0	24358	0	0	11	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	14	0	0	39	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	15	0	50	0	0	0	38	0	0	0	0	0	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-354|s__MGYG000004119	483	0	0	0	38	0	0	0	68	101	358	0	0	0	0	162	0	0	292	0	0	0	0	0	1108	1099	0	27	0	62	16	0	0	0	0	15	0	0	0	0	330	0	169	55	0	94	0	35991	0	115	64	0	0	18	0	501	165	524	0	64	31	61	0	0	0	0	49	0	78	0	0	0	0	0	0	0	0	0	0	0	184	0	0	39	664	0	355298	43	152	0	44	0	0	0	64	0	0	0	0	0	14	11	0	23	404	602	522	0	117	31	0	0	0	0	0	12	0	117	69	0	0	56	53	0	153	0	0	0	0	0	0	0	391	0	0	54	14	0	356	0	331	0	0	181	0	29	0	118	51	13	33	513	0	0	43	0	0	44	0	0	518	36	242	18	0	0	133	0	154	958	167	159	84	0	0	0	0	31	45	0	0	51	0	0	0	35	23	0	0	0	0	331	34	271	0	0	0	0	0	79	15	0	0	0	89	775	35	0	31	225	0	198	0	16	0	15	0	51	0	73	0	160
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-452|s__CAG-452_sp000434035	0	6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1392	0	127	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3041	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-452|s__CAG-452_sp900770415	28	329	0	0	12	16	0	0	26	18	0	0	0	71	0	0	16	0	0	0	0	0	0	0	0	18	49	30	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	73	0	0	0	0	0	0	13	0	0	0	0	10	653	0	0	0	0	0	0	0	38	14	0	0	0	0	0	0	0	0	0	0	0	0	27	0	29	0	0	0	109	12	1994	0	43	0	0	18	20	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	20	0	39	0	0	0	0	0	0	0	0	0	0	307	32	19	0	0	10	0	0	0	0	19	0	15	0	0	0	20	15	0	19	0	0	0	0	0	0	0	0	0	0	0	14	22	18	16	0	0	0	48	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	26	0	0	0	0	29	0	67	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	55	241	34	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-452|s__MGYG000000521	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	22	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__CAG-492_sp000434015	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	36	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	161	0	0	12	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	199	0	0	0	51	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	38	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	41	0	27	0	11	0	0	0	0	45	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__CAG-492_sp000434335	0	0	0	0	27	0	0	0	0	0	176	0	27	0	0	0	0	0	0	10	0	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	50	0	0	0	0	14	0	0	34	0	0	0	0	0	13234	10	71	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	288	22	0	0	0	0	0	0	0	0	0	11	541	62	0	9921	13	0	0	22	0	109468	19	0	14	0	0	0	0	0	21	111	0	0	0	0	0	0	0	158	63	0	0	0	0	7935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	57	115	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	23	0	0	0	57	0	0	190	0	0	0	10940	0	0	0	0	0	15	0	46	6985	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__CAG-492_sp900553225	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	52067	0	11	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	21	0	0	0	0	20	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	11	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__CAG-492_sp900557045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	49	0	0	0	17	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	27	0	50	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__CAG-492_sp900557195	11	14	0	0	13	0	0	0	0	0	45	0	0	0	0	15	0	0	15	0	0	0	21	0	0	0	40	0	0	139	0	0	0	0	0	20	0	0	0	0	14	0	0	11	0	0	17	16	0	16	0	10	10	0	41	48	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	13	0	49	0	15	13	15	0	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	25	0	0	15	0	0	11	18	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	56	0	11	12	0	12	0	0	0	0	141	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	11	0	0	0	10	0	0	0	0	27	0	0	0	0	0	0	0	0	10	0	32	14	0	0	55
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__MGYG000004195	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	27	0	0	0	0	0	0	0	10	0	0	0	0	0	332	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	116	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	99	0	0	0	0	0	0	0	11	0	0	0	0	0	0	16	0	0	0	0	0	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	162	0	99	0	12	0	0	0	0	45	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__MGYG000004904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-793|s__CAG-793_sp000433915	12	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	11	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-793|s__CAG-793_sp900557475	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	89	0	0	0	44	0	13	0	0	0	0	0	0	20	0	0	34	0	0	0	0	19	0	24	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	17	0	0	0	0	38	0	0	0	0	368	0	0	0	0	0	10	0	0	0	0	0	68	0	10	0	0	0	63	0	37	0	28	0	0	0	0	14	32	0	0	0	0	0	0	30	0	13	0	0	0	0	0	0	0	0	90	84	0	17	29	0	0	0	10	0	0	0	44	0	0	382	0	281	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	32	0	40	0	0	18	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	16	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	124	0	34	0	0	0	0	0	18	0	20	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__HGM13634|s__HGM13634_sp900770385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__HGM13634|s__MGYG000001861	1339	280	513	2446	1354	1757	0	2441	44	758	0	4242	725	636	11349	88	617	814	0	4769	27	0	1651	1226	10449	1978	0	0	0	259	0	278	30	0	0	0	40	37	0	160	92	47	21	2879	21	32	0	84	1417	0	0	69	509	87	697	1779	1003	870	0	0	263	307	0	0	0	0	0	84	19	1868	0	333	0	852	581	249	1319	119	22	0	999	0	674	142	747	405	819	102	54	7026	26	0	796	392	199	285	18	289	1108	241	1523	0	0	630	1071	11	2660	245	201	373	31	6420	5166	105	0	0	326	37	96	2182	53	125	1078	11	0	155	0	550	27	0	74	610	361	2372	0	821	2737	854	1688	0	384	96	61	37	174	366	0	986	1525	0	0	130	146	121	234	330	0	488	469	498	10	19647	1459	403	98	2325	4169	0	32	688	615	1044	2776	2125	0	0	1271	133	21	285	837	1854	28	2202	27	156	0	1737	37	107	3767	89	285	0	1471	8947	408	0	0	715	1187	15	627	0	104	3832	232	2271	19	310	0	46	57	313	1301	37	1911	870	10	1528	1216	271
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__JABCPO02|s__MGYG000003749	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	11	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__MGYG000002201|s__MGYG000002201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7417	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__MGYG000002797|s__MGYG000002797	1228	0	134	29	167	22	0	0	96	0	131	0	204	0	531	1320	0	415	0	73	252	167	49	58	1237	0	334	102	0	435	5969	45	0	35	174	125	0	138	142	46	580	0	1590	0	609	3494	0	3699	172	38	0	96	170	177	249	313	330	708	37	26	210	540	0	99	731	0	2138	484	225	0	100	494	0	242	140	71	29	141	0	35	0	32	114	95	469	481	5866	34	1911	74	174	58	203	198	78	83	175	44	0	344	520	251	65	520	23114	157	97	30	58	0	47	260	39	475	1206	5559	0	0	153	52	150	0	97	47	245	93	157	25	837	0	0	956	65	388	71	35	47	896	170	364	463	0	0	73	299	0	75	312	130	57	15	0	208	48	0	1001	5711	146	0	206	672	73	748	0	68	0	155	172	126	575	260	186	91	775	1714	99	403	0	274	61	138	143	34	275	0	0	26	77	263	68	583	0	125	351	890	459	0	204	0	94	40	0	403	243	29	0	68	254	61	380	35	693	136	579	580	196	0	249	303	287	483	884
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UBA7001|s__MGYG000000423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	14	0	0	12	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UBA7001|s__MGYG000004073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UBA7001|s__UBA7001_sp900553685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
